番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
108,2019年04月19日,広島,ＨＰ,三菱,アイミーブ,2011年02月,"63,000 Km",ZAA-HA3W,Y4F1,電動機(モーター),２０１７年３月頃,一般道路を５０ｋｍ／ｈ程度で走行中に突然車が歩くスピードくらいに減速した。
109,2019年04月19日,徳島,ＨＰ,スバル,レガシィツーリングワゴン,2005年06月,"410,098 Km",TA-BP5,EJ20,動力伝達,２０１９年３月１５日,走行中に大きなショックとともに変速し、身体が飛ばされるような感じがする。
110,2019年04月19日,徳島,ＨＰ,スバル,レガシィツーリングワゴン,2005年06月,"410,098 Km",TA-BP5,EJ20,エンジン,２０１９年３月１５日,バックギアにいれアクセルペダルを踏んだ瞬間にエンジンが突然停止し、再始動しても、回転をあげながらでないと後進しないときがある。
111,2019年04月19日,福岡,ＨＰ,トヨタ,プリウス,2011年11月,"164,897 Km",DAA-ZVW30,2ZR-3JM,制動装置,２０１９年４月６日１５時４０分頃,走行中、警告音が鳴り、ブレーキが効かなくなった。ハンドルも重く、サイドブレーキで路肩に停車した。
112,2019年04月19日,鹿児島,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ピクシスエポック,2012年07月,"114,900 Km",DBA-LA300A,KF,制動装置,２０１９年４月１６日,走行中、前走車が右折のために停止をしたため、それに合わせてブレーキをかけたが、滑るような状態でブレーキが効かず、前車に追突してしまった。
113,2019年04月18日,北海道,ＨＰ,スバル,レガシィアウトバック,2004年03月,"130,000 Km",UA-BP9,EJ25,動力伝達,２０１８年１０月,エンジンが冷えてるとき１速から２速、２速から３速と変速ショックがかなり大きい。エンジンが温まればショックがなくなる。
114,2019年04月18日,福島,ＨＰ,ニッサン,デイズ,不明,不明,DBA-B21W,不明,保安灯火,不明,ドアロックを開けた時に左のドアミラーのモーターが空回りし、開かなくなった。
115,2019年04月18日,山形,ＨＰ,スズキ,アルト,2016年03月,"110,000 Km",DBA-HA36S,R06A,制動装置,時々,交差点の右折レーンで、前車の後ろで停止し、前車が発進に続いて発進したところ、自動ブレーキが作動し、３０秒間位アクセルペダルを踏んでも戻しても車が動かなくなった。
116,2019年04月18日,長野,ＨＰ,メルセデス・ベンツ,Ａ１８０,2014年03月,"9,500 Km",DBA-176042,270,車枠・車体,２０１９年２月,車室内に水が侵入し、車内後部側に大量に溜まっていた。
117,2019年04月18日,東京,ＨＰ,三菱,ふそうスーパーグレート,2014年12月,"266,741 Km",QPG-FP64VDR,6R10,エンジン,２０１９年１月,ラジエーターの不良により、冷却水が減少した。
118,2019年04月18日,東京,ＨＰ,三菱,ふそうスーパーグレート,2015年09月,"102,400 Km",QPG-FP64VDR,6R10,エンジン,２０１９年３月,オイルパンが割れた。
119,2019年04月18日,東京,ＨＰ,三菱,ふそうスーパーグレート,2015年07月,"126,422 Km",QKG-FV60VX,6R10,エンジン,２０１９年３月,オイルパンが割れ、オイルが減少した。
120,2019年04月18日,東京,ＨＰ,三菱,ふそうスーパーグレート,2013年07月,"426,100 Km",QKG-FP54,6R10,エンジン,２０１９年３月,ラジエーターの割れにより、冷却水が減少した。
121,2019年04月18日,東京,ＨＰ,三菱,ふそうスーパーグレート,2015年07月,"126,422 Km",QKG-FV60VX,6R10,エンジン,２０１９年３月,オイルパンが割れ、オイルが減少した。
122,2019年04月18日,東京,ＨＰ,三菱,ふそうスーパーグレート,2013年09月,"224,691 Km",QKG-FV50VX,6R10,エンジン,２０１９年１月,ＰＣＶバルブの不良により、エンジンが吹けあがった。
123,2019年04月18日,東京,ＨＰ,三菱,ふそうスーパーグレート,2014年10月,"178,729 Km",QKG-FV50VX,6R10,エンジン,２０１９年２月,エアーコンプレッサの不良により、冷却水が吹き返した。エンジンオイル減少していた。
124,2019年04月18日,東京,ＨＰ,三菱,ふそうスーパーグレート,2015年11月,"84,582 Km",QKG-FV60VX,6R10,エンジン,２０１９年３月１９日,ヒーターホースバンドの不良により、冷却水が減少した。
125,2019年04月18日,東京,ＨＰ,三菱,ふそうスーパーグレート,2014年12月,"266,741 Km",QPG-FP64VDR,6R10,エンジン,２０１９年１月,ラジエーターの不良により、冷却水が減少した。
126,2019年04月18日,東京,ＨＰ,三菱,ふそうスーパーグレート,2013年07月,"266,075 Km",QKG-FP54VDR,6R10,制動装置,２０１９年２月,ＥＢＳバルブの不良により、エア漏れする。
127,2019年04月18日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,３２０ｉ,2009年10月,"170,000 Km",ABA-VR20,N46B20B,緩衝装置,２か月前,左後輪から異音が出始めたため、点検を受けたところ、ロアアームのタイヤ側のボルトが折損しており、アームが浮いたような状態になっていると判明した。
128,2019年04月18日,埼玉,ＨＰ,ニッサン,セレナ,2012年05月,"83,672 Km",DBA-FNC26,MR20,電気装置,２０１９年４月８日,一般道路を走行中、突然異音がして暫く走行すると衝撃音がして安全な所に停車後、エンジンが停止し、再始動しなくなった。エンジンルームを開けてみるとオルタネーターのシャフト部分が欠損し、プーリー部分とベルトが欠落していた。
129,2019年04月18日,愛知,ＨＰ,フィアット,５００,2015年03月,"34,000 Km",ABA-31209,312A2,動力伝達,２０１９年４月３日,のぼり坂に差し掛かった時、突然ギアがニュートラルになり、メーターパネルに警告と思われる表示が出て、ギアが入らなくなった。
130,2019年04月18日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,不明,不明,DBA-JF1,S07A,エンジン,不明,走行中に、エンジン警告灯が点灯して加速しなくなった。
131,2019年04月18日,福井,ＨＰ,フォルクスワーゲン,アップ,2012年10月,"72,000 Km",DBA-AACHY,CHY,エンジン,２０１９年２月,走行中に突然エンジンがストップする。ＥＰＣランプやエンジンマークが点灯する。
132,2019年04月18日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2012年11月,"251,500 Km",DAA-ZVW30,2ZR-3JM,制動装置,２０１９年４月１２日,ブレーキアクチュエーターの不良により、高速道路を走行中に突然メーターに赤いランプが５つ点灯し、ピピピという警告音が鳴ってブレーキが効かなくなったため、エンジンブレーキで減速しつつ、最後はブレーキペダルを目一杯踏みながらパーキングボタンを使って避難帯へ停車した。
133,2019年04月18日,兵庫,電話,ダイハツ,ウェイク,2015年05月,"69,000 Km",DBA-LA700S,KF,制動装置,不明,車両旋回時にハンドルを切るとハンドルが重たい。確認したところ、フロントのブレーキローターおよびブレーキパッドが異常摩耗していた。
134,2019年04月18日,兵庫,ＨＰ,マツダ,ビアンテ,2009年07月,"61,000 Km",DBA-CCEFW,LF,電気装置,初年度から５年,始動後に、ＡＢＳ、ＤＳＣランプが点灯し、ｉ－ｓｔｏｐランプが点滅した。
135,2019年04月18日,兵庫,ＨＰ,ＵＤトラックス,クオン,2014年09月,"548,400 Km",QKG-CD5ZA,GH11,動力伝達,２０１８年１１月,ミッションが入らない。
136,2019年04月18日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィットハイブリッド,2014年09月,"22,600 Km",DAA-GP5,LEB-H1,電気装置,不明,走行中に、全ての電源が落ちた。その後、アクセルを踏み込んでも加速しない症状が出たことが有り、不具合を診断するため、ディーラーでコンピューターを接続したところ、車両のコンピューターがフリーズしてしまった。
137,2019年04月18日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2017年02月,不明,DBA-VM4,FB16,走行装置,２０１９年３月中旬,身に覚えのないホイールの凹みにより、タイヤがパンクした。メーカーに製品欠陥の疑いがある旨を申し出たが、受け付けられなかった。
138,2019年04月18日,奈良,ＨＰ,トヨタ,エスクァイア,2018年10月,"6,000 Km",DAA-ZWR80G,2ZR-5JM,動力伝達,２０１９年４月７日,一般道路にてアクセルペダルを踏み込み発進時に、前方及び前輪足回り付近からコツコツと言う振動異音が発生する。
139,2019年04月18日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ムーヴ,2013年05月,"68,300 Km",DBA-LA100S,KF,エンジン,２０１８年１０月,カウルルーバーの止水処理不足でプーリなどにさびが出ている。
140,2019年04月18日,長崎,ＨＰ,三菱,パジェロ,2011年03月,"186,667 Km",LDA-V98W,4M41,燃料装置,２０１８年１２月１６日,前日まで普通に動いていたのに、エンジンがかからなくなった。
141,2019年04月17日,新潟,ＨＰ,トヨタ,アルファード,2010年10月,"126,200 Km",DBA-ANH20E,2AZ,車枠・車体,２０１７年７月,パールホワイト塗装の車で、天井、ボンネット等に突然塗装の剥がれや水泡状の浮き上がりが発生した。
142,2019年04月17日,石川,ＨＰ,三菱,ふそうファイター,2014年03月,"350,000 Km",TKG-FK64F,6M60,エンジン,２０１８年４月,高速にてエア漏れが発生した。冷却水の減りも多い。
143,2019年04月17日,東京,ＨＰ,トヨタ,アルファードＶ,2005年03月,"81,321 Km",CBA-ANH15W,2AZ,エンジン,２０１９年２月２３日,シリンダヘッドカバーガスケットの交換のため、カバーを外したところ、鋳造時の不良と思われる穴と変形が見つかった。
144,2019年04月17日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ポロ,不明,不明,不明,不明,動力伝達,２０１９年４月１５日,Ｄドライブで信号待ちすると発進できなくなった。
145,2019年04月17日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2016年09月,不明,DAA-ZVW50,2ZR-1NM,電動機(モーター),３年で数回,一時停止後、アクセルペダルを踏んでもすぐに発進しない。
146,2019年04月17日,兵庫,ＨＰ,ホンダ,オデッセイ,2012年11月,"59,410 Km",DBA-RB3,K24A,かじ取り,２０１９年４月,走行中にＥＰＳの警告ランプが点灯し、パワーステアリングが効かなくなったため、ハンドル操作が困難になった。
147,2019年04月17日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,トール,2017年03月,不明,DBA-M900S,1KR,かじ取り,半年前から,ハンドルを左右に操作するとキュッキュッと異音がでる。
148,2019年04月17日,滋賀,ＨＰ,ホンダ,ＶＥＺＥＬハイブリッド,2015年03月,"42,100 Km",DAA-RU4,LEB-H1,エンジン,２０１５年購入当初から,一旦停止から発進の際、アクセルペダルを踏んでも体感で２秒くらい、反応が遅れる。
149,2019年04月17日,香川,ＨＰ,スバル,フォレスター,2013年06月,"69,000 Km",DBA-SJ5,FB20,緩衝装置,２０１９年１月６日,高速道路で右前輪がガタガタガタと振動し、ステアリングハンドルも振動するようになった。
150,2019年04月17日,徳島,ＨＰ,ダイハツ,ムーヴ,2014年05月,"45,300 Km",DBA-LA100S,KF,エンジン,２０１９年頃から,点検時、オイル漏れが発見された。
151,2019年04月16日,石川,ＨＰ,三菱,ふそうファイター,2013年09月,"350,000 Km",TKG-FK64F,6M60,エンジン,２０１８年２月,ガスケット破損により、エアードライヤー等が故障した。
152,2019年04月16日,東京,ＨＰ,トヨタ,エスティマハイブリッド,2008年11月,"188,000 Km",DAA-AHR20W,2AZ-2JM-2FM,エンジン,２０１９年４月１４日,高速道路を走行中、カタカタと言う音が発生し、オイル異常の警告が出た。
153,2019年04月16日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,エルフ,2014年12月,"130,000 Km",TRG-NMR85AN,4JJ1,走行装置,２０１９年３月,点検整備して車検を受けてから２ヶ月ほどして、右前輪のボルトが２本脱落していたことに気がついた。
154,2019年04月16日,埼玉,電話,スズキ,ワゴンＲ,2003年08月,"100,000 Km",TA-MC22S,K6A,制動装置,数年前,ブレーキペダルを踏み込んだ際のブレーキの効きが悪いことがある。特にエンジンかけ始めに発生し、一度踏むと元に戻る。過去に下りの坂道でブレーキペダルを踏んだが効きが悪かったこともある。
155,2019年04月16日,栃木,ＨＰ,ルノー,カングー,2014年07月,"69,200 Km",ABA-KWH5F,H5F,動力伝達,２０１９年４月１０日,クラッチのプッシュロッドが折損したため、一般道を走行中に、ギアチェンジをしようとクラッチペダルを踏んだ際にペダルが床まで踏みぬけ、クラッチ操作が出来なくなった。
156,2019年04月16日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ポロ,2011年11月,"26,000 Km",DBA-6RCBZ,CBZ,動力伝達,２０１９年４月８日,ＤＳＧのメカトロニクスの不良により、アクセルペダルを踏んでもエンジンが吹けなくなった。
157,2019年04月16日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｂ１８０,2012年06月,"33,000 Km",DBA-246242,270,電気装置,２０１９年４月,後部右側の方向指示器、制動灯が点灯しなくなった。整備工場で確認したところ、ウィンカー・ブレーキランプのカプラーやハーネスなどが溶けていて、配線がむき出しになっていた。
158,2019年04月16日,三重,電話,三菱,ふそうキャンター,2001年03月,"70,000 Km",GE-FB510B,4G63,エンジン,２０１９年４月８日,クランクシャフトのプーリーのボルトが破損した。
159,2019年04月16日,兵庫,ＨＰ,ニッサン,クリッパー,2005年02月,"118,300 Km",GBD-U72V,3G83,乗車装置,２０１９年１月,エアバックランプが点滅した。
160,2019年04月16日,和歌山,ＨＰ,ダイハツ,ハイゼット,2008年07月,"70,000 Km",EBD-S211P,KF,エンジン,エンジン,エンジンオイルの消費が激しく、約３０００ｋｍ走行でレベルゲージ「Ｌ」にまで減る。
161,2019年04月16日,福岡,ＨＰ,ニッサン,ノート,2014年09月,"60,000 Km",DBA-E12,HR12,車枠・車体,新車購入後２年頃から,ボンネット（エンジンカバー）外装塗装のみ、淡色化（白化）した。
162,2019年04月16日,福岡,ＨＰ,スズキ,キャリイ,2017年09月,"9,000 Km",EBD-DA16T,R06A,制動装置,新車時から,サイドブレーキを勾配２５度から３０度位で動作させても効かない。（サイドブレーキレバーを最大に引いても効かない）
163,2019年04月16日,福岡,ＨＰ,スズキ,キャリイ,2017年09月,"9,000 Km",EBD-DA16T,R06A,エンジン,新車時から毎回,冷間時、毎回エンジンが不規則に振動する。
164,2019年04月16日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィットハイブリッド,2013年12月,"66,600 Km",DAA-GP5,LEB-H1,エンジン,２０１９年４月,エンジンかからない。車両停止状態からエンジンがかからない事象が何度か発生する。時間を空けると再始動することもある。
165,2019年04月15日,北海道,ＨＰ,トヨタ,ヴェルファイアハイブリッド,2012年05月,"45,000 Km",DAA-ATH20W,2AZ-2JM-2FM,車枠・車体,２０１９年４月,ルーフパネルの塗装が剥がれた。
166,2019年04月15日,新潟,ＨＰ,ルノー,メガーヌ,2019年01月,"3,600 Km",ABA-KBH5F,H5F,保安灯火,購入時から,フロントガラス下部のゆがみにより、左前方視界がゆがむ。
167,2019年04月15日,東京,ＨＰ,スバル,フォレスター,2014年04月,"23,000 Km",DBA-SJ5,FB20,制動装置,２０１８年１２月,マスターバック（倍力装置）の気密漏れにより、ブレーキペダルが踏みこめず、エンジンがかけられなくなった。
168,2019年04月15日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ゴルフ,2014年05月,"39,600 Km",DBA-AUCPT,CPT,動力伝達,２０１９年４月,ＣＰＵ診断で、シフトＰポジションエラーが出た。
169,2019年04月15日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,Ｘ３,2015年03月,"44,000 Km",LDA-WY20,N47D20C,排ｶﾞｽ･騒音,２０１９年４月８日,排気管の継ぎ目から黒いシミが飛び散っており、排気漏れしている様子がある。
170,2019年04月15日,愛知,ＨＰ,ホンダ,フィットハイブリッド,2014年01月,"33,300 Km",DAA-GP5,LEB-H1,動力伝達,主に寒冷時、アイドリング中,クラッチ内部部品の不良により、金属音の様なキリキリ音が頻繁に発生する。
171,2019年04月15日,静岡,電話,フォルクスワーゲン,ゴルフＧＴＩ,2011年08月,"93,400 Km",ABA-6RCAV,CAV,動力伝達,２０１９年４月,交通事故でぶつけられた後、トランスミッション故障で動かなくなった。
172,2019年04月15日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＶＥＺＥＬ,2015年03月,"20,500 Km",DBA-RU2,L15B,電気装置,購入６か月後から,走行中、他車に道を譲ってもらった際にサンキューハザードを行ったところ、突然車両の電源の全てが落ちてしまい、車両が停止した。再始動は出来ているが、同じ症状が１～２年毎に再発している。
173,2019年04月15日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フリードスパイク,不明,"100,000 Km",DBA-GB3,L15A,電気装置,２０１９年４月１０日,イリジウムプラグ装着車で、４本中１つに固着、２つにゆるみがでたため、ＡＢＳ・マフラー加熱の警告灯が点灯した。
174,2019年04月15日,福井,ＨＰ,ニッサン,セレナ,2012年04月,"54,000 Km",DBA-FC26,MR20,電気装置,２０１８年９月頃,オルタネーターから異音が発生した。
175,2019年04月15日,福井,ﾌﾘｰﾀﾞｲｱﾙ,三菱,アウトランダーＰＨＥＶ,不明,不明,DLA-GG2W,4B11-S61-Y61,電動機(モーター),不明,駆動バッテリーが満充電になると、回生ブレーキが作動しなくなるため、エンジンブレーキが無い車になり、山岳路の下り坂をフットブレーキのみで降りなければならなくなる。
176,2019年04月15日,滋賀,ＨＰ,ダイハツ,タント,2014年11月,"15,900 Km",DBA-LA600S,KF,燃料装置,２０１９年３月２３日、２０１９年４月１３,高速道路走行時、突然車室内が強烈なガソリン臭で充満した。
177,2019年04月15日,山口,ＨＰ,ＢＭＷ,１１６ｉ,2015年05月,"45,000 Km",DBA-1A16,N13B16A,エンジン,２０１９年４月１４日、１５日,急に車体がガタガタと揺れてドライブトレーンの表示が出る。
178,2019年04月15日,香川,ＨＰ,小松メック,ＬＷ８０Ｍ１,1992年09月,"126,600 Km",L002,6D95L,動力伝達,年１回程度,走行中に静油圧変速機の電磁コイルが焼損し、トルクコンバータが働かないためスピードが出ない状態になることがあり、部品交換をしたが３～４回同じ現象が発生している。
179,2019年04月15日,高知,24時間電話,スズキ,アルトラパン,2008年03月,"37,800 Km",CBA-HE21S,K6A,エンジン,不明,運転を終え、エンジンキーを切ろうとしたところ、突然車が急発進し、高い車止めも乗り越えてフェンスに衝突した。
180,2019年04月15日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,キャリイ,2017年09月,"9,000 Km",EBD-DA16T,R06A,動力伝達,不明,２速ギアの入りが悪い。
181,2019年04月15日,熊本,電話,トヨタ,アルファード,2008年06月,"90,500 Km",DBA-GGH20W,2GR,車枠・車体,２０１９年４月１３日,ゴールドパール塗装の車で、運転席上部の塗装が剥がれた。
182,2019年04月15日,熊本,ＨＰ,フォルクスワーゲン,ゴルフＧＴＩ,2016年11月,"45,000 Km",ABA-AUCHH,CHH,エンジン,２０１６年より,オイルキャップからのオイルにじみが酷く、エンジン裏側の遮熱板にもオイルがかかっていた。ディーラーで清掃し、キャップを交換するが状況変わらない。
183,2019年04月14日,北海道,ＨＰ,ダイハツ,ムーヴ,2014年04月,"33,000 Km",DBA-LA110S,KF,制動装置,２０１４年４月２３日以降,ブレーキの遊びが深過ぎて、年数ごとに段々、制動距離が長くなっていった。
184,2019年04月14日,神奈川,ＨＰ,マツダ,ＣＸ－５　ＸＤ,2012年06月,"160,000 Km",LDA-KE2AW,SH,エンジン,２０１９年４月,赤信号で停車直前にアイドリングが不安定になり、エンスト寸前の状態になる。
185,2019年04月14日,埼玉,ＨＰ,スバル,インプレッサＷＲＸＳＴＩ,2013年02月,"86,531 Km",CBA-GVF,EJ25,エンジン,２０１９年４月５日,コンロッドメタル異常摩耗によるエンジンブローのため、走行中に突然エンジンから異音がし、エンジンが停止した。
186,2019年04月14日,埼玉,ＨＰ,ニッサン,セレナ,2014年08月,"97,664 Km",DAA-HFC26,MR20-SM23,保安灯火,２０１８年８月～２０１９年４月,ハイマウントストップランプが自然に真っ二つに割れていた。
187,2019年04月14日,埼玉,ＨＰ,スズキ,スペーシアカスタム,2019年03月,500 Km,DAA-MK53S,R06A-WA05A,その他,２０１９年４月５日,パッキンのゴムに異物が混入していたため、エアコンのガスが漏れ、冷房運転の際に送風口から温風が出た。
188,2019年04月14日,栃木,ＨＰ,マツダ,ＣＸ－３,2017年09月,"36,000 Km",LDA-DK5FW,S5,エンジン,２０１９年４月７日,国４１７２のリコール届出を済ませた車において、１００ｋｍ／ｈでオートクルーズ走行時にエンジン警告灯が点灯し、ハンチングが発生した。
189,2019年04月14日,福井,ＨＰ,トヨタ,アイシス,2009年03月,不明,DBA-ANM10,1AZ,燃料装置,２０１９年１月,フューエルデリバリーパイプより多量のガソリンが漏れた。
190,2019年04月14日,大阪,ＨＰ,トヨタ,カローラルミオン,2008年08月,"38,900 Km",DBA-NZE151N,1NZ,車枠・車体,２０１９年２月,フロントガラスのシーラー亀裂により、車内のバックミラー付近と前面両端部分の天井に雨がしみ、雨漏りしている。
191,2019年04月13日,東京,ＨＰ,スズキ,ワゴンＲ,2006年06月,"85,000 Km",CBA-MH21S,K6A,保安灯火,２０１４年頃から,ストップランプソケットの不良により、ストップランプが点かなくなった。
192,2019年04月13日,神奈川,ＨＰ,アウディ,Ａ３スポーツバック,2013年03月,"24,000 Km",DBA-8PCAX,CAX,動力伝達,２０１６年８月,走行中、停止状態から加速する際に、半クラッチのような状態となり、微振動が発生するととに、スムーズな加速が得られなくなった。
193,2019年04月13日,神奈川,ＨＰ,ホンダ,ＶＥＺＥＬ,2017年05月,"32,000 Km",DBA-RU1,L15B,車枠・車体,購入直後から,走行時のフロント側からの異音（コトコト）、凹凸時の異音（ゴトゴト）、路面から直接的に不快な異音がする。
194,2019年04月13日,神奈川,ＨＰ,ニッサン,サファリ,2006年05月,"170,000 Km",TA-WFGY61,TB48DE,その他,２０１５年ころ,燃料が減っても燃料計が下がらず、残量が判らない。燃料タンクのフロートセンサを交換したが、改善しなかった。
195,2019年04月13日,愛知,ＨＰ,スズキ,スペーシアカスタム,2014年08月,"56,000 Km",DBA-MK32S,R06A,エンジン,２０１７年頃,２５００～３０００回転の間だけエンジンルームからカリカリ音がする。それと同時期からアイドリングが３０００回転くらいまで上昇する時がある。
196,2019年04月13日,愛知,ＨＰ,キャデラック,ＣＴＳスポーツワゴン,2012年03月,"79,800 Km",ABA-X322C,2H,エンジン,２０１２年９月,エンジン始動後、キーシリンダーからキーが抜けなくなり、エンジン停止出来なくなった。
197,2019年04月13日,三重,ＨＰ,スバル,レヴォーグ,2017年01月,"36,500 Km",DBA-VMG,FA20,その他,２０１９年４月１３日,車載ジャッキにてタイヤローテーションをして収納しようとしたら、グニャッて曲がってしまっていて使い物にならなくなった。
198,2019年04月13日,京都,ＨＰ,スズキ,ワゴンＲ,2014年03月,不明,DBA-MH34S,R06A,緩衝装置,２０１９年３月,車検に通らないレベルのストラットのガタつきが発生した。
199,2019年04月13日,兵庫,ＨＰ,ホンダ,ＣＢ１３００スーパーフォア,2013年09月,"42,100 Km",EBL-SC54,SC54E,エンジン,２０１９年４月１３日,走行中に突然エンジンが停止する。
200,2019年04月12日,北海道,ＨＰ,フォルクスワーゲン,アップ,2018年06月,不明,ABA-AADKR,DKR,保安灯火,購入時より,車内からフロントガラス端部分で外を見ると、左右共景色が歪んで見える。走行時、ガードレール等が歪んで見えるため、左折時は距離感が掴みづらい。
201,2019年04月12日,北海道,ＨＰ,ニッサン,フェアレディＺ,2011年11月,"69,000 Km",CBA-Z34,VQ37HR,かじ取り,２０１９年４月,ステアリングロックの故障により、キーマークの警告灯が点灯してエンジンが始動しなくなった。
202,2019年04月12日,北海道,ＨＰ,フォルクスワーゲン,アップ,2018年06月,不明,ABA-AADKR,DKR,エンジン,２０１９年１月頃,エンジン始動後、ウォンウォンと周期的に異音がした。３分前後で音が止まる。
203,2019年04月12日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,エクストレイルハイブリッド,2017年03月,"20,000 Km",DAA-HT32,MR20-RM31,動力伝達,１万ｋｍ走るごとに発生,ハイブリッドモデルに２つあるミッションのうち１つから異音がする。
204,2019年04月12日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ルノー,ルーテシア,2008年02月,"41,800 Km",ABA-RK4M,K4M,緩衝装置,２０１１年、２０１６年、２０１９年,サスペンションスプリングが頻繁に折損する。
205,2019年04月12日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＶＥＺＥＬハイブリッド,2018年09月,不明,DAA-RU4,LEB-H1,乗車装置,不明,冬季になるとドアのゴムの隙間に入り込んだ水がドアヒンジに流れ、気温により凍結するため、ドアが開かなくなる。
206,2019年04月12日,新潟,ＨＰ,トヨタ,ランドクルーザープラド,2007年08月,"38,100 Km",CBA-TRJ120W,2TR,車枠・車体,２０１８年１０月,カラーコード０７０ホワイトパール塗装の車で、通常使用でルーフ、ボンネット、ドア部分等広範囲の塗装が剥がれた。
207,2019年04月12日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ＵＤトラックス,クオン,2013年06月,"400,000 Km",QKG-CW5XL,GH11,エンジン,２０１９年３月,ウォーターポンプの水圧で穴が開く。リキッドタンクのサブタンクに割れが起きた。
208,2019年04月12日,神奈川,ＨＰ,ホンダ,ＣＲーＶ,2007年03月,"75,800 Km",DBA-RE4,K24A,乗車装置,２０１８年１２月,ドアラッチの不良により、突然オートドアロックがかかり、鍵を閉じ込めてしまった。
209,2019年04月12日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2013年06月,"100,000 Km",DBA-JF1,S07A,動力伝達,不明,ＣＶＴ（無段変速機）からガラガラと異音が出るようになった。
210,2019年04月12日,千葉,ＨＰ,トヨタ,クラウン,不明,"43,000 Km",DBA-GRS180,4GR,車枠・車体,２０１６年,ダッジュボート全面が酷いひび割れをし、溶けた。
211,2019年04月12日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ３５０キャラバン,2012年08月,"140,000 Km",LDF-VW2E26,YD25,燃料装置,２０１９年３月２９日,インジェクションポンプの不良により、走行中にエンジンが停止し、パワーステアリングも効かなくなった。
212,2019年04月12日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ライフ,2008年03月,"53,600 Km",DBA-JB5,P07A,かじ取り,不明,ハンドルが重く、カーブ後の直進への戻りも悪い。
213,2019年04月12日,埼玉,24時間電話,ニッサン,セレナ,2012年08月,"57,501 Km",DAA-HFC26,MR20-SM23,動力伝達,２０１９年４月５日,ＣＶＴ（無段変速機）の不良により、走行中にフロント回りからもの凄い異音と共に前輪で物を踏んだ時のように前輪がジャンプし、ダッシュボードにある物が飛んでしまうほどのショックが有る。
214,2019年04月12日,埼玉,ＨＰ,ニッサン,エルグランド,2005年05月,"90,000 Km",CBA-MNE51,VQ25,保安灯火,２０１９年３月下旬,三列目のリアクウォーター窓のモーターの動作不良により、左右ともに開けたままの状態から閉まる事ができなくなった。左右ともに修理したが、３回目の開閉不良になった。
215,2019年04月12日,栃木,ＨＰ,クライスラー,グランドチェロキー,2012年02月,"54,277 Km",ABA-WK36A,G,エンジン,２０１９年３月２８日,走行中にエンジン警告灯が点灯した。信号での停車時に異常な振動があり、アクセルペダルを踏み込んでもスピードが上がらない時がある。
216,2019年04月12日,愛知,ＨＰ,トヨタ,ランドクルーザープラド,2007年09月,"113,300 Km",CBA-TRJ120W,2TR,車枠・車体,２０１８年８月,パールホワイト塗装の車で、手洗い洗車時にドアパネルの塗装が剥がれた。その後のルーフにも剥がれてきそうなひび割れを発見した。
217,2019年04月12日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,アプリリア,ＲＸ１２５,2019年03月,不明,RX125,不明,エンジン,不明,エンジンが頻繁にストールする。交差点で突然停止し、１０分位再始動が出来なくなったことも有る。
218,2019年04月12日,三重,ＨＰ,スバル,レヴォーグ,2015年09月,"34,344 Km",DBA-VM4,FB16,緩衝装置,２０１６年９月と２０１９年３月の２回,左前輪ダンパー不具合で発進時や徐行時に「カクッ」「ゴツッ」「ググッ」と異音が出る。
