番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
693,"2023年10月13日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2020/05","4AA-B35A","ｅＫ　ＳＰＡＣＥ","49,300 Km","BR06-SM21","制動装置","購入して間もないころから","一般道を走行中、前方に特段の異常が無いのにも関わらず衝突被害軽減ブレーキが作動し、急ブレーキがかかる。"
694,"2023年10月13日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2019/10","ABA-3HDJHF","アルテオン　２．０／２０６ｋＷ","23,200 Km","DJH","車枠・車体","２０２３年","パノラマスライディングルーフの外装トリムに亀裂が発生している。"
695,"2023年10月13日","神奈川県","ＨＰ","アウディ","2016/07","ABA-8VCJXL","アウディ　Ｓ３セダン","48,000 Km","CJX","燃料装置","２０２３年１０月９日、１１日","９月２９日に給油後、あまり乗らず駐車しておいたところ、１０月９日給油口のボディ開閉部の下部から外にガソリンが多量に流れた跡と右後輪の後ろ半分部分に直径６０ｃｍ位のガソリンの溜まりが出来ていた。２日後も後輪の後ろに５～６ｃｍの染みが出来ていた。給油口を開けて量を確認し、暖機運転をしてからエンジンを止めて給油蓋を開けたらガソリンがブシューと音と共に噴き出てきた。"
696,"2023年10月13日","千葉県","ＨＰ","フォルクスワーゲン","2019/06","ABA-3CCHH","パサートセダン２．０／１６２ｋＷ","23,000 Km","CHH","乗車装置","２０２３年１０月８日","運転席側ドアハンドルパネルが割れた。"
697,"2023年10月13日","長野県","ＨＰ","ニッサン","2011/01","DBA-ML21S","ルークス","132,924 Km","K6A","緩衝装置","２０２３年１０月","フロントよりギコギコと音がするようになり整備工場に診てもらったところ、フロント右側ストラットスプリングが折れていると診断され、交換した。"
698,"2023年10月13日","千葉県","ＨＰ","フォルクスワーゲン","2014/09","DBA-AUCHP","ＶＷゴルフヴァリアント１．４／１０３ｋＷ","55,000 Km","CHP","動力伝達","２０２３年８月","アイドリング時、エンジンの振動が異常に大きい。エンジン始動時にガツンとショックがある。加速時に動力伝達不良や異音がある。"
699,"2023年10月13日","千葉県","ＨＰ","フォルクスワーゲン","2014/09","DBA-AUCHP","ＶＷゴルフヴァリアント１．４／１０３ｋＷ","55,000 Km","CHP","保安灯火","２０１８年頃","走行中、ドアミラーが揺れていることに気付き、停車して確認したところ、ドアミラーの鏡面が剥離して脱落した。応急処置的に両面テープで固定した。"
700,"2023年10月13日","千葉県","ＨＰ","フォルクスワーゲン","2014/09","DBA-AUCHP","ＶＷゴルフヴァリアント１．４／１０３ｋＷ","55,000 Km","CHP","エンジン","２０１４年９月～現在まで","エンジン始動後、少し移動してエンジンが暖まらないうちにエンジン停止すると、次のエンジン始動時にＥＰＣ警告エラーが生じてエンジン始動出来なくなる。"
701,"2023年10月13日","千葉県","ＨＰ","フォルクスワーゲン","2014/09","DBA-AUCHP","ＶＷゴルフヴァリアント１．４／１０３ｋＷ","55,000 Km","CHP","保安灯火","２０１６年頃から","ヘッドライトレンズのハードコートに微細なクラックが無数に生じて透明性が低下することによりヘッドライトの輝度が低下してしまった。"
702,"2023年10月13日","大阪府","電話","ハマナ","2014/06","HST112DLT","トレーラ","","","制動装置","","ＡＢＳモジュレーターのリレーバルブ内に残圧が残り、ブレーキが引きずった状態となり車両火災に至った。"
703,"2023年10月12日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ポルシェ","2023/09","3BA-982PA","７１８　Ｃａｙｍａｎ　スタイルエディション","","DNY","車枠・車体","","タッチセンサーでボンネットやトランクが開く装置付きの車で、洗車の水や雨滴がセンサーに触れるとボンネットやトランクが必要もないのに開いてしまう。"
704,"2023年10月12日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ポルシェ","2023/09","3BA-982PA","７１８　Ｃａｙｍａｎ　スタイルエディション","","DNY","保安灯火","購入直後から","雨天時、ヘッドライトが結露する。ディーラーに相談すると「走行すれば解消できる」と、結露したまま状態で公道を走行するように指示される。"
705,"2023年10月12日","石川県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2023/09","6AA-MXWH60","プリウス","","M20A-1VM","車枠・車体","","フロントガラスにダッシュボードが反射して映り込み、白濁状態になる。"
706,"2023年10月12日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2016/12","DAA-ZVW51","プリウス","120,000 Km","2ZR-1NM","動力伝達","１年くらい前から","走行中にブレーキをかけたところ、カリカリと異音が出るようになった。ディーラーへ相談した結果、左前輪のドライブシャフトからの異音だと診断された。"
707,"2023年10月12日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","レクサス","","6AA-AXZH10","ＥＳ３００ｈ","","A25A-3NM","その他","","バックモニターの投影映像がおかしく、実際の車両との前後感覚が合っていない。カーナビのルート案内が不正確で、森の中で崖っぷちを走行する様な案内をされた。"
708,"2023年10月12日","千葉県","ＨＰ","ダイハツ","2006/01","ABA-M312S","ブーンＸ４","760,000 Km","KJ-VET","エンジン","２０１５年２月頃","エンジンが壊れ、ヘッドガスケット交換になった。"
709,"2023年10月12日","沖縄県","ＨＰ","ＢＭＷ","2015/11","ZAA-1Z00","ＢＭＷ　ｉ３","45,000 Km","P250","動力伝達","","走行中に突然ドライブトレーンの表示が出て停車した。"
710,"2023年10月12日","静岡県","ＨＰ","ホンダ","2021/07","5BD-JJ1","Ｎ－ＶＡＮ","13,572 Km","S07B","エンジン","２０２３年９月２９日","時速６０ｋｍ／ｈ前後で走行中前触れもなくエンジン音が高くなりエンジン回転数が急激に７０００ｒｐｍ近くに上昇、その直後ディスプレイに〈トランスミッション点検〉の警告灯が警報音と同時に表示され点滅、またギアセレクトポジション表示灯も点滅した。安全な場所に車を停止し、エンジンを停止し再度スタートしたら、エンジンが始動すると同時にディスプレイに上記の表示に加えて立て続けに複数の運転支援システム点検警告灯がループで点滅表示された。安全を確認して車を走行させたところ、運転支援システムがすべてダウンした。"
711,"2023年10月12日","静岡県","ＨＰ","マツダ","2015/06","LDA-DK5FW","ＣＸ－３","74,304 Km","S5","緩衝装置","２０２１年８月頃","リヤサスペンションのショックアブソーバ外筒が、左右輪ともその上部のインシュレータゴムから脱落し、走行中にカタカタと打音を発生するようになった。"
712,"2023年10月12日","新潟県","ＨＰ","フォルクスワーゲン","","3AA-CDDFY","ゴルフ　１．５／１１０ｋＷ","","DFY-4450","制動装置","不明","ブレーキペダルを一定の踏力で踏み続けた状態を保ち、減速しながら走行するとき、時速３０ｋｍ／ｈ付近でごく短時間制動力が失われ、その直後急激に復旧することがある。このことにより制動距離が意図せず伸びる。"
713,"2023年10月12日","滋賀県","ＨＰ","スズキ","2019/03","3BA-JB74W","ジムニー","47,000 Km","K15B","保安灯火","２年前（２０２１年）","洗車中にガラスと接着面に気泡を発見した。気泡は徐々に拡大している。"
714,"2023年10月12日","滋賀県","電話","ホンダ","","6AA-FL4","シビック","","LFC-H4","保安灯火","","前面ガラスの下方がゆがんでいるためか、左側の白線や縁石が蛇のようにゆがんで見える。"
715,"2023年10月11日","奈良県","電話","三菱","2015/04","TKG-FBA50","ふそうキャンター","132,400 Km","4P10","エンジン","２０２３年１０月","走行中にエンストした。レッカー移動してディーラーに持って行ったところ、タイミングチェーンが切れているためピストンとバルブが接触しバルブが潰れていると言われた。"
716,"2023年10月11日","千葉県","電話","スズキ","2022/11","4AA-MK53S","スペーシアギア","15,000 Km","R06A-WA05A","走行装置","２０２３年６月５日","購入して半年程度で純正タイヤにもかかわらず、コンビニの駐車場に止めて戻ったところ、右前のタイヤのみパンクしていた。ディーラーに持って行ったところタイヤ側面にスジが入っていて使用不可、どこから空気が漏れてパンクしたかは原因不明と言われた。"
717,"2023年10月11日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","6BA-JF3","Ｎ－ＢＯＸ","","S07B","保安灯火","","後席ガラス開閉時、ガタガタと音がして開閉出来なくなった。"
718,"2023年10月11日","栃木県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/01","DBA-JF3","Ｎ－ＢＯＸ","40,900 Km","S07B","保安灯火","","後席のウインドウガラスのレギュレーター取り付け部が破損し、窓が落ちてしまった。"
719,"2023年10月11日","愛知県","ＨＰ","トヨタ","2017/10","QDF-KDH201V","レジアスエース","259,600 Km","1KD","排ｶﾞｽ･騒音","２０２３年１０月３日","車検整備時、ＥＧＲバルブ付近に排ガスが飛び散った形跡があり、ＥＧＲバルブのパイプに穴が開いていると確認された。"
720,"2023年10月11日","富山県","ＨＰ","ホンダ","2015/12","DBA-JF1","Ｎ　ＢＯＸ","74,000 Km","S07A","エンジン","２年ほど前から現在まで","信号待ちでエンジンストップする。たびたびエンジンチェックランプが点灯し、たまに横すべりランプも点灯する。イグニッションコイルとプラグを交換したが解消しない。"
721,"2023年10月10日","秋田県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2020/02","6BA-JH4","Ｎ－ＷＧＮ","","S07B","かじ取り","","ステアリングの位置が低く、身長１７１ｃｍの運転者が乗車し、ハンドル位置を調整すると、適切な位置に調整しきれず、メーターにハンドルがかかってしまい、視認不良になる。"
722,"2023年10月10日","山梨県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2015/09","DAA-HNT32","エクストレイル","43,000 Km","MR20-RM31","動力伝達","","車両購入から３年以内に、トランスミッションから異音が発生し、交換をした。修理から１～２年後、山道走行時にエンジン回転がガクンと落ちて失速する症状や、道路の種類を問わず、走行中にガクガクする症状が出るようになった。ディーラーに相談したところ、トランスミッション不良と診断された。"
723,"2023年10月10日","神奈川県","ＨＰ","ニッサン","2016/04","DBA-E12","ノート","35,000 Km","HR12","エンジン","２０２３年１０月１日","直線の上り坂を走行中、アクセルペダルを踏み込んだところ異音がし、エンジンが停止した。再始動してもすぐ停止し、走行不能となった。ディーラーで確認したところ、スーパーチャージャーに空気を流入するエアインレットの接合部の破断と診断され、エアインレットチューブを交換した。"
724,"2023年10月10日","愛媛県","ＨＰ","いすゞ","2017/09","TPG-NPR85YN","エルフ","319,400 Km","4JJ1","エンジン","２０１７年１０月","坂道を継続して走行すると水温計が上がる。かなりの減速をしないと水温計が下がらない。そのまま走行を続けると水温計がレッドゾーンを振り切りそうになりオーバーヒート寸前にまで至る。"
725,"2023年10月10日","千葉県","ＨＰ","マツダ","2022/12","3CA-KH3R3P","ＣＸ－６０","10,119 Km","T3-MR","燃料装置","２０２３年９月２日","メータパネルに異常表示とともに、エンジンから異常振動及び音が発生した。その直後、スピードが４０ｋｍ／ｈ程度までしか出なくなった。ディーラーで確認したところ、４番シリンダーのインジェクター不良と診断された。"
726,"2023年10月10日","千葉県","ＨＰ","マツダ","2022/12","3CA-KH3R3P","ＣＸ－６０","11,266 Km","T3-MR","その他","２０２３年１０月９日","マツダ・レーダー・クルーズ・コントロール　（ＭＲＣＣ）を使用して運転中、前方車が停止したため、自車も減速開始したものの前方車に近づいたところで再加速したため、自分でブレーキを踏んだ。"
727,"2023年10月10日","香川県","ＨＰ","スバル","2004/11","CBA-BLE","レガシィ","125,700 Km","EZ30","保安灯火","２０２１年１２月１日以前","バック灯が点かない。"
728,"2023年10月10日","山口県","ＨＰ","トヨタ","2023/06","3BA-TRH219W","ハイエース","4,400 Km","2TR","車枠・車体","２０２３年９月","一般道路を走行中、突然異音が車内に鳴り響いた。バックミラーで後方を確認するとスペアタイヤが脱落していた。"
729,"2023年10月10日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2016/05","DBA-117942","ＣＬＡ１８０　ＳＢ","33,600 Km","270","制動装置","２０２３年１０月８日","山道を運転中に突然電気系統のランプが複数点灯し、その後ブレーキペダルを踏んでもちょっとしか効かないような状態でブレーキが効かなくなった。ディーラーにレッカー搬送して確認を受けたところ、サブバッテリーの故障と診断された。メインバッテリーが正常なのにサブバッテリーがダメになると一気にブレーキ能力に影響を及ぼすシステムになっている上、そのサブバッテリーについて、点検や定期点検等の指定はされてなく管理のしようがない。"
730,"2023年10月09日","岡山県","ＨＰ","ルノー","2019/09","ABA-DFM5P","アルピーヌ　Ａ１１０","11,500 Km","M5P","その他","２０２３年８月","エアコンが効かなくなった。ディーラーで確認したところ、エバポレーターが壊れており、ディストリビューションユニットの交換が必要になると見積もられた。"
731,"2023年10月09日","長野県","ＨＰ","ダイハツ","2022/10","3BD-S510P","ハイゼット","13,225 Km","KF","エンジン","","ラジエーターランプが点灯してエンジンの調子が悪くなった。"
732,"2023年10月09日","千葉県","ＨＰ","スズキ","","DBA-MH21S","ワゴンＲ","40,100 Km","K6A","緩衝装置","２０２２年２月、２０２３年９月頃","ステアリングをいっぱいまで切ると足周りからカタカタと異音が出る。"
733,"2023年10月09日","三重県","ＨＰ","ニッサン","2016/02","DAA-HFC26","セレナ","101,819 Km","MR20-SM23","動力伝達","２０２３年１０月８日","交差点での左折時にガクガクガクと振動し車が進まなくなった。"
734,"2023年10月09日","千葉県","ＨＰ","ニッサン","1989/01","K10","マーチスーパーターボ","120,000 Km","MA09ETT","エンジン","１９９３年５月頃","エンジンオイル漏れが酷かった。"
735,"2023年10月09日","千葉県","ＨＰ","ダイハツ","","GF-M122S","ストーリアＸ４","130,000 Km","JC-DET","エンジン","２００６年８月頃","エンジンのピストンが溶けた。"
736,"2023年10月09日","滋賀県","ＨＰ","マツダ","2017/03","DBA-KF5P","ＣＸ－５","78,000 Km","PY","乗車装置","２０２２年１１月と２０２３年１０月","左右後席のシートベルトが巻戻らなくなった。"
737,"2023年10月09日","富山県","ＨＰ","スバル","2017/06","DBA-GT7","ＸＶ","71,806 Km","FB20","保安灯火","２０２３年１０月７日","メーターパネルに「ヘッドランプシステム点検」「販売店で点検を受けてください」の２つの警告表示あり。自車を確認するとヘッドランプ左側のＬＥＤが消灯していた。ディーラーで確認したところ、ヘッドランプユニットの交換と見積もられた。"
738,"2023年10月09日","沖縄県","ＨＰ","三菱","2023/09","5LA-GL3W","エクリプス　クロス","50 Km","4B12-S61-Y61","車枠・車体","納車時点","おおよそ速度９０ｋｍ／ｈを超えて走行時に車線変更をすると、車線変更した後に「カタン」という異音が車体から聞こえる。"
739,"2023年10月08日","愛媛県","ＨＰ","ホンダ","2013/12","DBA-JF1","Ｎ－ＢＯＸ","92,300 Km","S07A","保安灯火","２０２３年１０月７日","高速走行中、フロントガラスの辺りから異音が発生している。"
740,"2023年10月08日","東京都","ＨＰ","ホンダ","","2BK-KF47","ＰＣＸ１６０","22,000 Km","KF47E","かじ取り","おそらく購入から１年後、２０２２年頃","整備工場で、「ハンドルに通常では起きないぐらつきがあり、走行上危険を伴う可能性がある。」との指摘を受け、詳しく確認してもらったところ、ハンドルを車体と接続するクッションラバーの材質・品質不良によりクッションラバーがずれてハンドルホルダーがぐらつくものと診断された。"
741,"2023年10月08日","兵庫県","ＨＰ","ジープ","2023/02","7BA-WL36LA","グランド　チェロキーＬ","2,417 Km","G","保安灯火","購入時から","サラウンドビュー（自車を空から見たように表示する機能）の表示が右方向に約５０度ずれているため、周囲の車や壁との距離を誤認しやすい。"
742,"2023年10月08日","静岡県","ＨＰ","ニッサン","2014/06","DBA-ZV37","スカイライン","96,000 Km","274930","エンジン","２０２３年３月","走行時、アイドリングストップランプ点灯後、エンジン始動時に異音がする様になり、その後エンジンチェックランプが点灯し不動になった。"
743,"2023年10月07日","千葉県","ＨＰ","ニッサン","2013/12","DAA-HFC26","セレナ","105,000 Km","MR20-SM23","保安灯火","２０２１年１２月","ぶつけていないのにリヤハイマウントストップランプが中央からきれいに真っ二つに割れていた！"
744,"2023年10月07日","宮城県","ＨＰ","ニッサン","2016/03","DAA-HFC26","セレナ","82,000 Km","MR20-SM23","動力伝達","２０２３年９月","一般道走行中、アクセルペダルを踏むとハンドル、車体が大きなガタガタという音が出てスピードが出せない状態になった。ディーラーで確認した結果、ＣＶＴ本体を丸々交換しないと直らないと言われた。"
745,"2023年10月06日","福井県","ﾌﾘｰﾀﾞｲｱﾙ","その他","2023/07","-","ＰＸｉＤ－Ｆ２－１０００","","","その他","２０２３年１０月","オドメーターが突然リセットされ、走行距離がゼロになった。"
746,"2023年10月06日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2016/08","DBA-NSP130","ヴィッツ","26,800 Km","1NR","その他","２０２３年１０月","カメラの故障により、ＬＤＡ、プリクラッシュセーフティ、ヘッドランプシステム故障の警告灯が点灯した。"
747,"2023年10月06日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2016/08","DBA-NSP130","ヴィッツ","26,800 Km","1NR","車枠・車体","２０２３年１０月","赤色塗装の車で塗装が剥がれた。"
748,"2023年10月06日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2013/11","DAA-NKE165G","カローラ　フィールダー","","1NZ-1LM","その他","","セキュリティが解除できなくなった。"
749,"2023年10月06日","群馬県","ＨＰ","マツダ","2017/05","3DA-KF2P","ＣＸ－５","60,300 Km","SH","乗車装置","２０２１年","リアのシートベルトを使用したら戻らなくなってしまった。"
750,"2023年10月06日","岩手県","ＨＰ","ニッサン","2016/03","DBA-FNPC26","セレナ","63,350 Km","MR20","動力伝達","２０２３年９月１４日","走行中にうなる様な異音がする。ディーラーでトランスミッション内部のベアリングが不具合を起こして異音が発生していると言われ、トランスミッションＡｓｓｙ交換の見積もりが提示された。"
751,"2023年10月06日","長野県","ＨＰ","プジョー","2016/10","ABA-T9WHN02","３０８","57,800 Km","HN02","燃料装置","２０２３年８月","満タンに給油後、下り坂の終わりの信号で停止した際、エンストのような感じでエンジンが低くブルンブルンとなり、エンジンが停止しそうになった。その後、短い上り坂の先にある踏切の手前で停止した際、今度は完全にエンジンが止まってしまった。ディーラーで確認を受けたところ、燃料逆流が確認され、逆流した燃料によってエンジンが掛からなくなっており、燃料タンクおよびチャコールキャニスター不良が原因のため、交換が必要と診断された。"
752,"2023年10月05日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2014/09","DBA-HA35S","アルト","56,000 Km","R06A","制動装置","２０２３年９月","エンジン始動後すぐ、交差点でブレーキペダルの踏み応えが固くて踏み込みきれず、止まりきれなかった。その後エンジンをかけ直して普通に使えるようになった。"
753,"2023年10月05日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ジープ","2018/03","ABA-M624","コンパス","29,600 Km","B","その他","","純正のカーナビにおいて画面に気泡が生じて浮いて来るようになった。その後、状態が悪化して勝手に画面を連打しているような誤作動が発生するようになったため、シートヒーターが勝手にオンになったり、エアコンの温度や風量が変わってしまう不要作動が起きるようになった。"
754,"2023年10月05日","大分県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2020/12","3BA-HA36S","アルト","","R06A","エンジン","購入してしばらくの間","走行中のエンストが頻発した。ディーラーでスロットルと燃料ポンプを交換して、安定するようになった。"
755,"2023年10月05日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2023/06","6AA-MXWH60","プリウス","","M20A-1VM","電動機(モーター)","購入当初から","一度エンジンを止め、再始動した後などの場面でアクセル操作をしても車が動かない、動き出しても著しく加速が悪い。"
756,"2023年10月05日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2018/03","DBA-L675S","ミラ　ココア","28,600 Km","KF","制動装置","２０２３年７月６日","駐車状態からバックで坂道を上がろうとしたとき、ハンドルが重たくなった。一度車を停車させようとしてギアをＤに変え、ブレーキをかけたが車が止まらず、坂道を車が流れてしまい、左にある樹木に衝突して停止した。"
757,"2023年10月05日","京都府","ＨＰ","メルセデス・ベンツ","2014/05","DBA-246242","Ｂ１８０","40,400 Km","270","動力伝達","２０２３年９月２０日","信号停止後、再発進しようとブレーキペダルを放した際にシフトチェンジ出来ない表示が出て、ギアがニュートラルになり、動かせなくなった。一度エンジンを再始動させたところ、症状が消えて走行は出来た。ディーラーで確認したところ、バッテリーが弱っているという診断で交換を行った。"
758,"2023年10月05日","富山県","ＨＰ","トヨタ","2011/08","DAA-ZVW30","プリウス","163,600 Km","2ZR-3JM","エンジン","２０２３年９月","高速道路走行時に、アクセルペダルを踏み込んでも速度が上がらなくなった。なんとか路肩に停めエンジンオンオフを繰り返したら始動した。"
759,"2023年10月05日","愛知県","ＨＰ","三菱","","4AA-B38A","デリカミニ","","BR06-SM21","その他","２０２３年７月","純正オプションのドラレコで、ＳＤカードが挿入されているのに「ＳＤカードを挿入してください」とエラーが頻発する。"
760,"2023年10月05日","千葉県","ＨＰ","スズキ","2003/01","TA-HN22S","Ｋｅｉ","139,700 Km","K6A","かじ取り","以前から","パワステコンピューターのアース不具合により重ステになる。"
761,"2023年10月05日","群馬県","ＨＰ","ホンダ","2014/08","DAA-GP5","フィット","80,900 Km","LEB-H1","動力伝達","２０２３年９月","幹線道路を通常走行時、ＡＴ油温警告が出て、通常走行できない状態となり近くのガソリンスタンドに止めた。翌日レッカー車で修理工場に運び、確認を受けたところ、ＤＤＣのオイル漏れであり、ＤＤＣの交換が必要と診断された。"
762,"2023年10月05日","滋賀県","ＨＰ","マツダ","2017/04","LDA-KF2P","ＣＸ－５","49,900 Km","SH","乗車装置","２０２３年９月２６日","後部両側座席のシートベルトが伸び切った状態のまま戻らなくなってしまった。"
763,"2023年10月05日","長野県","ＨＰ","ルノー","2018/09","ABA-BBM5P","メガーヌ","45,000 Km","M5P","保安灯火","２０２３年９月","右デイタイムライトの不点灯を確認したため、自身でユニット分解したところ、デイタイムＬＥＤが燃えた跡があり、ライトユニットも溶けて焼け焦げた状態でＢＢ１０５４４４－Ｂ基板のＬＥＤがライトユニット（光チューブ部分）と接触して燃えていた。"
764,"2023年10月04日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2018/02","ZAA-ZE1","リーフ","37,200 Km","EM57","電動機(モーター)","","走行中に「不具合が生じた。次回、起動できません。」というメッセージがでた。帰宅は出来、ディーラーに入庫して確認したところ、「駆動バッテリーにおいて４８個あるうち６個くらいのセルが破損している。４０００回くらい急速充電している履歴があるので、それが原因ではないか。」と診断された。"
765,"2023年10月04日","徳島県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2021/10","3BA-JB74W","ジムニー","","K15B","エンジン","","出発して登坂を走行した際に、カタカタと異音が発生した。それ以降も、エンジンに負荷がかかると異音が出る症状が続いている。（当該車両はＭＴ車であるが、ギア選択ミスのノッキングとは違う）"
766,"2023年10月04日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2018/11","DBA-117946","ＣＬＡ２５０　４ＭＡＴＩＣ　ＳＢ","8,000 Km","270M20","かじ取り","２０２３年９月３０日","走行中にパワーステアリング故障との警告が出てパワーステアリングが効かなくなった。"
767,"2023年10月04日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/10","DBA-JF4","Ｎ－ＢＯＸ","28,000 Km","S07B","燃料装置","","走行中にエンジンが止まり、再始動不能になった。確認したところ、燃料ポンプがロックしていた。"
768,"2023年10月04日","和歌山県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2014/06","DAA-HFC26","セレナ","170,000 Km","MR20-SM23","動力伝達","２０２２年４月","２月に一回くらい走行中、急にＣＶＴがシフトアップしないため、速度が上がらない状態になったり、週に１回くらい停車中から、アクセルを踏んでも回転が上がるまでに時間がかかりなかなか発進しない時がある。"
769,"2023年10月04日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2003/01","TA-HN22S","Ｋｅｉ","139,700 Km","K6A","保安灯火","以前から","ブレーキランプが頻繁に切れる。"
770,"2023年10月04日","愛知県","ＨＰ","スバル","2014/11","DBA-VAG","ＷＲＸ　Ｓ４","60,596 Km","FA20","エンジン","２０２３年１０月３１日","ディーラーで点検した際、オイルコントロールソレイドバルブに接続されているエンジンハーネス内がオイルまみれになっていることが判明し、ＥＣＵが故障する恐れがあると診断された。"
771,"2023年10月04日","千葉県","ＨＰ","ニッサン","2013/12","DAA-HFC26","セレナ","105,000 Km","MR20-SM23","車枠・車体","２０２１年９月","ブリリアントホワイトパール色で２０２１年９月頃から現在までで屋根２箇所、フロントガラス上部、左右スライドドアレールあたりの塗装が剥がれ、リヤハッチの左右ダンパーあたりは塗装が溶けて下地がみえている。"
772,"2023年10月03日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2021/06","4BA-SK5","フォレスター","","CB18","排ｶﾞｽ･騒音","２０２３年９月３０日","国５１５３でＥＧＲに関わるリコールを済ませてある車で、ＥＧＲの不良により国道の真ん中でエンストした。"
773,"2023年10月03日","高知県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2020/02","DAA-GC27","セレナ","21,200 Km","MR20-SM24","電気装置","２０２３年９月","走行中にシステム故障の画面が出て、過熱マークのような警告がでた。"
774,"2023年10月03日","高知県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2020/02","DAA-GC27","セレナ","21,200 Km","MR20-SM24","制動装置","購入してすぐから","衝突被害軽減ブレーキが前方に異常が無い不必要な場面で作動し、急ブレーキがかかる。ディーラーで基板交換の対応を受けたが解消しておらず、当面の間、前面衝突被害軽減ブレーキのシステムをオフにする。という対応をされたところ、後方の衝突被害軽減ブレーキまで作動しなくなり、壁にぶつかった。"
775,"2023年10月03日","山梨県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2010/03","HBD-HA25V","アルト","64,000 Km","K6A","エンジン","","ファンベルトを新品に交換したが、１か月でベルト切れかけるほどまで異常摩耗をした。"
776,"2023年10月03日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ジャガー","2018/04","DBA-DF2XA","Ｅ－ＰＡＣＥ","35,300 Km","PT204","車枠・車体","２０２３年発見","大雨時に乗車したところ、運転席上部に水滴を確認した。雨漏りだと判断し、ディーラーで検査を依頼したところ、フロントガラス上部のシールが切れていると診断された。"
777,"2023年10月03日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","いすゞ","2014/05","SKG-FSR90S2","フォワード","378,667 Km","4HK1","エンジン","２０２３年９月２５日","走行中にエンジンから異音が発生するようになった。数日後にエンジンがかからなくなったため、レッカーで整備工場へ搬送し、確認を受けた結果、エンジンのアイドルギアのボルトが緩んでいると診断された。"
778,"2023年10月03日","大阪府","ＨＰ","アルファロメオ","2018/01","ABA-95220","ジュリア","19,000 Km","55273835","エンジン","２０２３年９月１８日","スタートボタンを押してもインパネは付くがエンジンがかからなくなった。スターターリレーにショックを与え応急始動した。その後スターターリレーを交換した。"
779,"2023年10月03日","徳島県","ＨＰ","ホンダ","2016/02","DBA-RP3","ステップワゴン","120,000 Km","L15B","その他","頻繁","マルチパーパスカメラが故障し、警告灯が表示される事象が頻発している。"
780,"2023年10月03日","埼玉県","ＨＰ","フォルクスワーゲン","2017/06","ABA-AUDJHF","ゴルフＲヴァリアント","55,900 Km","DJH","エンジン","２０２３年９月２５日","高速道路走行中に冷却水の警告が表示され、アラームが鳴動した。整備工場にてウォーターポンプ／サーモスタットの接合部からの漏れと診断された。"
781,"2023年10月03日","長野県","ＨＰ","スズキ","2004/10","DBA-MR31S","ハスラー","140,802 Km","R06A","緩衝装置","２０２３年１０月","車検に出したらフロント右側ストラットスプリングが折れていると言われて交換した。令和３年８月にもフロント左ストラットスプリングが折れていたので交換してもらっている。"
782,"2023年10月03日","岡山県","ＨＰ","ニッサン","2018/05","DAA-HFC27","セレナ","30,000 Km","HR12-EM57","制動装置","２０２３年９月","プロパイロット設定時、前の車が止まっても全くブレーキが効かず、突っ込んでいった。ＡＢＳが作動＋運転手がブレーキペダルを強く踏んだことで事故にはいたらなかった。"
