番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
110,2020年05月17日,福岡,ＨＰ,トヨタ,ランドクルーザープラド,2008年04月,"94,900 Km",CBA-TRJ120W,2TR,車枠・車体,２０１７年頃から,ホワイトパール塗装の車で、ドアやボンネットに傷等が発生していない部分であるにも関わらず、突然塗装が浮き上がり、ペリペリと剥がれ出して下地のグレーのが露出した。
111,2020年05月16日,神奈川,ＨＰ,ニッサン,セレナ,2011年09月,"49,802 Km",DBA-C26,MR20,電気装置,２０１９年４月,オルタネータープーリー部の破損により、高速道路走行中にエンストした。
112,2020年05月16日,埼玉,ＨＰ,スズキ,ワゴンＲ,2018年03月,不明,DAA-MH55S,R06A-WA05A,その他,２０１９年１１月,燃料メーターが２メモリ増えたり減ったりする。
113,2020年05月16日,茨城,ＨＰ,スバル,エクシーガ,2013年12月,"65,000 Km",DBA-YAM,FB25,制動装置,２０１９年１０月ごろ,ブレーキマスターバッグの気密漏れにより、ブレーキペダルを踏んでスタートスイッチを押すとき、ペダルが硬くなり踏み込めない。
114,2020年05月16日,茨城,ＨＰ,スバル,フォレスター,2012年11月,"28,500 Km",DBA-SJG,FA20,制動装置,２０１８年８月９日～２０１９年１月３１日,高速道路の上り坂や、急な長い坂道をターボを聞かせて走行後に、ブレーキが効かなくなる現象が時々発生するため、追突やコースアウトをしそうになる。
115,2020年05月16日,茨城,ＨＰ,メルセデス・ベンツ,Ｒ３５０,2006年04月,"110,979 Km",DBA-251065,272,車枠・車体,２０１８年１２月～,信号待ち中に突然、振動と異音が起きてエンジン警告灯が点いた。
116,2020年05月15日,福島,ＨＰ,ホンダ,Ｎ－ＢＯＸカスタムターボ,2014年06月,"37,562 Km",DBA-JF2,S07A,エンジン,２０２０年５月,窓を開けると綿あめのような匂いがしたため、ラジエター付近を見たところ、サーモケースの上が青くなっており、下にも垂れていた。警告灯等は作動していなかった。
117,2020年05月15日,東京,ＨＰ,ＢＭＷ,Ｘ３,2012年12月,"90,200 Km",DBA-WX20,N20B20A,燃料装置,２０１９年８月、２０２０年５月,燃料低圧ポンプの不具合により、ガソリンがたくさん残ってるにもかかわらず、燃料供給ができません。というメッセージがでて、エンジンが止まり、走行不能になった。
118,2020年05月15日,東京,ＨＰ,ニッサン,エクストレイル,2017年06月,"29,700 Km",DBA-NT32,MR20,エンジン,２０１８年から５回発生,エンジン始動直後、メーター内モニターにアイドリングストップ異常の表示が出てアイドリングストップの機能停止、アイドリングストップ操作のボタンが点灯した。
119,2020年05月15日,東京,ＨＰ,ニッサン,セレナ,2012年06月,"23,561 Km",DBA-FC26,MR20,動力伝達,２０２０年２月６日,走行中に突然アクセルが全開になり、ブレーキペダルを踏んでも止まらなかった。
120,2020年05月15日,東京,ＨＰ,ニッサン,エクストレイル,2017年06月,"29,700 Km",DBA-NT32,MR20,その他,２０２０年５月１１日,気温が２９度近くの日に、エアコンを作動させても、熱風しか出てこない。
121,2020年05月15日,東京,ＨＰ,ベントレー,フライングスパー,2014年03月,"43,911 Km",ABA-BECVA,CVA,燃料装置,２０２０年５月８日２０：００頃,自宅地下駐車場にて当該車両を移動しようとしたところ、エンジンがかからず、ガソリン臭がした。車両下を確認したところガソリンが漏れていた。
122,2020年05月15日,愛知,電話,スバル,レガシィ,2008年07月,"87,500 Km",DBA-BP9,EJ25,車枠・車体,購入して２，３ヶ月,新車で購入したが、２、３か月で室内にガスの臭いが入ってくるようになり、６ヶ月点検でディーラーに伝えたが、異常なしと言われた。アンモニアの臭いもしてくるようになった。
123,2020年05月15日,京都,ＨＰ,ダイハツ,ムーヴ,2012年09月,"75,000 Km",DBA-LA100S,KF,エンジン,買った時から,信号待ちで停車中、突然車体がガタガタと振動し始めた。この時、警告灯の点灯や、警告音は何も出なかった。
124,2020年05月15日,不明,電話,いすゞ,エルフ,2015年11月,"55,300 Km",TRG-NPR85AR,4JJ1,エンジン,購入から５年,オイルパンとシリンダーのパッキン破損により、エンジンオイルが漏れた。
125,2020年05月15日,不明,電話,トヨタ,ヴォクシー,不明,不明,不明,不明,動力伝達,不明,ＣＶＴの不具合により、エンジンが暖まるとバックギアに入れても後退しない。アクセルペダルを踏むと急発進のようになる。
126,2020年05月14日,長野,ＨＰ,いすゞ,ギガ,2011年12月,"194,398 Km",LKG-CXZ77AT,6UZ1,動力伝達,２０２０年４月２３日,積載状態で高速道路を走行していたところ、変速機の不良により走行不能になった。
127,2020年05月14日,埼玉,ＨＰ,トヨタ,タンドラ　クルーマックス,2017年02月,"4,227 Km",不明,3UR,制動装置,２０２０年４月２９日,前輪ブレーキのキャリパーブラケット部分に亀裂が確認された。
128,2020年05月13日,福島,ＨＰ,ニッサン,リーフ,2014年07月,"70,000 Km",ZAA-AZE0,EM57,制動装置,２０２０年３月２０日,ＶＤＣの破損により、走行中にブレーキが効かなくなり、止まらなくなった。
129,2020年05月13日,山形,ＨＰ,ダイハツ,テリオスキッド,不明,不明,ABA-J111G,不明,電気装置,２０２０年５月１１日,ガソリンスタンドでバッテリーを交換し、自宅まで３０分程走行して駐車場に停車後、バッテリー付近の配線から発火した。
130,2020年05月13日,群馬,ＨＰ,スズキ,ＤＲＺ－４００ＳＭ,2013年05月,"18,581 Km",BC-SK44A,K419,動力伝達,２０２０年５月９日,峠道を走行中に　ドライブスプロケットのカウンターシャフトが折れて外れ、スプロケットがフレームに噛み込みチェーンと共にロックしたため、ハイサイド状態になった。
131,2020年05月13日,兵庫,ＨＰ,スズキ,スカイウェイブ２５０,不明,不明,CJ44A,不明,エンジン,２０２０年２月頃,セカンダリースロットルアクチュエータの不具合により、走行中にＦＩランプが点灯し、加速不良が発生した。
132,2020年05月13日,岡山,24時間電話,三菱,ｅＫクロス,2019年08月,"1,000 Km",5AA-B34W,BR06-SM21,エンジン,２０２０年４月１６日発見,アイドリングストップが作動しない。
133,2020年05月13日,熊本,24時間電話,日野,プロフィア,2018年11月,"88,400 Km",2RG-FR1AHG,A09C,走行装置,不明,ホイールのエアバルブ部分に亀裂が入り、タイヤの空気圧が減る。
134,2020年05月12日,群馬,ＨＰ,トヨタ,アクア,2014年05月,"40,000 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２０年３月,左側テールランプに水が浸入しており、バックランプ部分まで水が溜まる。
135,2020年05月12日,大阪,電話,ニッサン,セレナ,2014年05月,"45,662 Km",DAA-HFC26,MR20-SM23,エンジン,２０２０年５月１０日,アクセルペダルを踏んだ時に、つっかえるような症状が発生していて、その後、運転中にオーバーヒートした。
136,2020年05月12日,岡山,24時間電話,マツダ,ＡＺ－ワゴン,2008年09月,"100,000 Km",DBA-MJ22S,K6A,エンジン,２０２０年５月１２日,エンジンがかからなくなった。
137,2020年05月11日,石川,ＨＰ,アウディ,Ａ６,不明,不明,DBA-4GCHVS,不明,動力伝達,２０２０年５月,ＤＳＧ（自動変速機）の不良により、走行中、メーターパネルにギア異常（但し、走行可能）の警告が表示され、　翌日運転を開始しようとした際、エンジンがかからず走行不能となった。
138,2020年05月11日,東京,ＨＰ,フォルクスワーゲン,ゴルフ　ＧＴＩ,2016年07月,"19,000 Km",ABA-AUCJX,CJX,制動装置,２０２０年４月１日,リアのサイドブレーキサーボモーターハウジングよりオイルが漏れた。
139,2020年05月11日,千葉,ＨＰ,ニッサン,セレナ,2018年04月,"15,000 Km",DAA-HFC27,HR12-EM57,車枠・車体,２０１８年１１月,ボディが頻繁に焼け溶ける。
140,2020年05月11日,茨城,24時間電話,その他,油温発生器,不明,不明,不明,不明,装置その他,１０日前,トヨタ・ポルテにエーネクスト社製の油温発生器を装着して使用していたところ、発煙して発火した。
141,2020年05月11日,愛知,電話,ニッサン,ＮＶ３５０キャラバン,2015年04月,"32,000 Km",CBA-KS2E26,QR25,制動装置,２０２０年４月２９日,家の前の坂道に駐車中だった車両のバックドアを閉めたところ、車両が勝手に動き出し、息子をひき、また、建物に衝突する事故が起きた。当該車両はブレーキ関するリコールは対策済みであった。
142,2020年05月11日,愛知,ＨＰ,スズキ,キャリイ,2005年02月,"67,600 Km",LE-DA63T,K6A,動力伝達,不明,デフのピニオンシャフトリコールで直したが、今度はベアリング辺りがゴロゴロしだした。
143,2020年05月11日,静岡,ＨＰ,アウディ,Ａ３,不明,不明,8VCJSF,不明,エンジン,２０２０年４月,サーモスタットハウジングからのクーラント漏れにより、エキゾースト警告が表示され、水温計の温度が上昇した。
144,2020年05月11日,京都,ＨＰ,フォルクスワーゲン,パサート,2012年12月,"55,827 Km",DBA-3CCAX,CAX,動力伝達,２０２０年５月７日,リバースセレクターフォークのボールスリーブ破損により、フォークが動かなくなったため、リバースギアにシフトしても車が全く後退しなくなった。
145,2020年05月10日,北海道,ＨＰ,アウディ,Ａ３　スポーツバック,2013年06月,"41,294 Km",DBA-8PCAX,CAX,動力伝達,２０２０年３月,トランスミッションのベアリングが砕け散ったため、全てのギアが入らず走行不能になった。ミッションの警告表示が光った。
146,2020年05月10日,山形,ＨＰ,ニッサン,ルークス,2012年03月,"74,700 Km",DBA-ML21S,K6A,かじ取り,２０２０年５月９日,ステアリングロックの不良により、エンジンが始動しない。
147,2020年05月10日,東京,ＨＰ,アウディ,Ｓ３　スポーツバック,2014年01月,"49,900 Km",ABA-8VCJXF,CJX,燃料装置,２０２０年３月,高圧燃料ポンプからの燃料漏れにより、アイドリングが不調になり、エンジンがかからなくなった。
148,2020年05月10日,神奈川,ＨＰ,ニッサン,ジューク,2012年09月,"66,000 Km",DBA-YF15,HR15,動力伝達,２０２０年５月３日,ＣＶＴの警告灯が点灯した。
149,2020年05月10日,茨城,ＨＰ,ホンダ,ステップワゴン,2020年03月,10 Km,6BA-RP4,L15B,車枠・車体,購入時から,生産時の建付け調整不足により、バックドアダンパーとテールレンズが接触していた。
150,2020年05月09日,北海道,ＨＰ,ニッサン,デイズ,2014年01月,"90,000 Km",DBA-B21W,3B20,保安灯火,２０２０年５月,助手席側ドアミラーが開閉しない。モーターだけが動いている。
151,2020年05月09日,富山,ＨＰ,トヨタ,ライズ,2020年01月,837 Km,5BA-A200A,1KR,エンジン,納車時,エンジンから異音が発生していた。
152,2020年05月09日,神奈川,ＨＰ,三菱,アイ,2006年08月,"76,000 Km",CBA-HA1W,3B20,動力伝達,２０１９年４月,高速道路を走行中、３速から４速に変速したときにギアがニュートラルになったように駆動が掛からなくなって空ぶかし状態が続き、変速インジケータが点滅した。
153,2020年05月09日,群馬,ＨＰ,ニッサン,セレナ,2013年09月,"87,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０１９年９月,オルタネーターの内部不良により、エンジンルーム内からのモーター音のような異音がする。
154,2020年05月09日,兵庫,ＨＰ,ホンダ,Ｎ－ＷＧＮ,2015年12月,"10,877 Km",DBA-JH1,S07A,エンジン,２０１９年３月５月１１月、２０２０年３月,エンジンの始動操作を行っても一度でエンジンがかからず、複数回操作をしないと始動しない。大通交差点や踏切でアイドリングストップし、ブレーキペダルから足を放しても再始動しない。
155,2020年05月08日,長野,ＨＰ,スズキ,エブリイ,2020年02月,"2,600 Km",EBD-DA17V,R06A,エンジン,購入後１ヶ月以内,ラジエーターファンが回りっぱなしになる。ファンが回っても水温は下がらず、エンジンを空ぶかしすると急激に水温が下がっていく。エンジン冷間時ハンチングを起こす。暖機後はほとんど気にならないレベルの振動になる。
156,2020年05月08日,千葉,ＨＰ,トヨタ,クラウン　ハイブリッド,2013年05月,"16,032 Km",DAA-AWS210,2AR-1KM,緩衝装置,車検時,フロントショックアブソーバーからのオイル漏れにより、保安基準不適合となった。
157,2020年05月08日,三重,ＨＰ,ニッサン,エルグランド,2011年08月,"113,210 Km",DBA-PE52,VQ35,かじ取り,２０２０年４月,パワーステアリングオイルが漏れて空になったため、突然ハンドル操作が重たくなった。
158,2020年05月08日,大阪,ＨＰ,三菱,ふそうスーパーグレート,2003年11月,"151,000 Km",KL-FU50JTZ,6M70,走行装置,２０２０年３月９日　１３時４０分ごろ,高速道路を走行中、左後ろからドンという音が出てタイヤが振れだし、火が出た。確認の結果、走行装置の後々軸アクスルハウジングの左側溶接部が割れ、タイヤがホイールドラム付きで外れかかったため、車両が振れだし、ドラムがブレーキライニングに擦れて火が出たと判った。
159,2020年05月08日,山口,ＨＰ,マツダ,アテンザワゴン,2015年07月,"54,000 Km",LDA-GJ2FW,SH,保安灯火,２０１７年１０月頃及び２０２０年５月,サイドミラー格納駆動用ギアが破損して、突然サイドミラーの開閉が出来なくなった。
160,2020年05月08日,福岡,ＨＰ,三菱,デリカＤ５,2013年02月,"81,500 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年２月頃,エキゾーストマニホールドから排気漏れするようになった。
161,2020年05月07日,北海道,ＨＰ,ルノー,メガーヌ　ルノー・スポール,2015年03月,"59,800 Km",ABA-DZF4R1,F4R,エンジン,２０２０年５月３日,スターター不良により、エンジンがかからなくなった。
162,2020年05月07日,愛知,ＨＰ,スバル,レガシィＢ４,2007年07月,"128,000 Km",CBA-BL5,EJ20,動力伝達,２０２０年４月２８日,一般道路を走行中の変速時に後ろから追突されたようなショックが発生し、同時にＡＴ　ＯＩＬ　ＴＥＭＰランプが点滅、トランスミッションシステム点検と表示される。
163,2020年05月07日,静岡,ＨＰ,ニッサン,キューブ,2012年10月,"29,000 Km",DBA-Z12,HR15,かじ取り,２０２０年５月５日,プッシュボタンを押してもエンジンが始動ができない。ステアリングロックが解除できない。キーランプのみ点灯する。ドアロック解除などは正常にできる。
164,2020年05月07日,兵庫,ＨＰ,ニッサン,セレナ,2017年02月,"22,000 Km",DAA-GC27,MR20-SM24,その他,２０２０年２月,ジャッキが標準で搭載されていない。
165,2020年05月07日,広島,ＨＰ,アウディ,Ａ３スポーツバック,2015年02月,"69,500 Km",DBA-8VCXS,CXS,動力伝達,２０２０年４月１９日,Ｓトロニック（自動変速機）搭載車で、メカトロニクス不良により一般道路に停止中に、トランスミッションが故障し、前進も後退もできなくなった。
166,2020年05月06日,岩手,ＨＰ,ニッサン,デイズルークス,2014年09月,"64,100 Km",DBA-B21A,3B20,保安灯火,２０２０年４月初め頃,車を停めてロックしようとしたら、モーターの動くような音はするのに、ドアミラーが閉まらなくなった。最初は開くことはあったが、そのうち開きも閉まりもしなくなった。
167,2020年05月06日,長野,ＨＰ,トヨタ,ブレビス２．５ｉ,2004年11月,"46,000 Km",TA-JCG15,1JZ,燃料装置,２０１９年１月９日,フューエル圧力センサーのエラー表示が出た。
168,2020年05月06日,東京,ＨＰ,ランドローバー,ディスカバリー２,2005年01月,"70,700 Km",GH-LT94A,94D,エンジン,２０１９年９月及び２０２０年２月,エンジン冷却水リザーブタンクが破損し、その度に交換するも再度同じ部品が破損を繰り返す。
169,2020年05月06日,神奈川,ＨＰ,メルセデス・ベンツ,Ｃ６３　ＡＭＧ,不明,"84,000 Km",CBA-204077,M156,エンジン,２０２０年４月,カムアジャスターの不良により、エンジン始動時にガラガラと異音が発生するようになった。
170,2020年05月06日,神奈川,ＨＰ,スズキ,ワゴンＲ,2014年09月,"82,400 Km",DAA-MH44S,R06A-WA04A,電気装置,２０１９年１２月,補助電源モジュール異常により、アイドリングストップシステムＯＦＦ表示灯が点滅してアイドリングストップ機能が停止した。
171,2020年05月05日,東京,ＨＰ,ポルシェ,パナメーラ,2012年04月,"41,000 Km",ABA-970M46,M46,乗車装置,２０２０年３月,運転席のドアロックが故障し、解除できなくなった。
172,2020年05月05日,東京,ＨＰ,三菱,デリカＤ５,2014年01月,"43,100 Km",DBA-CV5W,4B12,電気装置,２０２０年５月２日,ＥＴＡＣＳ（コンピューター）の不良により、駐車する際にパーキングに入れた途端、オーバーヒート警報、ＡＢＳ　ＯＦＦ、ＡＳＣ　ＯＦＦとメーター内表示と警報音が有り、エンジンをＯＦＦにしても表示が消えず、走行も低速走行がやっとの状態になった。
173,2020年05月05日,大阪,ＨＰ,フォルクスワーゲン,ゴルフトゥーラン,不明,"82,434 Km",DBA-1TCAV,CAV,エンジン,２０１９年１２月１９日,１番ピストンの破損により、運転中にエンジンチェックランプが点灯して加速しなくなり、排気管から著しい黒煙が出るようになった。
174,2020年05月05日,滋賀,ＨＰ,フォルクスワーゲン,ゴルフ　ＧＴＩ,2014年08月,"78,000 Km",ABA-AUCHH,CHH,保安灯火,２０２０年５月４日,一般道路を走行中、運転席側のサイドミラーの鏡が剥がれた。
175,2020年05月04日,岩手,ＨＰ,マツダ,ＣＸ－３,2016年11月,"45,000 Km",LDA-DK5AW,S5,電気装置,２０１９年１２月,夜、直線道路を走行中に内装照明やナビ、メータ類・ヘッドライトが１秒ほど落ちた。電源の復帰後、ＩＧ電源を入れたような動作（メーターやナビで確認）になり、通常動作に戻った。
176,2020年05月04日,栃木,24時間電話,フォード,エクスプローラー,2013年06月,"87,000 Km",ABA-1FMHK8,8,かじ取り,１か月前から,ステアリングが重たくなり、カーブでがくがくとなって、操作困難になった。
177,2020年05月04日,愛知,ＨＰ,ダイハツ,ハイゼットトラック,2008年07月,"47,800 Km",EBD-S201P,KF,車枠・車体,２０２０年４月中旬,３方開きの、チェーンを固定するボルトが緩み、溶接ナット板が外れて落下して無くなった。
178,2020年05月04日,愛知,ＨＰ,フォルクスワーゲン,ザ・ビートル,2015年06月,"51,688 Km",ABA-16CPL,CPL,保安灯火,２０２０年１月中旬,運転席のガラスを開けようとしてパワーウインドウの操作をしたら、ガラガラ異音が発生し、その後ガラスの開け閉めができなくなった。
179,2020年05月04日,大阪,24時間電話,マツダ,フレアワゴン,2018年04月,不明,DAA-MM53S,R06A-WA05A,動力伝達,２０１８年５月ごろ,ＣＶＴの不良により、発進時にエンジンがしゃくるような感じになった。
180,2020年05月04日,大阪,ＨＰ,ニッサン,デイズＸ,2019年01月,"10,583 Km",DBA-B21W,3B20,保安灯火,２０２０年５月,車を降りたときに助手席側のドアミラーが作動しない。
181,2020年05月04日,長崎,ＨＰ,ダイハツ,タント,2013年10月,"36,413 Km",DBA-LA600S,KF,乗車装置,２０２０年５月３日,助手席に座って、シートベルトを装着後、シートベルトを装着したまま下にあった傘を取ろうと前かがみしたところ、左側の固定部分が抜けて外れた。
182,2020年05月03日,宮城,ＨＰ,ボルボ,Ｖ６０,2011年08月,"49,000 Km",DBA-FB4164T,B4164T,動力伝達,２０２０年４月,一時停止しようとしたら、ミッションセイノウテイカの警告後、アクセルペダルを踏んでも動かなくなった。
183,2020年05月03日,秋田,ＨＰ,トヨタ,カムリ,2013年11月,"45,000 Km",DAA-AVV50,2AR-2JM,かじ取り,不明,車庫に出入りする際など、極低速でハンドルを切った状態で段差を超えたときに、ゴツンと異音がする。この時、ステアリングに感触が伝わってくる。
184,2020年05月03日,滋賀,24時間電話,メルセデス・ベンツ,Ｓ５００,2005年12月,"100,000 Km",DBA-221071,273,動力伝達,２０２０年５月３日,ギアがＤに入らず、動かなくなった。
185,2020年05月02日,北海道,ＨＰ,ニッサン,エクストレイルハイブリッド,2016年11月,"42,700 Km",DAA-HNT32,MR20-RM31,エンジン,２０１９年１月,走行中、停車中どちらの状況でもモーター駆動からエンジン駆動切替時ＣＶＴ付近でキュー音が発生する。ディーラーにてＣＶＴを外したところ、フライホイール自体がバラバラに破損して走行不能一歩手前の状態だった。
186,2020年05月02日,千葉,ＨＰ,ニッサン,デイズルークス,2016年03月,"31,450 Km",BDA-B21A,3B20,保安灯火,２０２０年５月２日,左サイドミラーの自動開閉がモーター音だけで開閉しない。
187,2020年05月02日,静岡,ＨＰ,トヨタ,ランドクルーザープラド,2005年10月,"67,000 Km",CBA-GRJ121W,1GR,車枠・車体,２０２０年５月,傷や接触による破損等の機械的ダメージは無いが、シールのようにボンネットの塗装が剥がれてきた。
188,2020年05月01日,新潟,ＨＰ,アウディ,Ａ１,2012年04月,"75,000 Km",DBA-8XCAX,CAX,動力伝達,２０２０年４月２９日,リコール届出番号　外２９１７と同じ、Ｓトロニック型自動変速機のメカトロニクスの故障により、走行不能になった。
189,2020年05月01日,東京,ＨＰ,マツダ,ＣＸ－３０,2020年03月,不明,3AA-DMFP,HF-MK,その他,２０２０年４月３日から毎日,最高速度標識表示機能による制限速度が、実際の道路の制限速度を大きく逸脱した表示がされる。
190,2020年05月01日,千葉,ＨＰ,トヨタ,８６,2012年11月,"67,758 Km",DBA-ZN6,FA20,動力伝達,２０２０年４月６日　１９時ごろ,一般道路を走行中、クラッチレリーズベアリングが破損したため、警告表示や警告音等の前ぶれがなく、突然クラッチペダルが踏み込まれたままになり、シフト操作によるギアチェンジが出来なくなった
191,2020年05月01日,群馬,24時間電話,アウディ,Ａ４,2010年01月,"47,500 Km",ABA-8KCDNF,CDN,動力伝達,２０２０年２月２７日,Ｓトロニックの不良により、走行中に警告灯が点灯した後、アクセル空ぶかし状態になり、路肩に停車したところ、再発進不能になった。
192,2020年05月01日,大阪,ＨＰ,ニッサンUK( 生産国： 英国),デュアリス　２．０Ｌ　　２０Ｓ,2007年05月,"84,000 Km",DBA-J10,MR20,エンジン,２０１９年５月、２０１９年１１月、２０２,ブレーキペダルを踏んだところエンジンも停止した。
