番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
106,2020年07月21日,愛知,電話,トヨタ,エスティマ,2004年03月,"170,000 Km",ZA-AHR10W,2AZ-1EM-1FM,制動装置,不明,ブレーキアクチュエーターが故障し、対策品と言われている部品に交換を行ったが、４年、約３万ｋｍの使用で故障した。
107,2020年07月21日,広島,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ｅＫワゴン,2014年11月,"35,000 Km",DBA-B11W,3B20,保安灯火,不明,助手席側のドアミラーが故障し、手動でも全く開かなくなった。
108,2020年07月21日,愛媛,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ハスラー,2016年04月,"67,000 Km",DAA-MR41S,R06A-WA04A,車枠・車体,不明,ウレタンのリアフェンダーがついている部分のボディに錆が発生し、穴が開いていた。
109,2020年07月21日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ハスクバーナモーターサイクルズ,ヴィットピレン７０１,2019年09月,不明,701SPUBV47,768,動力伝達,不明,クラッチレリーズシリンダーからフルードが漏れて、クラッチが切れなくなった。また、クラッチフルードがエンジン内部側に漏れるため、エンジンオイルも汚損した。
110,2020年07月21日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ハスクバーナモーターサイクルズ,ヴィットピレン７０１,2019年09月,不明,701SPUBV47,768,保安灯火,購入直後から,ヘッドライトが突然まったく点灯しなくなることがある。
111,2020年07月21日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,ハスクバーナモーターサイクルズ,ヴィットピレン７０１,2019年09月,不明,701SPUBV47,768,保安灯火,購入直後から,ヘッドライトが突然まったく点灯しなくなることがある。
112,2020年07月21日,佐賀,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,３１８ｉ,2005年02月,"30,000 Km",GH-AY20,N46B20A,車枠・車体,不明,運転席上部の内装が剥がれ、視界の邪魔になる状態になった。
113,2020年07月20日,北海道,ＨＰ,トヨタ,ノア,2014年11月,"70,500 Km",DBA-ZRR85W,3ZR,動力伝達,２０２０年７月４日,通常走行時、ＣＶＴから走行スピードと比例するように「ウィーン」という唸る音が鳴り始めた。
114,2020年07月20日,岩手,ＨＰ,メルセデス・ベンツ,Ａ１８０,2018年12月,"14,000 Km",5BA-177084,282,その他,２０２０年６月,直進で、アクセルを開けている時、左後輪が突然、一瞬ロックする。
115,2020年07月20日,新潟,ＨＰ,フォルクスワーゲン,ジェッタ,2010年07月,"70,000 Km",ABA-1KCAV,CAV,エンジン,不明,タイミングチェーンの伸びにより、バルブとピストンが衝突した。
116,2020年07月20日,東京,ＨＰ,トヨタ,プリウス,2007年09月,"80,000 Km",DAA-NHW20,1NZ-3CM,電動機(モーター),２０２０年７月８日,ＨＶバッテリのコネクタ周りを含め、基板が焼け焦げた。
117,2020年07月20日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,デイズ,2013年08月,"39,000 Km",DBA-B21W,3B20,保安灯火,２０２０年７月１９日,左ドアミラーが開閉不良になった。
118,2020年07月20日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2014年05月,"380,000 Km",TKG-FEB50,4P10,燃料装置,１日１回,インジェクターとサプライポンプの不具合により、頻繁にエンストする。
119,2020年07月20日,埼玉,ＨＰ,ダイハツ,ウェイク,2017年09月,"23,053 Km",DBA-LA710S,KF,車枠・車体,一年前,助手席の足元にあるエバポレーターとホースが繋がってるところ周辺にカバーがなく、引っ掛かったか、何かで割れて水漏れした。
120,2020年07月20日,埼玉,ＨＰ,フォード,エクスプローラー,不明,不明,ABA-1FM5KH,不明,動力伝達,２０２０年７月５日,１２ヶ月点検においてフロントドライブシャフトハーフブラケットの亀裂が発見された。
121,2020年07月20日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2014年04月,"300,000 Km",TKG-FEB50,4P10,燃料装置,１日１回,インジェクターとサプライポンプの不具合により、頻繁にエンストする。
122,2020年07月20日,群馬,ＨＰ,レクサス,ＬＳ４６０,2007年04月,"67,000 Km",DBA-USF40,1UR,燃料装置,２０２０年６月２１日,燃料パイプのネジの緩みにより燃料が漏れ、アイドリングが不安定になるとともに、エアコンの吹き出し口から異臭がした。
123,2020年07月20日,群馬,ＨＰ,ホンダ,フィットハイブリッド,2014年07月,"72,000 Km",DAA-GP5,LEB-H1,車枠・車体,２０２０年７月１９日,助手席側後席の足元に雨漏りが発生した。
124,2020年07月20日,静岡,ＨＰ,ニッサンＭＴ,マーチ,2010年08月,"68,600 Km",DBA-K13,HR12,動力伝達,２０２０年７月９日,ＣＶＴオイルクーラーの破損により、走行中、ＣＶＴの変速に異常が起こり、前進、後進時に加速しない、急加速するなど走行不能状態になった。
125,2020年07月20日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,ＴＴ,2011年12月,"42,000 Km",ABA-8JCESF,CES,保安灯火,最近,右折しようと右ウィンカーを出したが、左が点灯した。
126,2020年07月20日,大阪,24時間電話,メルセデス・ベンツ,Ｓ３００ｈ,2015年06月,"33,300 Km",LCA-222004,651-EM0007,排ｶﾞｽ･騒音,不明,ＮＯｘセンサーの不具合により、エンジントラブルマークが点灯した。
127,2020年07月20日,京都,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｓ４００,2014年03月,"90,800 Km",DAA-222057,276-21227,エンジン,不明,カムシャフトアジャスタの不具合で警告灯が点灯した。
128,2020年07月20日,兵庫,ＨＰ,トヨタ,８６,2017年06月,"48,500 Km",DBA-ZN6,FA20,エンジン,購入当初から,エンジン回転数３０００ｒｐｍ以内の領域でノッキングが恒常的に発生する。
129,2020年07月20日,鳥取,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,パレット,2011年01月,"98,200 Km",DBA-MK21S,K6A,動力伝達,不明,ＣＶＴの不具合により、１速と２速の間だけ大きな変速ショックが出る。
130,2020年07月20日,岡山,ﾌﾘｰﾀﾞｲｱﾙ,ＭＩＮＩ,ＭＩＮＩクーパー,2019年05月,"3,000 Km",LDA-XT20M,B47C20A,エンジン,２０１９年１０月、１２月，２０２０年１月,修理してもエンストを繰り返す。
131,2020年07月20日,高知,ＨＰ,ニッサン,エクストレイル,2014年03月,"35,000 Km",DBA-NT32,MR20,動力伝達,頻繁に,１０００～１５００ｒｐｍ付近で、ダダダと振動が突然発生する。アクセルペダルを踏み直すまで症状は収まらない。
132,2020年07月20日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ランドクルーザープラド,2015年11月,"47,000 Km",LDA-GDJ150W,1GD,排ｶﾞｽ･騒音,２０２０年７月１３日,アドブルーを補充するようにという警告灯点灯が、補充をしても点灯する。
133,2020年07月20日,大分,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ＮＶ１００クリッパー,2020年04月,"1,000 Km",HBD-DR17V,R06A,制動装置,購入後まもなく,雨天で緊急ブレーキの警告灯が点灯した。
134,2020年07月19日,東京,ＨＰ,ポルシェ,カイエンターボ,2012年08月,"32,143 Km",ABA-92AM48A,M48,制動装置,２０２０年７月,ブレーキペダルの戻り不良により、ブレーキが引きずり状態となり、走行中にブレーキから発煙した。
135,2020年07月19日,大阪,ＨＰ,マツダ,アクセラ,2017年02月,"11,300 Km",DBA-BM5FP,P5,保安灯火,２０２０年７月,自動格納ミラーが開閉途中で止まる。
136,2020年07月19日,兵庫,ＨＰ,メルセデス・ベンツ,Ｅ４００,2016年12月,"14,700 Km",RBA-213071,276,緩衝装置,２０２０年７月,朝、発進しようとするとメーターパネルに警告表示「車高が下がっています」と表示された。外に出て確認すると右前輪の車高が下がっていた。
137,2020年07月19日,兵庫,ＨＰ,メルセデス・ベンツ,Ｅ４００,2016年12月,"14,700 Km",RBA-213071,276,制動装置,２０１９年１２月頃,片道一車線の高速道路走行中に前後に何も車両や障害物がないのに自動ブレーキが誤作動し、急ブレーキがかかった
138,2020年07月19日,広島,ＨＰ,トヨタ,カローラルミオン,2008年12月,"120,700 Km",DBA-ZRE152N,2ZR,車枠・車体,２０２０年７月,左ルーフモールが脱落した。
139,2020年07月19日,福岡,ＨＰ,ニッサン,ルークス　ハイウェイスター,2011年10月,"66,900 Km",DBA-ML21S,K6A,かじ取り,２０２０年７月１７日,ステアリングロックユニットの故障により、鍵が近くに無い警告音、警告灯が鳴り、それからエンジンがかからなくなる。
140,2020年07月19日,福岡,ＨＰ,トヨタ,ランドクルーザープラド,2007年11月,"86,200 Km",CBA-TRJ120W,2TR,車枠・車体,２０１９年夏,ルーフトップの塗装がひび割れ始め、時間とともにぺりぺりと剥がれ落ちるようになった。時間とともに塗装剥がれ面積が拡大し、ボンネットや左右ドアの一部も似たような塗装剥がれが始まっている。
141,2020年07月18日,北海道,ＨＰ,マツダ,ＣＸ－８,2018年03月,"50,451 Km",3DA-KG2P,SH,その他,２０２０年１月２９日,シフトをＲに入れてもバックモニターが作動しない。
142,2020年07月18日,新潟,ＨＰ,スズキ,スイフトスポーツ,2014年03月,不明,CBA-ZC32S,M16A,車枠・車体,２０２０年７月初旬,リアのテールランプ下部にあるベンチレーターダクトに砂やごみが溜まり、防水能力が損なわれたため、後部座席から足元にかけて、室内に水漏れした。
143,2020年07月18日,神奈川,ＨＰ,スバル,レガシィ,2014年03月,"42,300 Km",DBA-BMM,FB25,保安灯火,２０２０年７月１６日,突然左ドアミラーの開閉が出来なくなった。
144,2020年07月18日,神奈川,ＨＰ,ルノー,キャプチャー,2015年07月,"22,801 Km",ABA-2RH5F,H5F,動力伝達,２０２０年７月,突然ＣＨＥＣＫ　ＡＵＴＯ　ＧＥＡＲ　ＢＯＸの表示が出て、沿道沿いの駐車場に車を停車。発進時にバックをするも、ギアがかからず後退出来なかった。
145,2020年07月18日,千葉,ＨＰ,ホンダ,フィット,2014年04月,"70,000 Km",DBA-GK3,L13B,エンジン,２０２０年７月１３日,信号停止でアイドリングストップ後、青信号になり発進しようとしたがエンジンが再始動せず、エンストした。
146,2020年07月18日,千葉,ＨＰ,メルセデス・ベンツ,Ｒ３５０,2013年10月,"62,000 Km",RBA-25105,276,エンジン,２０２０年７月,カム付近から漏れたオイルが毛細管現象によりハーネスを伝ってＥＣＵまで到達し、ＥＣＵ交換が必要になった。
147,2020年07月18日,愛知,ＨＰ,ニッサン,ノート,2018年03月,不明,DBA-E12,HR12,その他,２０１８年１２月,冷寒時、前方監視カメラのガラスがくもり、衝突警報などが効かなくなる。一時間経っても曇りが取れない。
148,2020年07月18日,兵庫,ＨＰ,スズキ,ワゴンＲ,2013年02月,"68,000 Km",DBA-MH34S,R06A,その他,２０１９年５月,エアコン使用時、エアコンコンプレッサーの電磁クラッチが作動すると「カラカラ」と大きな音がする。
149,2020年07月18日,兵庫,ＨＰ,三菱,ふそうキャンター,2015年07月,"115,650 Km",TKG-FEB80,4P10,動力伝達,不明,ＤＵＯＮＩＣ（自動変速機）搭載車で、メーターパネルにトランスミッションの警告灯が点灯して動かなくなった。取扱説明書に従い、マニュアルモードの操作を行ってみたところ、少し動いたが、再び警告灯が点灯し、全く動かなくなった。
150,2020年07月17日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,エクストレイル,2014年02月,"56,000 Km",DBA-NT32,MR20,動力伝達,不明,ＣＶＴの不具合により、４０～５０ｋｍ／ｈくらいで走行すると、異常な振動が出る。
151,2020年07月17日,宮城,ＨＰ,ニッサン,デイズルークス,2014年04月,"70,127 Km",DBA-B21A,3B20,保安灯火,２０２０年７月１６日朝,キーロックを解除した時、助手席側のミラーが開かなかった。
152,2020年07月17日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,スカイライン,1999年07月,"162,500 Km",GF-BNR34改,RB26,エンジン,２０２０年,アクセルペダルの土台のスポット溶接が剥がれてペダルがもげてしまい、足が挟まるような状態になった。
153,2020年07月17日,神奈川,ＨＰ,ニッサン,エクストレイル,2017年08月,"21,829 Km",DBA-T32,MR20,制動装置,２０２０年７月１４日,いつもはセンサーが作動し、警報が鳴るのに、バックセンサーが起動せず、ガードレールにぶつかった。その後、一般道を走行中には通行止の表示ともにガッガッガッと急ブレーキがかかり、前のめりになった。
154,2020年07月17日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,三菱,デリカＤ５,2018年08月,不明,DBA-CV5W,4B12,車枠・車体,不明,アームレストから異臭がするため、メーカーに検査を求めたところ、アミンが検出された。
155,2020年07月17日,千葉,ＨＰ,ＢＭＷ,３２０ｄツーリング　Ｍスポーツ,2015年07月,"39,000 Km",LDA-3D20,N47D20C,動力伝達,２０２０年４月ころより,信号待ちの間にトランスミッションが勝手にＤからＰにシフトすることがある。
156,2020年07月17日,愛知,ＨＰ,ニッサン,エルグランド,2012年02月,"33,000 Km",DBA-TE52,QR25,かじ取り,２０２０年７月１６日,低速走行時、パワーステアリングが効かず、ハンドルが重くなった。
157,2020年07月17日,岐阜,ＨＰ,トヨタ,ヴォクシー,2007年11月,"126,000 Km",DBA-ZRR70G,3ZR,燃料装置,２０２０年７月１７日,車体近くからガソリン臭く、給油時に特に臭いので給油口パイプを確認すると、給油口パイプが腐食して穴が開きそこからガソリンが漏れていた。
158,2020年07月17日,熊本,ＨＰ,スズキ,エブリイ,2019年10月,"6,500 Km",EBD-DA17V,R06A,エンジン,２０１９年６月６日,駐車場にいれるためにバックしていたところ、急激にエンジン回転が上がり、車が急加速したため、壁に接触した。
159,2020年07月17日,宮崎,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,リード１２５,2020年07月,不明,2BF-JF45,不明,車枠・車体,不明,ステップにゴムが装着されておらず、雨天に使用すると、靴が滑る。
160,2020年07月17日,沖縄,ＨＰ,ニッサン,セレナ,2008年01月,"97,000 Km",DBA-C25,MR20,燃料装置,２０２０年,発進時、停止時、デコボコの道などで、燃料タンクから異音がする。
161,2020年07月16日,宮城,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＡＺ－ワゴン,2010年07月,"90,300 Km",DBA-MJ23S,K6A,その他,不明,エアコンコンプレッサーのリコール措置済みの車両で、エアコンの故障が再発し、オイルが漏れた。
162,2020年07月16日,石川,ＨＰ,スズキ,ＭＲワゴン,2006年09月,"106,000 Km",DBA-MF22S,K6A,動力伝達,２０２０年３月,ロータリブレードカップリングの不良により、ハンドルをいっぱいに切って動くと異音がするようになった。
163,2020年07月16日,東京,ＨＰ,フォルクスワーゲン,パサートヴァリアント,2014年04月,"34,000 Km",DBA-3CCAX,CAX,電気装置,これまでに６回発生,スピードセンサーの故障により、タイヤ空気圧異常を知らせる警告、続いてＡＢＳやオートパーキングの不作動などの警告ランプ（６種ほど）が点灯し、アイドリングストップやＡＢＳ等が機能しなくなった。
164,2020年07月16日,東京,ＨＰ,マツダ,ＣＸ－３０,2020年03月,711 Km,5BA-DMEP,PE,制動装置,２０２０年６月１３日,悪天候の高速道路走行で、降雨により発生した水溜まり（推定水深２～３ｃｍ）に時速７０ｋｍで進入したところ、前輪に急激なブレーキがかかり、後輪が無制御のため後輪がスリップしてしまい、車両が左右に大きく挙動が乱れた。自動運転系は稼働させておらず、発生時にメーター内の警告はなかった。
165,2020年07月16日,神奈川,ＨＰ,スバル,レヴォーグ,2015年05月,"56,000 Km",DBA-VMG,FA20,制動装置,２０２０年６月,ブレーキ倍力装置の故障により、エンジン始動時にブレーキペダルが著しく重くなった。
166,2020年07月16日,茨城,ＨＰ,トヨタ,プリウス,2016年05月,"47,500 Km",DAA-ZVW51,2ZR-1NM,制動装置,不明,追突事故に遭い、その修理後から異常警報が頻繁に出る。度を越えると車が停止する。
167,2020年07月16日,茨城,ＨＰ,トヨタ,プリウス,2016年05月,"47,500 Km",DAA-ZVW51,2ZR-1NM,エンジン,不明,オートクルーズで走行中、メーターパネルに警告が出て、勝手にエンジンを止める。
168,2020年07月16日,三重,ﾌﾘｰﾀﾞｲｱﾙ,ニッサン,ルークス,2012年04月,"30,600 Km",DBA-ML21S,K6A,エンジン,２０２０年７月１６日,ステアリングロックの不具合により、エンジンがかからなくなった。
169,2020年07月16日,大阪,ＨＰ,スバル,ＸＶハイブリッド,2014年05月,"66,200 Km",DAA-GPE,FB20-MA1,制動装置,２０２０年６月,マスターバックの気密漏れにより、エンジン停止後、時間を開けるとエンジン始動時にブレーキペダルが極度に固くなるため、ペダルの踏み込みがゆるいとエンジンが始動できない。
170,2020年07月16日,広島,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,エルフ,2013年04月,"58,800 Km",SKG-NPR85YN,4JJ1,電気装置,２０２０年５月,ジェネレーターが過充電を起こすようになった。
171,2020年07月15日,新潟,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ソリオ,2012年02月,"101,820 Km",DBA-MA15S,K12B,かじ取り,不明,電動ステアリングロックの不良により、出先で突然エンジンがかけられなくなった。
172,2020年07月15日,東京,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ヴェルファイアハイブリッド,2012年03月,不明,DAA-ATH20W,2AZ-2JM-2FM,制動装置,不明,ブレーキアクチュエーターの不具合により、警告音が鳴るとともに、制動力が通常の半分以下になった。
173,2020年07月15日,千葉,ＨＰ,いすゞ,エルフ,2015年08月,"80,039 Km",TPG-NMR85N,4JJ1,動力伝達,２０２０年０５月１４日,エンジン始動後、Ａ／Ｔのチェンジレバーをドライブおよびリバースにいれてもミッションに繋がらず、走行が全く出来なくなった。
174,2020年07月15日,埼玉,ＨＰ,カワサキ,Ｎｉｎｊａ　Ｈ２　ＳＸ　ＳＥ,2018年12月,"6,900 Km",2BL-ZXT08A,ZXT00NE,エンジン,２０２０年７月,計器はすべて正常で、バッテリー電圧は正常であるにも関わらず、エンジンが始動しない。念のためジャンプしてもクランキングが弱い。
175,2020年07月15日,静岡,ＨＰ,ニッサン,ＮＶ３５０キャラバン,2015年03月,"77,000 Km",LDF-VW2E26,YD25,エンジン,２０１８年２月～,リザーブタンク内のラジエーター液が激減した。
176,2020年07月15日,静岡,ＨＰ,ニッサン,ＮＶ３５０キャラバン,2015年03月,"77,000 Km",LDF-VW2E26,YD25,エンジン,２０１８年２月～,エアダクトの部分からオイルが漏れた。
177,2020年07月15日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,パッソ,2007年05月,"23,000 Km",DBA-KGC10,1KR,かじ取り,２０２０年,走行中、ＥＰＳのマークが点灯し、ハンドルが重くなった。
178,2020年07月15日,奈良,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2016年06月,"20,300 Km",DAA-ZVW51,2ZR-1NM,保安灯火,購入から１か月たたないうちから,特定の気象条件でワイパーを動かすと、ゴンッという異音が出る。販売店で修理対応を繰り返しているが、すぐに再発する。
179,2020年07月15日,和歌山,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,２１８ｉＡｃｔｉｖｅＴｏｕｒｅｒ,2018年01月,"14,000 Km",DBA-2A15,B38A15A,燃料装置,不明,燃料計のプログラム不良により、燃料計での残量は４分の１程度、燃料が残っているように表示されていながら、実際には燃料が空になったため、交差点のど真ん中でエンジンが止まってしまった。
180,2020年07月15日,島根,ＨＰ,スバル,エクシーガ,2013年03月,"72,000 Km",DBA-YAM,FB25,制動装置,２０２０年７月,ブレーキマスターバックの気密不良により、ブレーキペダルが固く踏めなくなり、エンジンが始動できなくなった。
181,2020年07月15日,大分,ＨＰ,ニッサン,ノート,2009年07月,"111,600 Km",DBA-E11,HR15,動力伝達,２０２０年７月１５日,車検場の検査ラインでメーター検査完了後、排気ガス検査に移動しようとしたところ、スタートできず、係官に押してもらった。
182,2020年07月14日,青森,ＨＰ,ＵＤトラックス,クオン,2013年12月,"115,100 Km",QKG-CG5ZM,GH11,燃料装置,２０２０年７月６日（月）　８：００,燃料タンク底部より軽油が漏れた。
183,2020年07月14日,山形,ＨＰ,スバル,サンバー　ディアスワゴン,2008年03月,"100,000 Km",ABA-TW2,EN07,エンジン,２、３年前から現在に至るまで,セルモーターとフライホイールが噛み合わず、ギャーっと音が鳴り、エンジンがかからない時がある。
184,2020年07月14日,長野,ＨＰ,ニッサン,セレナ,2019年02月,"6,196 Km",DAA-GFC27,MR20-SM24,電気装置,不明,オルタネータの不良により、走行中に異音が発生した。
185,2020年07月14日,東京,ＨＰ,アウディ,Ｓ８　５．２,2008年01月,"65,000 Km",ABA-4EBSMF,BSM,燃料装置,２０１９年頃,エンジンルームにある高圧燃料ポンプより燃料漏れが見つかった。
186,2020年07月14日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,３３５ｉ,2009年06月,"55,200 Km",ABA-VB35,N54B30A,エンジン,２０２０年７月７日,パイプにほこりがつまり、コンピューターが水没したため、エンジンがかからなくなった。
187,2020年07月14日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ジムニー,不明,不明,3BA-JB64W,不明,制動装置,不明,坂で駐車ブレーキが勝手に解除されたため、車が下がって塀にぶつかっていた。
188,2020年07月14日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ハーレーダビッドソン,ストリートグライド,2012年08月,"12,500 Km",KBM,M,エンジン,２０２０年７月１２日,スロットルアクセルが吹けなくなって一定の速度になる。
189,2020年07月14日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,アウディ,ＳＱ２,不明,不明,3BA-GADNUF,不明,保安灯火,不明,右折でウィンカーを出そうとしたら、「右ウィンカーに故障です。乗らないでください」という表示が出て、ウィンカーが出ない。
190,2020年07月14日,千葉,ＨＰ,スバル,レガシィツーリングワゴン,2012年05月,"60,000 Km",DBA-BRM,FB25,制動装置,２０１７年頃より,ブレーキマスターバッグの負圧が維持されず、エンジン始動時にブレーキペダルを踏み込むのが困難なほど重くなる。
191,2020年07月14日,埼玉,ＨＰ,スバル,レヴォーグ,2014年07月,"26,000 Km",DBA-VM4,FB16,制動装置,２０１９年５頃,エンジン始動時ブレーキペダルが硬すぎてかけづらい。走行中はブレーキペダル踏むときゅんきゅん音がする。
192,2020年07月14日,埼玉,ＨＰ,トヨタ,クラウン　ＲＳ　Ａｄｖａｎｃｅ,2018年11月,"20,000 Km",6AA-AZSH20,A25A-1KM,車枠・車体,購入時から,高速道路やバイパス道路の合流時など、強くアクセルペダルを踏み込んだ際に異臭が発生する。
193,2020年07月14日,埼玉,ＨＰ,ニッサン,エクストレイル,2005年02月,"73,625 Km",UA-NT30,QR20,燃料装置,２０２０年７月,燃料タンクに給油するパイプからタンクまでのどこかの箇所からガソリンが漏れた。
194,2020年07月14日,群馬,ＨＰ,トヨタ,プリウス,2009年07月,"71,900 Km",DAA-ZVW30,2ZR-3JM,車枠・車体,２０２０年７月,ボンネットの塗装がはがれた。
195,2020年07月14日,栃木,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アイシス,2009年11月,"71,700 Km",DBA-ZGM11W,3ZR,車枠・車体,２０２０年７月,降雨後、車両を見ると、塗装が剥がれていた。
196,2020年07月14日,佐賀,電話,ＢＭＷ,ミニクロスオーバー,2014年12月,"44,700 Km",LDA-XD20F,N47C20A,エンジン,２０２０年２月,オルタネーターベルトテンショナーの不具合により、ベルト巻き込みとタイミングチェーン切れが発生した。
197,2020年07月13日,北海道,ＨＰ,マツダ,アテンザワゴン,2013年05月,"60,070 Km",LDA-GJ2FW,SH,電気装置,２０２０年７月１０日,走行中、アクセルペダルを踏むと異音が発生した。その後ボンっという音がし、充電システム異常のチェックランプが点灯し、さらに水温計異常のチェックランプが点灯した。車両を確認したところ、オルタネーターとプーリーの結合部が破損していた。
198,2020年07月13日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸカスタム,2016年03月,"20,400 Km",DBA-JF2,S07A,乗車装置,２０２０年７月１０日,電動スライドドアのワイヤーが切れたため、突然ドアが開かなくなった。
199,2020年07月13日,富山,ＨＰ,スバル,フォレスター,2014年03月,"50,000 Km",DBA-SJ5,FB20,制動装置,２０２０年６月,ブレーキマスターバッグの空気漏れにより、数時間停車すると、ブレーキペダルが固くなり、エンジンがかけられなくなる。
200,2020年07月13日,神奈川,ＨＰ,スバル,インプレッサスポーツ,2014年03月,"34,000 Km",DBA-GP6,FB20,制動装置,２０１６年１０月,バキュームブースターの不良により、駐車して数日後にエンジンを始動しようとすると、ブレーキペダルが異常に重く、相当強い力でブレーキペダルを踏まないと、エンジンが始動出来ない。
201,2020年07月13日,神奈川,ＨＰ,ボルボ,Ｖ６０,2013年05月,"85,200 Km",DBA-FB4164T,B4164T,動力伝達,２０１８年９月,ミッションが滑る感じがして、エンジン回転数だけが上がり、速度が出ない。バック時には、エンジンを吹かさないと車が動かない。トランスミッション　セイノウ　テイカのエラーが表示された。
202,2020年07月13日,埼玉,ＨＰ,ニッサン,エクストレイル,2014年05月,"56,282 Km",DBA-NT32,MR20,電気装置,２０２０年６月８日,オルタネーターから、ファンファンと異音がし、その後、音が酷くなり、信号待ちでエンストした。
203,2020年07月13日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシア,2019年12月,不明,DAA-MK53S,R06A-WA05A,動力伝達,２０２０年７月１１日,店舗の駐車場から発進する際、ゆっくりアクセルペダルを踏んで発進しようとしたところ、車が急加速をした。ブレーキをかけて止めようとしたが、勢いが衰えなかったため、店舗の大きな看板に衝突させて停車した。
204,2020年07月13日,山梨,ＨＰ,ニッサンＭＴ,マーチ,2011年11月,"23,300 Km",DBA-K13,HR12,乗車装置,本年５月ごろから,ガソリンスタンドで給油する際、ドアロックが勝手に閉まった。
205,2020年07月13日,岐阜,ＨＰ,三菱,デリカＤ５,2007年06月,"78,960 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,６月初旬,タービンからの異音で点検後に、タービンの不具合とエキゾーストマニフォールドからの排気漏れを確認した。
206,2020年07月13日,岐阜,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2015年09月,"110,900 Km",TPG-FBA00,4P10,排ｶﾞｽ･騒音,不明,ＤＰＦの不具合により、自動再生、手動再生共に使用不能となり、警告灯が点灯して、エンジン出力が制限される。ディーラーにて清掃修理を行うが、その後も何度も再発している。
207,2020年07月13日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ルノー,キャプチャー,2017年07月,不明,ABA-2RH5F1,H5F,保安灯火,購入後１年くらい,方向指示器が途中で消える。ディーラーで修理を繰り返していたところ、さらにクラクションも鳴らなくなった。
208,2020年07月13日,福岡,ＨＰ,トヨタ,クラウン,2013年02月,"100,879 Km",DBA-GRS210,4GR,緩衝装置,２０１９年２月,特に不具合の実感はないが、足回りの点検でいつも油漏れを指摘される。
209,2020年07月13日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうスーパーグレート,2015年07月,"850,000 Km",QPG-FU64VZ,6R10,エンジン,２０２０年７月,樹脂製オイルパンに亀裂が生じ、エンジンオイルが漏れるようになった。
210,2020年07月13日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうスーパーグレート,2019年04月,"60,000 Km",2PG-FS75HZ,6R20,制動装置,不明,全車輪のブレーキが引きずりを起こし、発煙した。
211,2020年07月12日,青森,ＨＰ,マツダ,デミオ,2015年03月,"85,000 Km",LDA-DJ5AS,S5,エンジン,２０２０年６月（４回目）,高速道路を９０ｋｍ／ｈ前後で走行中に、ガタガタ道を走ってるような走りになり、エンジン警告灯が点灯。その後、アクセルペダルを踏んでも速度があがらなくなった。ディーラーでインジェクターの交換をし、その数日後、一般道で走りだしたとき、ガタガタとタイヤがはずれそうな感じの走りになり、アクセルペダルを踏んでも速度があがらなかったりと不安定な走りになった。
