番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
65,2020年04月20日,北海道,ＨＰ,トヨタ,シエンタ,2018年11月,"28,000 Km",DBA-NCP175G,1NZ,車枠・車体,２０１９年４月～,カウルルーバーの防水が不十分であるため、エンジンルーム内に水が浸入し、オルタネーターが故障して走行不能となった。
66,2020年04月20日,北海道,ＨＰ,マツダ,ＣＸ－５,2015年06月,"38,600 Km",LDA-KE2AW,SH,制動装置,２０１９年夏頃,サイドブレーキスイッチが固着し、操作できなくなる。
67,2020年04月20日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スーパーキャリイ,2018年10月,不明,EBD-DA16T,R06A,車枠・車体,不明,厳寒期に、タイヤハウスの車室内側が凍結する。
68,2020年04月20日,岩手,ＨＰ,トヨタ,クラウン　ロイヤルサルーン,2008年06月,"63,000 Km",DBA-GRS202,3GR,制動装置,２０２０年４月,右後輪のブレーキキャリパースライドピンが固着した。
69,2020年04月20日,長野,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,ＧＬＣ２２０ｄ,2018年03月,不明,LDA-253305C,651,かじ取り,購入当初から,ハンドルを８～９割くらい切り込むと、タイヤに過剰な負荷がかかり、ゴゴゴッという異音が発生する。また、この影響で、前輪タイヤが６０００ｋｍ程の使用で車検に通らなくなるほどに異常摩耗する。
70,2020年04月20日,埼玉,ＨＰ,ホンダ,Ｎ－ＢＯＸカスタムターボ,2020年03月,150 Km,6BA-JF3,不明,車枠・車体,２０２０年３月,走行中、左側スライドドア開閉レバー付近からカタカタ音が出る。（ギャップのある路面は特に発生する）
71,2020年04月20日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ＸＶＳ９５０ＣＵ　ＢＯＬＴ,2016年12月,"12,900 Km",EBL-VN04J,N605E,車枠・車体,不明,８０ｋｍ／ｈくらいで走行中、バックミラーが激しく揺れるほどの異常な振動する。
72,2020年04月20日,岡山,24時間電話,トヨタ,アクア,2012年05月,"80,000 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２０年１月ごろ,左右のテールレンズ内に雨水が入り、テールレンズの３分の１くらいが水に浸っている。
73,2020年04月20日,福岡,ＨＰ,ホンダ,ライフ,不明,不明,DBA-JB5,不明,かじ取り,不明,ハンドルを切った後、手を放しても直進状態に戻らない。
74,2020年04月20日,長崎,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ハリアー,2016年03月,"23,840 Km",DBA-ZSU60W,3ZR,エンジン,去年２月頃,走行中に突然エンストをした。
75,2020年04月19日,大阪,ＨＰ,ニッサン,ノートｅＰＯＷＥＲ－Ｓ　ニスモ,2020年02月,"1,924 Km",DAA-HE12,HR12-EM57,車枠・車体,納車直後,一般道を走るとハンドルが左に取られ、高速道路では、ハンドルを右に切ってないと左へ大きく曲がっていく。
76,2020年04月19日,岡山,ＨＰ,トヨタ,プリウス,2009年11月,"150,315 Km",DAA-ZVW30,2ZR-3JM,かじ取り,２０２０年４月１７日,点検で入庫時、ステアリングインタミシャフトの不良によるハンドルのガタが指摘された。
77,2020年04月18日,群馬,ＨＰ,ＢＭＷ,ミニクーパーＳ,2005年11月,"117,000 Km",GH-RE16,W11B16A,動力伝達,２０２０年２月２８日,エンジン始動から１０分程度後の走行中、オートマチックのシフトアップやシフトダウンの時に「ガツン」や「ゴクン」の激しい衝撃ショックを受ける。アクセルペダル踏み込み一定にした状態で２速から３速、３速から４速に変わるときに「グワーン」とエンジン回転が勝手に吹け上がる。右折時、停止からアクセル踏み込んでもクラッチが滑っているような車両が走行しない。シフトレバーをＮからＤやＲに入れた時に「ガツン」と衝撃が起こる。
78,2020年04月18日,兵庫,ＨＰ,フォルクスワーゲン,ジェッタ,2010年03月,"66,350 Km",ABA-1KCAV,CAV,制動装置,２０２０年３月,ＡＢＳハイドロリックポンプモーター回路の故障により、ＡＢＳ、ＥＳＣが点灯し、サイドブレーキランプが点滅した。
79,2020年04月18日,兵庫,ＨＰ,ＢＭＷ,Ａｃｔｉｖｅ　ｈｙｂｒｉｄ　３,2012年12月,"60,000 Km",DAA-3F30,N55B30A,電動機(モーター),２０１７年１１月ごろと２０２０年２月,走行中に「ドライブトレーン」がメーターパネルに表示され、ハイブリッドシステムが停止する。走行の継続は可能だが、アクセルの反応が制限され、キックダウンなどは出来なくなり急な登り坂で加速、速度維持が困難になった。
80,2020年04月18日,熊本,ＨＰ,ニッサン,デイズ,2015年03月,"28,500 Km",DBA-B21W,3B20,保安灯火,２０２０年３月３０日,助手席側ドアミラーが電動で格納、開放しなくなった。
81,2020年04月17日,北海道,ＨＰ,フォルクスワーゲン,ポロ,2005年02月,"21,900 Km",GH-9NBKY,BKY,エンジン,２０１８年,走行中に突然車が止まろうとし、警告灯が光ったり、音が鳴る。
82,2020年04月17日,東京,ＨＰ,ボルボ,Ｓ６０,2011年07月,"116,200 Km",DBA-FB4164T,B4164T,動力伝達,２０２０年４月１７日,走行時にトランスミッションセイノウテイカの警告が表示され、ミッション抜けが発生し、走行不能になった。
83,2020年04月17日,埼玉,ＨＰ,フォルクスワーゲン,ポロ,2011年02月,"50,000 Km",DBA-6RCBZ,CBZ,エンジン,２０１８年ころ,タイミングチェーンの伸びにより、エンジン始動時にガラガラ音がする。
84,2020年04月17日,愛知,ＨＰ,三菱,パジェロミニ,2008年09月,"111,330 Km",ARA-H58A,4A30,動力伝達,２０２０年３月２０日,高速道料金所を出たところで何の前ぶれもなくエンジンが空転状態になり、走行不能となった。
85,2020年04月17日,静岡,ＨＰ,ボルボ,ＸＣ６０,2012年11月,"75,276 Km",CBA-DB4204TXC,B4204T,動力伝達,２０２０年２月から,走行中にギア抜けのようなショックがあり、その後１，３速に変速出来なくなった。
86,2020年04月17日,静岡,ＨＰ,スバル,ＸＶ,2012年12月,"79,700 Km",DPA-GP7,FB20,動力伝達,２０２０年２月１２日,シフトセレクターの接点不良により、鍵が抜けなくなった。
87,2020年04月17日,三重,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,エブリイ,2016年02月,"11,800 Km",EBD-DA17V,R06A,車枠・車体,購入して４～５年で発生する,後部ドアのハイルーフのつなぎ目の溶接部にサビが発生した。
88,2020年04月17日,兵庫,ＨＰ,トヨタ,ハイエース　ウェルキャブ,2019年09月,"9,000 Km",CBF-TRH200K改,1TR,車枠・車体,２０２０年４月８日,介護車両で、車室内において、アルコール消毒液を噴射したところ、ダッシュボード（エアコン裏）から煙が出て、直後に発火した。
89,2020年04月17日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ヤマハ,ジョグ,2018年07月,不明,JBH-SA55J,A329E,保安灯火,購入から１年後。および２０２０年４月,前照灯が１年ごとに切れる。
90,2020年04月17日,兵庫,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,ミニ,2015年06月,"17,000 Km",LDA-ZB20,N47C20A,動力伝達,２０２０年４月１６日,シフトレバー前方の指をかけるレバー部分が取れて変速できなくなった。
91,2020年04月17日,岡山,ＨＰ,ニッサン,エクストレイル,2013年09月,"43,000 Km",LDA-DNT31,M9R,排ｶﾞｽ･騒音,２０２０年３月３０日,ＤＰＦ再生の警告表示されたが、ボタンを押しても反応せず、ＤＰＦ手動再生ができない。
92,2020年04月17日,福岡,24時間電話,ニッサン,デイズ,2013年10月,"35,000 Km",DBA-B21W,3B20,保安灯火,２０１９年１０月ごろから,左ドアミラーが、モーター音がガリガリと鳴るだけで、収納されない。
93,2020年04月17日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,ダイハツ,ミラ,2008年06月,"74,800 Km",DBA-L275S,KF,緩衝装置,２０２０年４月１７日,走行中、ナックルの付け根が折れて走行不能になった。
94,2020年04月17日,宮崎,ＨＰ,スズキ,アルトワークス,2016年04月,"101,900 Km",DBA-HA36S,R06A,エンジン,走行距離８００００ｋｍ頃,停止時から加速する際に、カラカラカラと金属音のような異音が発生し、加速しない症状が出ていた。他の件の修理時にスラストメタルの脱落により、クランク類にガタが出ていることに気が付いた。
95,2020年04月16日,北海道,電話,スバル,サンバー,2016年09月,"71,700 Km",EBD-S510J,KF,電気装置,２０２０年２月２９日,駐車場にてエンジンを止めて洗車をしていたところ、運転席後部のバッテリー付近が燃えていた。
96,2020年04月16日,長野,ＨＰ,ボルボ,ＸＣ６０,2018年06月,"97,438 Km",DBA-UB420XCA,B420,乗車装置,２０２０年４月１４日,ドアをロックするとテールゲートが開いてしまう。車へ戻ってきてドアロックを解除するとテールゲートが開いてしまう等の症状が続いている。
97,2020年04月16日,長野,ＨＰ,ボルボ,ＸＣ６０,2018年06月,"97,438 Km",DBA-UB420XCA,B420,制動装置,２０２０年４月１４日,国道の直線道路を約４０ｋｍ／ｈの速度で走行中、対面側は渋滞でノロノロ運転。急ブレーキがかかり、シートベルトが巻き上がった。画面中央には自動介入、ｃｉｔｙｓａｆｅｔｙ　のメッセージが出た。１００メートル先のコンビニへ入り、停車したらメッセージは消えた。
98,2020年04月16日,富山,ﾌﾘｰﾀﾞｲｱﾙ,スバル,サンバー,2015年08月,不明,EBD-S510J,KF,エンジン,２０２０年４月,エンジン警告灯が点灯して消えなくなった。
99,2020年04月16日,埼玉,ＨＰ,トヨタ,ライズ,2020年02月,不明,5BA-A200A,1KR,保安灯火,夕方や豪雨走行時,夕暮れ時や豪雨（日光が少ない時）になるとオートライトが頻繁に付いたり消えたり過剰に反応する。
100,2020年04月16日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2017年09月,不明,DBA-VMG,FA20,車枠・車体,２０２０年３月１３日,走行中にエンジンが不調になり、停車させたところ、エンジンから出火し、車両が全焼した。
101,2020年04月16日,奈良,ＨＰ,三菱,デリカＤ５,2013年02月,不明,LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年４月１５日,エンジンをかけた直後やアイドリングでしばらく停車している際にエアコンの吹き出し口から排気ガス臭がし、気分が悪くなった。
102,2020年04月16日,広島,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,ＣＸ－５,2012年08月,"96,000 Km",LDA-KE2AW,SH,エンジン,不明,ラジエータークーラントホースのジョイント部から、冷却水が漏れるようになった。
103,2020年04月16日,山口,ＨＰ,ニッサン,デイズルークス,2016年09月,不明,DBA-B21A,3B20,保安灯火,２０１９年１１月,電動格納式ドアミラーを格納しようとしたとき、モーター音はするがドアミラーが格納されない。
104,2020年04月15日,宮城,ＨＰ,トヨタ,ランドクルーザープラド,2008年10月,"82,648 Km",CBA-TRJ120W,2TR,車枠・車体,２０２０年４月１５日,ホワイトパールの色の車で、屋根の中央の３０ｃｍ幅ぐらいの塗装が突然剥がれた。
105,2020年04月15日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｃ１８０,2014年03月,"93,000 Km",DBA-204249,271,エンジン,不明,カムシャフトアジャスタの不良により、エンジン始動時、エンジンチェックランプ点灯する。エンジンのかかりが悪くなる。
106,2020年04月15日,茨城,ＨＰ,スズキ,アルト,2015年02月,"28,000 Km",DBA-HA36S,R06A,エンジン,２年前から,停止するためブレーキをかけると、停止直前にエンジン回転数が上がり、推進力が増加するため、結果的に制動位置がズレるか、ブレーキペダルを強く踏んでいないと数メートル進んでしまう。
107,2020年04月15日,鳥取,ﾌﾘｰﾀﾞｲｱﾙ,その他,後付けサンバイザー　パーフェクトビュー,不明,不明,PV-1,不明,装置その他,不明,車室内装置として固すぎる。
108,2020年04月15日,高知,ＨＰ,フォルクスワーゲン,アルテオンＲライン　アドバンス,2019年06月,不明,ABA-3HDJHF,DJH,その他,２０２０年４月１２日,「給油してください　走行可能距離５０ｋｍ」と表示後に１ｋｍほどで公道で走行不能になった。燃料を１０リットル給油したところ、何事もなかったようにエンジンがかかった。
109,2020年04月14日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,アテンザワゴン,2018年09月,不明,6BA-GJEFW,PE,その他,不明,前方検知の設定不良により、降雨時において、前方に何も危険物がないのにも関わらず、前方に危険があるという警告表示が行われ、通常のカーナビなどは見れなくなってしまう。
110,2020年04月14日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,マツダ,アテンザワゴン,2018年09月,不明,6BA-GJEFW,PE,車枠・車体,不明,後席アシストグリップの奥側のフレームのシーリング不良により、走行中にカタコトと異音が発生した。
111,2020年04月14日,埼玉,ＨＰ,ＢＭＷ,１１６ｉ,2012年09月,"5,500 Km",DBA-1A16,N13B16A,エンジン,不明,ドライブトレーンの警告表示後、エンジンの回転があがらなくなった。
112,2020年04月14日,埼玉,ＨＰ,ボルボ,Ｖ７０,2012年02月,"94,500 Km",CBA-BB4204TW,不明,動力伝達,２０１９年１１月ころから,減速し、停止する直前にエンジンの回転数が３～４千回転にまで勝手にふけあがる。その後走行しようとすると１速からシフトアップしなくなる。
113,2020年04月14日,愛知,ＨＰ,ダイハツ,ハイゼットトラック,2008年07月,"47,000 Km",EBD-S201P,KF,動力伝達,不明,クラッチ交換後、約５００ｋｍでクラッチカバー側の摩擦材が磨耗して分解し、バラバラになった。
114,2020年04月14日,三重,ＨＰ,ダイハツ,ムーヴキャンバス,2018年02月,"18,000 Km",DBA-LA800S,KF,保安灯火,買ってからたまに発生,ライトがハイビームになったままロービームに切り替わらない。
115,2020年04月14日,三重,ＨＰ,ダイハツ,ムーヴキャンバス,2018年02月,"18,000 Km",DBA-LA800S,KF,その他,買ってからたまに発生している,エンジン始動後、バックで出ようとしたらバックモニターが全く映らず、スピードメーターのシフトの表示がされなかった。
116,2020年04月14日,大阪,ＨＰ,スバル,レガシィＢ４,2007年09月,"52,000 Km",CBA-BL5,EJ20,動力伝達,２０１９年１０月６日,ＡＴの変速がうまくいかずにエンジン回転だけがあがり、その後急に動力が繋がるため、追突されたように前に飛び出る。
117,2020年04月14日,香川,24時間電話,ニッサン,キャラバン,2014年03月,"129,000 Km",KR-VWE25,不明,エンジン,２０１８年から,バッテリーや発電機に不具合がないのにも関わらず、エンジンがかからなくなる。
118,2020年04月13日,宮城,ＨＰ,スバル,レガシィ,2008年05月,"110,000 Km",CBA-BP5,EJ20,動力伝達,２０２０年２月,ＡＴコントロールバルブの不良により、走行中に強い衝撃（変速ショック）が発生し、変速が不安定になった。
119,2020年04月13日,神奈川,電話,ニッサン,ティーダ,2005年01月,"103,735 Km",DBA-C11,HR15,エンジン,不明,バックからドライブへギアチェンジし、発進しようとしたところ、突然エンジンが吹け上がり前の壁に衝突した。
120,2020年04月13日,神奈川,電話,三菱,ふそうローザ,2014年06月,"120,000 Km",TPG-BE640G,4P10,電気装置,２０２０年３月,リコール国－４３０８の対策品の発電機に交換後、焼付きが発生した。
121,2020年04月13日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ポロ,2012年11月,"40,000 Km",DBA-6RCBZ,CBZ,動力伝達,不明,ＤＳＧの不具合により、ＰからＤ，Ｒに入らない。Ｓには入るので、それで発進している。
122,2020年04月13日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ポロ,2012年11月,"40,000 Km",DBA-6RCBZ,CBZ,かじ取り,不明,パワーステアリングギアボックスからのオイル漏れにより、パワーステアリングオイルが不足し、走行中にハンドルが重くなった。
123,2020年04月13日,千葉,ＨＰ,アウディ,Ｓ４,2009年04月,"19,020 Km",ABA-8KCAKF,CAK,動力伝達,２０１９年１０月,ギアボックス異常の警告灯点灯後、エンジン回転数が上がらず低速になり、変速不能になる。
124,2020年04月13日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ハスラー,不明,不明,DAA-MR41S,R06A-WA04A,制動装置,不明,ブレーキペダルの踏みごたえが固かったので、踏み直そうと足を外したところ、エンジンの回転数が上昇して急発進した。慌ててハンドルを切ったが、向かいの車にこすり、壁にこすりそうになりながら１０ｍほど走って停止した。
125,2020年04月13日,三重,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,１２０ｉ,2014年02月,"60,000 Km",DBA-1A16,N13B16A,燃料装置,不明,燃料ポンプの不具合により、走行中にエンストし、再始動できなくなった。
126,2020年04月13日,大阪,ＨＰ,ホンダ,ＦＲＥＥＤ＋,2016年10月,"24,000 Km",DAA-GB7,LEB-H1,エンジン,２０２０年４月４日,高速走行中、エンジンに異音を感じ、オイル警告が出て出力が落ちた。
127,2020年04月13日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィット,2015年10月,"37,500 Km",DAA-GP5,LEB-H1,エンジン,２０２０年３月から,スマートキーシステムの警告灯が点灯する。
128,2020年04月13日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,スバル,レヴォーグ,2016年04月,"50,000 Km",DBA-VM4,FB16,保安灯火,２０２０年４月１２日,始動不良の修理後、返却された車両にて１．ドアミラー開閉不良２．エアコンが動かない３．リアウィンドウとドアミラーのヒーターが効かない　という３つの不具合が新たに起こっていた。
129,2020年04月13日,沖縄,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年11月,"170,000 Km",TKG-FEA50,4P10,エンジン,不明,コンロッド・クランクシャフトが破損した。
130,2020年04月13日,沖縄,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうキャンター,2013年11月,"170,000 Km",TKG-FEA50,4P10,排ｶﾞｽ･騒音,不明,エンジンにすすが溜まって焼けず、警告灯が点灯する。
131,2020年04月12日,神奈川,ＨＰ,ニッサン,デイズ,2013年10月,"30,000 Km",DBA-B21W,3B20,保安灯火,２０２０年４月７日,助手席側ドアミラーが格納されなくなった。
132,2020年04月12日,埼玉,ＨＰ,トヨタ,ウィッシュ,2011年05月,"117,800 Km",DBA-ZGE20W,2ZR,エンジン,２０２０年４月３日,コンティニュアスリバリアブルバルブリフトコントローラの不良により、エンジン警告灯が点灯、ＶＳＣ表示灯が点滅し、時速１０ｋｍ程度しか出なくなった。
133,2020年04月12日,愛知,ＨＰ,メルセデス・ベンツ,Ｃ２００ステーションワゴン,2013年09月,"54,000 Km",DBA-204248,271,エンジン,２０１９年１０月から,エンジン始動時、毎回ガラガラと異音が発生し、エンジンチェックランプ点灯する。排気ガスが臭い。
134,2020年04月11日,東京,ＨＰ,ＢＭＷ,１１６ｉ,2014年06月,"10,891 Km",DBA-1A16,N13B16A,電気装置,２０２０年４月７日,１番と４番の２か所のイグニッションコイルが断線したため、走行中、エンジン警告灯が点滅するとともにドライブトレーンのエラーメッセージが出た。エンジンの回転に異常な振動が発生して車が加速しない。
135,2020年04月11日,神奈川,ＨＰ,モト・グッツィ,Ｖ７ストーン,2015年04月,"10,775 Km",ZGULM,AE,その他,２０１７年、２０２０年,メインキーをオンにすると、エンジンをかけていない停止状態でもスピードメーターが動き出し、時速２００ｋｍオーバーのメーター上限まで振り切れる。同時に、２～３秒に１ｋｍくらいのペースで走行距離計も連動して加算が進んでしまう。一度メーターを交換したが、同じような症状が発生している。
136,2020年04月11日,神奈川,ＨＰ,ホンダオブザユーケー,シビック　タイプＲ,2019年03月,"15,000 Km",DBA-FK8,K20C,エンジン,２０１９年８月２２日,一般道を走行中にエンジンチェックランプが点灯し「エンジンシステム点検」と「レブマッチシステム点検」のメッセージが出た。その足でディーラーへ向かおうと思いましたが、数百メートル進んでエンジンが吹け上がらなくなり、ストールしてしまった。
137,2020年04月11日,愛知,ＨＰ,ホンダ,アコード,2006年04月,"72,562 Km",ABA-CL9,K24A,かじ取り,２０２０年４月３日　ＰＭ６時頃,一般国道を走行中、突然ハンドルが重くなったため、左折時に大回りせざるを得なくなり、右折待機中の対向車と衝突しそうになった。メーターパネルには警告表示がされていた。
138,2020年04月11日,静岡,ＨＰ,トヨタ,ヴェルファイア,2010年10月,"100,000 Km",DBA-AHN20W,2AZ,エンジン,２０２０年３月,バランスシャフトの不具合により、１５００回転前後でエンジンから異音がする。
139,2020年04月11日,大阪,ＨＰ,ホンダ,フォルツァｓｉ　ＡＢＳ,2018年12月,"10,000 Km",JBK-MF12,不明,車枠・車体,２０１９年１２月,シートが大きく右側にズレて閉まらない。無理に閉めても右にずれ落ちたようになり、左側からメットインスペースが外から見える状態になっている。
140,2020年04月11日,京都,ＨＰ,ＢＭＷ,アクティブハイブリッド５,2012年04月,"65,000 Km",DAA-FZ35,N55B30A-M230,車枠・車体,２０２０年４月５日,リアトランクが開かない。取扱説明書記載の「リアトランク故障時の非常ロック解除グリップ」が搭載されていない。
141,2020年04月10日,青森,ＨＰ,ニッサンＭＴ,マーチ,2016年12月,"58,000 Km",DBA-K13,HR12,動力伝達,５００００ｋｍ前後走行時より,アクセルペダルを踏み込んだ時にＣＶＴ回りよりキュルキュル音が発生する。次第にレスポンスが悪くなっている。
142,2020年04月10日,長野,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,Ｎ－ＢＯＸ,2013年04月,"70,000 Km",DBA-JF2,S07A,動力伝達,不明,ＣＶＴの内部不良により、異音が出るようになった。
143,2020年04月10日,山梨,ＨＰ,マツダ,ＡＺ－ワゴン,2012年02月,"54,000 Km",DBA-MJ23S,K6A,かじ取り,２０２０年４月４日,ステアリングロックの不良により、プッシュスタートボタンを押した時に、イモビライザー警告灯が点灯し、エンジンがかからなかった。
144,2020年04月10日,愛知,ＨＰ,ホンダ,シビック　タイプＲ,2019年01月,"16,000 Km",DBA-FK8,K20C,燃料装置,２０２０年４月,燃料ポンプの不良により、１時間程車を走らせて出先で１時間程休憩後エンジンを掛けると突然エンジンチェックが点灯し、エンジン回転数が不安定になり、エンジンがストールしてしまい、自走不可能になった。
145,2020年04月10日,大阪,ＨＰ,スズキ,エブリイ,2020年01月,860 Km,EBD-DA17V,R06A,乗車装置,新車時から,走行中に右スライドドア上部から異音がしており、調整や部品交換で改善しない。ドアは閉まっているにもかかわらずバタつき、ドアが遊んでいるような感じで運転席の頭部あたりで非常に不快な異音が頻発する。
146,2020年04月10日,和歌山,ＨＰ,ニッサン,デイズ　ハイウェイスター,2013年11月,"47,300 Km",DBA-B21W,3B20,保安灯火,２０２０年３月,朝、ドアロックを解除したら、左ドアミラーがモーター音だけして開かなかった。手で開くと開いたが、音が鳴り止まず、エンジンをかけて、また切ったらモーター音が止んだ。
147,2020年04月10日,香川,ＨＰ,ダイハツ,ムーヴ,2011年01月,"146,800 Km",DBA-LA100S,KF,乗車装置,２０１６年１１月と２０２０年４月,後部座席に座っていたらガタンと音がして後部座席のシート座面がおかしな角度（車両前方側へ異常なほど下る形）になった。整備工場に持ち込んだところ座面と土台の嵌合すべき場所が外れていた。
148,2020年04月10日,沖縄,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ハスラー,2014年12月,"23,000 Km",DBA-MR31S,R06A,車枠・車体,不明,バックドアバランサの不良により、バックドアを開けた後、ドアが保持されずに勝手に落ちてきたため、頭を打った。
149,2020年04月09日,長野,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,コロナ,1991年10月,"100,000 Km",E-AT170,4A,車枠・車体,不明,トランクがきちんと閉まらなくなった。
150,2020年04月09日,石川,ＨＰ,スズキ,アルト,2012年06月,"89,800 Km",DBA-HA25S,K6A,かじ取り,２０２０年４月７日,エンジンを切ってドアを開けると、いつもと違う画面表示があり、ピピピピと音がなり続く。その後、エンジンがかかり難くなった。
151,2020年04月09日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2012年04月,"110,000 Km",DBA-ANH20W,2AZ,エンジン,２０２０年３月２７日,走行中エンジン警告灯がつき、その後エンジンが停止した。
152,2020年04月09日,愛知,ＨＰ,トヨタ,クラウン,2009年04月,"150,811 Km",DAA-GWS204,2GR-1KM,制動装置,２０２０年４月,車検時後輪の制動力が足りないので点検したところ、キャリパーのスライドピンが酷くさび付いてまったく動かなくなり、左右ともに片側のブレーキパッドしかローターを押していない状態だった。
153,2020年04月09日,三重,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ゴルフ,2013年09月,"57,200 Km",DBA-AUCPT,CPT,乗車装置,不明,リアハッチの開閉スイッチ（ＶＷマーク）のメッキが剥がれて尖った部分が出来たため、リアハッチを開けようとした際に指先に刺さり怪我をした。
154,2020年04月09日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,ＣＢ６５０Ｆ,2015年03月,"13,500 Km",EBL-RC83,RC83E,制動装置,不明,ＡＢＳフルード交換していたところ、前輪のブレーキレバーが固まり、動かせなくなった。
155,2020年04月09日,京都,ＨＰ,フォルクスワーゲン,ザ・ビートル,2013年06月,"25,000 Km",DBA-16CBZ,CBZ,エンジン,２０２０年４月,ウォーターポンプからオイルが漏れていた。
156,2020年04月09日,島根,ＨＰ,トヨタ,ランドクルーザープラド,2005年10月,"89,400 Km",CBA-TRJ120W,2TR,車枠・車体,４－５年前,ボンネット、左右ドア、天井の塗装がパリパリと剥がれた。
157,2020年04月09日,宮崎,ﾌﾘｰﾀﾞｲｱﾙ,スマート,フォーツークーペ,2013年03月,"90,000 Km",ABA-451380,3B21,エンジン,２０２０年４月８日,エンジンのベルトドライブに関わるリコール措置後、プーリーの軸が落ちた。
158,2020年04月08日,北海道,ＨＰ,マツダ,ビアンテ,2009年12月,"86,000 Km",DBA-CCEFW,LF,制動装置,半年前,ＡＢＳアクチュエーターの不良により、ｉ－ｓｔｏｐの警告灯が点灯し、そのうちにＡＢＳ、ＴＣＳの警告灯が点いた。
159,2020年04月08日,宮城,ＨＰ,いすゞ,フォワード,2011年05月,"40,800 Km",SKG-FRR90S1,4HK1,エンジン,２０２０年３月中旬,エンジンを始動したらエンジン内部より騒音がした。エンジン内部を分解して調べたら、亀裂、ヒビが入ってる箇所があった。
160,2020年04月08日,埼玉,24時間電話,ニッサン,ルークス,2012年02月,"89,000 Km",DBA-ML21S,K6A,かじ取り,不明,ステアリングロックユニットの不良により、エンジンがかからなくなった。
161,2020年04月08日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,ポルシェ,ボクスター,1997年04月,"121,800 Km",E-986K,M96,車枠・車体,２０１９年８月,幌が開くスペースに設置されている雨水排水用のドレインにホコリが堆積したため、台風の降雨時に雨水が車室内にあふれ、座席下部に設置されていたメインコンピューターが故障して勝手に窓が開いていた。同時にエンジンコンピューターも故障し、エンジンがかからなくなった。
162,2020年04月08日,愛知,ＨＰ,ダイハツ,ムーヴ,2009年01月,"77,960 Km",DBA-L175S,KF,動力伝達,２０２０年１月,オートマチックトランスミッションの本体とフロントのトルクコンバーターのハウジングのつなぎ目のパッキンが破れて欠落してオイル漏れとなり、走行不能になった。
163,2020年04月08日,大阪,ＨＰ,マツダ,ＣＸ－３,2015年06月,"57,300 Km",LDA-DK5W,S5,エンジン,２０１９年１月　２０２０年４月,Ｄレンジで走行中、ノッキングのような状況からエンジン警告灯が点灯した。
164,2020年04月08日,広島,ＨＰ,三菱,デリカＤ５,2013年06月,"73,000 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年３月,車内が排気ガス臭がするため、排気系統を調べたところ、エキゾーストマニホールドに亀裂が発生しており、排気ガス漏れを起こしていた。
165,2020年04月07日,北海道,ＨＰ,ニッサン,エクストレイル,2016年05月,"35,000 Km",DAA-HNT32,MR20-RM31,動力伝達,中古車購入後約一年,走行中ガタガタしだし、エンジン回転数が突然８０００回転近くまで急上昇した。すぐ回転数は戻るが、挙動がおかしく、信号で停車したら発進できず、走行不能になった。
166,2020年04月07日,埼玉,ＨＰ,三菱,ふそうキャンター,2019年12月,"13,142 Km",2RG-FEA20,4P10,エンジン,２０２０年４月７日,エンジンオイル（ディスプレイ）警告灯が点灯、および警告音がなった。
