番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
302,"2024年05月27日","埼玉県","ＨＰ","ホンダ","2024/03","6BA-JF5","Ｎ－ＢＯＸ　ＣＵＳＴＯＭ","742 Km","S07B","かじ取り","２０２４年３月","チルト位置を一番下にした時にハンドルを真っ直ぐにして走行すると車体が左方向に流れてしまう。"
303,"2024年05月27日","神奈川県","ＨＰ","三菱","2021/03","2TG-MS06GP","ふそうエアロエース","75,043 Km","6S10","エンジン","２０２４年４月２６日　１７：０９","高速道路を走行しＩＣを降り料金所を過ぎた辺りで突然エンジンが止まった。惰性で下りながらセルを回すもエンジンがかからず、ＩＣ出口交差点を左折して一般道路上に停止してしまった。"
304,"2024年05月27日","愛知県","ＨＰ","アウディ","2021/08","3AA-GYDLA","アウディ　Ａ３　３０Ｔ","12,000 Km","DLA-4450","その他","購入時より","全車速追従クルーズコントロールの車間距離設定の変更が出来ない場合がある。"
305,"2024年05月27日","大阪府","ＨＰ","ニッサン","2019/07","DAA-HE12","ノート","23,140 Km","HR12-EM57","保安灯火","２０２４年５月２６日","運転席側のパワーウインドウを操作したところ、大きな異音とともに動かなくなった。"
306,"2024年05月26日","宮城県","ＨＰ","ルノー","2018/09","ABA-BBM5P","メガーヌ","51,241 Km","M5P","燃料装置","２０２４年１月頃","エンジンを掛けるとクランキングはするが、エンジンが極低回転で数秒掛かり、数秒で止まる。ディーラーで確認した結果、燃料ポンプの不具合と言われた。"
307,"2024年05月26日","宮城県","ＨＰ","ルノー","2018/09","ABA-BBM5P","メガーヌ","51,241 Km","M5P","エンジン","２０２３年８月７日","エアコンをかけながら待機していたらエンジンがオーバーヒートした。ディーラーでラジエターファンの軸受け部が変形し、ファンが正常に回転しなくなったものと診断され、ラジエターファン一式を交換した。"
308,"2024年05月26日","北海道","ＨＰ","三菱","2023/01","3DA-CV1W","デリカ","5,800 Km","4N14","動力伝達","２０２４年３月","走行中に異音に気づき確認したところ、プロペラシャフト及び車体に氷が付きシャフトにリング状の傷が付いていた。"
309,"2024年05月26日","愛知県","ＨＰ","メルセデス・ベンツ","2017/10","CBA-117952","ＣＬＡ４５　ＡＭＧ　４ＭＡＴＩＣ　ＳＢ","32,600 Km","133","エンジン","２０２３年１月頃から","ガソリンを満タンにすると、アイドリングが効かなくなり、エンストする。"
310,"2024年05月26日","東京都","ＨＰ","メルセデス・ベンツ","2013/12","RBA-212236C","Ｅ２５０ステーションワゴン","74,200 Km","274","排ｶﾞｽ･騒音","２０２１年１２月","ＮＯｘセンサー不良によりエンジンチェックランプが点灯した。"
311,"2024年05月25日","神奈川県","ＨＰ","ルノー","2018/12","ABA-DFM5P","アルピーヌ　Ａ１１０","6,700 Km","M5P","その他","２０２３年９月頃","突然エアコンから冷風が出なくなった。エバボレーターから冷媒が漏れていると診断された。"
312,"2024年05月25日","宮城県","ＨＰ","ホンダ","2018/09","DAA-GP6","フィット","108,000 Km","LEB-H1","電気装置","２０２４年５月２１日","走行中エンジン・パワーステアリング・ブレーキ警告灯が同時に点灯した。その後ハイブリッドに切り替わらず、エンジン回転数が１５００回転から下がらなかった。レッカーでディーラーに搬送して確認したところ、イグニッションコイルが２本折れており、リークしていた。"
313,"2024年05月24日","栃木県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2020/01","5BA-A200A","ライズ","25,000 Km","1KR","緩衝装置","","走行中にガタガタと異音が出るようになった。ディーラーに相談したところ、スラビライザーのゴムの交換が行われた。"
314,"2024年05月24日","三重県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2017/12","DBA-8E15","ＢＭＷ　３１８ｉ","10,600 Km","B38B15A","燃料装置","２０２４年３月","外３６０５のリコール対象車で、部品が無いとして待たされていた状態で、２０２４年３月、遠方に旅行中、ガソリンタンクから燃料漏れで走行不能になった。"
315,"2024年05月24日","新潟県","ＨＰ","マツダ","2013/01","LDA-KE2FW","ＣＸ－５","78,000 Km","SH","エンジン","２０２４年４月２５日","エンジンのふけが悪くなり、信号待ち中にはマフラーから白煙が上がった。一度停車して整備工場に連絡を取り、再始動をして走行を試みたがエンジンが停止した。整備工場で確認をした結果、ターボチャージャーの摩耗でオイルが全体に回ったものと診断された。"
316,"2024年05月24日","千葉県","ＨＰ","テスラ","2017/03","不明","Ｔｅｓｌａ　Ｍｏｄｅｌ　Ｘ","69,371 Km","L2S-L2S","制動装置","２０２４年５月１９日　１５時頃","パーキングブレーキを解除してドライブに入れて発進したところ、通常よりもスピードが上がらず、画面に牽引モードと表示された。車を止められるところまで移動中、左後方タイヤ付近から白煙を確認した。長時間駐車できなかったため再度移動をしたところスピードがでるようになり、停車したところパーキングブレーキが動作しないとエラーが表示されたため、レッカーでディーラーへ搬送した。"
317,"2024年05月24日","千葉県","ＨＰ","いすゞ","","FTR90","フォワード","","","車枠・車体","２０２４年３月","ハイルーフのヘッドコンソールの蓋が走行中開いてしまう。"
318,"2024年05月24日","愛知県","ＨＰ","スズキ","2024/01","5AA-MK94S","スペーシア","3,200 Km","R06D-WA04C","電気装置","２０２４年３月、４月、５月","納車から１ヶ月でバッテリー上がりが発生し、その後、新品のバッテリーへ交換しても２回再発した。"
319,"2024年05月24日","東京都","ＨＰ","三菱","2024/05","5LA-GN0W","アウトランダーＰＨＥＶ","80 Km","4B12-S91-YA1","その他","２０２４年５月２０日","①三菱コネクトが使用不可、ｉｐｈｏｎｅ接続できない。②純正ナビで地図表示できないときがある。　③ナビの現在地が５０ｍほどずれる症状が頻発する。"
320,"2024年05月24日","神奈川県","ＨＰ","ニッサン","2013/02","DBA-E12","ノート","77,833 Km","HR12","エンジン","２０２４年５月１２日","エコモードを切り、アクセルを踏んだ瞬間、パンと異音がし、メーターパネルにいろんな警告表示が点灯した。点灯はすぐに消えたが、その後、アクセルペダルを踏むと異音がして時速１０ｋｍ程度で進む症状となり、アクセル操作が効かない状態になった。エンジンルームを確認したところ、エアインレットチューブが破損していた。"
321,"2024年05月24日","神奈川県","ＨＰ","ニッサン","2021/01","5BA-B43W","ＤＡＹＺ","25,687 Km","BR06","保安灯火","２０２４年５月２２日　夕方","運転席電動ドアミラーが途中で止まり、開かない。"
322,"2024年05月24日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ＫＴＭ","2024/05","8BL-390DUKE","ＫＴＭ　３９０　ＤＵＫＥ","100 Km","938","保安灯火","２０２４年５月","納車２日後、ツーリング中に後写鏡が緩んで外れた。車載工具の搭載も忘れられており、現場での復旧も出来ない状態に陥った。"
323,"2024年05月23日","福岡県","電話","ホンダ","2015/06","DBA-JW5","Ｓ６６０","29,800 Km","S07A","乗車装置","","車を使用中エアバッグ警告灯が点灯した。整備工場で確認したところ、運転席座面裏に配策されているシートベルト警告用の配線とエアバッグ用配線が断線していた。"
324,"2024年05月23日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2014/08","DBA-VM4","レヴォーグ","66,700 Km","FB16","保安灯火","","前席左右のＵＶカットガラスがすりガラス状に白濁して、視界不良になっている。"
325,"2024年05月23日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2017/02","DBA-LA700S","ウェイク","109,300 Km","KF","車枠・車体","","国４４７１（カウルルーバー）のリコールについて対象範囲外の車で、カウルルーバー部の止水不良により補機ベルトプーリー部に水が垂れ、プーリーが錆びてベルト鳴きを起こすようになった。"
326,"2024年05月23日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","6BA-JF5","Ｎ－ＢＯＸ","","S07B","車枠・車体","","購入当初から　後部座席左からチリチリ音が発生する。これまでにドアの鉄板部分や天井部にクッション材を付けるなどの対応をしてもらっているが解消しない。"
327,"2024年05月23日","京都府","ＨＰ","スズキ","2019/09","DAA-MR41S","ハスラー","16,900 Km","R06A-WA04A","エンジン","２０２４年４月７日　１７：００頃","高速道路を走行中に、エンジン作動中にも関わらず突然トルクが出なくなり、何とか惰性で路肩に流れ着いた。"
328,"2024年05月23日","岡山県","ＨＰ","スズキ","2016/09","DAA-MH44S","ワゴンＲ","110,000 Km","R06A-WA04A","排ｶﾞｽ･騒音","２０２４年５月１９日","排気管が、車体に吊るためのステー溶接部で破断した。"
329,"2024年05月23日","和歌山県","ＨＰ","プジョー","2023/01","3DA-P51YH01","３０８","15,000 Km","YH01","その他","時々","走行中、デジタルメーター及びナビシステムがブラックアウトすることがある。"
330,"2024年05月23日","千葉県","ＨＰ","マーベリック","2023/03","MS1R","マーベリックＳ１－１０００ＲＳ","2,500 Km","","電気装置","２０２３年８月下旬","当然動力が切断し、強制停止した。"
331,"2024年05月23日","千葉県","ＨＰ","マーベリック","2023/03","MS1R","マーベリックＳ１－１０００ＲＳ","2,500 Km","","走行装置","２０２３年８月下旬","タイヤ内に鉄片の混入によるパンクが発生した。"
332,"2024年05月23日","東京都","24時間電話","スズキ","2018/02","DAA-MN71S","クロスビー","51,885 Km","K10C-WA05A","制動装置","２０２４年５月２３日２２：１４","走行中に突然「ＥＳＰシステム要点検」と表示されたため、路肩に停止した。"
333,"2024年05月22日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","","-","スペイド","","","車枠・車体","","赤色塗装の車で表面のクリア塗装が剥がれてきた。"
334,"2024年05月22日","鳥取県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2024/03","3AA-CDDLA","ゴルフ　１．０／８１ｋＷ","","DLA-4450","燃料装置","２０２４年５月５日","車を使用中に警告灯が点灯した。ディーラーで確認した結果、燃料系統の不良ということで部品を手配して交換することになった。"
335,"2024年05月22日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","アウディ","2020/02","DBA-8VCXS","アウディ　Ａ３ＳＢ　１．４Ｔ　９０ｋｗ","14,000 Km","CXS","エンジン","２０２４年２月","出先の駐車場でエンジンが始動できなくなり、ロードサービスでレッカーした。ディーラーで調査の結果、ステアリングコラムロックＥＣＵの故障として交換になった。"
336,"2024年05月22日","熊本県","24時間電話","スズキ","2011/09","DBA-MH23S","ワゴンＲ","150,000 Km","K6A","その他","２０２４年５月１８日","エアコンをつけるとアイドリングがおかしい。"
337,"2024年05月22日","奈良県","ＨＰ","ＢＭＷ","2012/08","DAA-FZ35","ＢＭＷ　ＡｃｔｉｖｅＨｙｂｒｉｄ　５","143,500 Km","N55B30A-M230","動力伝達","平成２５年","走行中、よく「しゃくる」症状が出る。"
338,"2024年05月21日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2017/06","ABA-AUDJHF","ゴルフヴァリアント","31,100 Km","DJH","エンジン","２０２４年３月","冷却水漏れのアラームが出たためディーラーで確認した結果、ウォーターポンプ等の交換が必要と診断された。"
339,"2024年05月21日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2023/04","-","スペーシア","","","電気装置","４～５日前","左後席に水を入れたものを積載して走行し、入れていた水が１Ｌくらいこぼれてしまったところ、バッテリーの警告灯が点灯した。ディーラーで確認した結果、助手席下部に設置されていたリチウムイオンバッテリーが水により故障していて交換が必要と診断された。"
340,"2024年05月21日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","カワサキ","2006/06","ZXT40A","ＺＺ－Ｒ１４００","69,900 Km","ZXT40AE","車枠・車体","","走行中にフレームが折損した。"
341,"2024年05月21日","滋賀県","ＨＰ","ボルボ","2013/08","DBA-FB4164T","ボルボ　Ｖ６０","95,518 Km","B4164T","乗車装置","２０２３年１２月３１日１９時","走行中、突然助手席側のドアが突然開いた。急停車してドアを閉めても閉まらなかった。ディーラーで確認しドアロックの内部破損が原因と診断された。"
342,"2024年05月21日","愛媛県","ＨＰ","ホンダ","2014/01","DAA-GP3","フリード","62,100 Km","LEA-MF6","保安灯火","２０２４年４月","外が見づらいなと思い確認すると、運転席と助手席側の窓ガラス内側のＵＶ加工が剥がれていて粉をふいたような状態になっていた。"
343,"2024年05月20日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2019/11","6AA-ZWE214W","カローラ　ツーリング","40,000 Km","2ZR-1NM-1MM","電気装置","","バッテリーが早期に上がったり、ヘタリが発生して交換が必要になる。"
344,"2024年05月20日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2019/06","DAA-HE12","ノートｅ－ＰＯＷＥＲ","52,300 Km","HR12-EM57","電動機(モーター)","２０２４年５月１８日","ワンペダルモードで走行し、ガソリンスタンドに入るために右折をして徐行状態で進行し、スロープを上がる場面のところで突然車が意図せず急加速をしたため、車両を制御できなくなり店舗の柱に衝突した。この時、衝突被害軽減ブレーキや、警告のソナーなどは何も出なかった。"
345,"2024年05月20日","富山県","ﾌﾘｰﾀﾞｲｱﾙ","プジョー","2015/10","ABA-T9HN02","３０８","68,400 Km","HN02","エンジン","","満タンに給油後、エンジンを始動したところエンストをした。ディーラーへ申告した結果、満タン時に燃料がキャニスターラインに流れて不具合が発生していると説明があった。"
346,"2024年05月20日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2020/04","5BA-LA650S","タント","27,100 Km","KF","エンジン","２０２４年５月","プッシュスタートスイッチの故障で、キーフリーシステム故障の警告が出た。"
347,"2024年05月20日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","マセラテイ","2016/12","ABA-MG30A","ギブリ","98,600 Km","M156B","制動装置","２０２４年","外２１７７（電動駐車ブレーキの）のリコール対象範囲外の車で、酷似した症状で引きずりが発生し、ブレーキシューが壊れた。ディーラーで修理を受けたが、症状が再発している。"
348,"2024年05月20日","高知県","ＨＰ","トヨタ","2015/07","DBA-ZRR80W","ノア","77,600 Km","3ZR","動力伝達","２０２４年３月","一般道路走行中、故障表示も無いまま、激しい振動がおこり路肩に停車。１ｋｍ程度先の車屋に移動後、動かなくなった。検査の結果、ＣＶＴ内部の金属ベルトが滑っている。もしくは切れていると診断された。"
349,"2024年05月20日","岐阜県","ＨＰ","マツダ","2018/05","DBA-BM5FS","アクセラ","29,800 Km","P5","その他","２０２４年５月","マツダコネクトセンタータッチパネルの一部が剥がれた。その時、機能は問題なかったが、最近は再起動するまで電源が切れっぱなしになる症状が出ている。"
350,"2024年05月20日","福岡県","ＨＰ","ニッサン","2017/06","DBA-NT32","エクストレイル","70,000 Km","MR20","電気装置","２０２４年５月９日","エンジンから激しい異音が発生し、発電不良も発生したようでバッテリー電圧低下によりエンストし走行不能に陥った。"
351,"2024年05月20日","神奈川県","ＨＰ","ホンダ","2016/10","DBA-GB5","ＦＲＥＥＤ","35,500 Km","L15B","エンジン","１日の初めての始動時に","エンジン始動時にガラランという異音が数秒間発生する。診断の結果、ＶＴＣアクチュエーターの不具合で交換することになった。"
352,"2024年05月20日","福岡県","ＨＰ","マツダ","2013/06","LDA-KE2FW","ＣＸ－５","89,906 Km","SH","エンジン","２０２４年４月１日","「車両システム点検」「エンジン油圧異常」表示がでてスピードが上がらない。アクセルが一瞬抜けたような感じになった。"
353,"2024年05月20日","東京都","ＨＰ","その他","","NS-K500W","Ｊ－ＳＴＥＰ　ＮＳ－Ｋ５００Ｗ","","","保安灯火","２０２４年２月新車として購入～５月まで３","多少荒れた舗装道路の走行や、方向指示器への軽い衝撃でユニットの接続線が簡単に断線し、後部方向指示器が点灯しなくなる。"
354,"2024年05月20日","神奈川県","ＨＰ","ニッサン","1993/01","E-HP10","プリメーラ","109,000 Km","SR20","燃料装置","１ヶ月以内","走行後、給油口付近からガソリンの臭いがする。燃料タンクがガソリンで湿っている。"
355,"2024年05月19日","青森県","ＨＰ","ニッサン","2021/11","6AA-FE13","ノートオーラ","","HR12-EM47","かじ取り","２０２４年５月１８日","走行中にハンドルが急に左に切れて追突しそうになった。右に無理やり避けると今度はパーキンブレーキが掛かりシステム故障ランプが点灯し、停車した。"
356,"2024年05月19日","青森県","ＨＰ","ニッサン","2021/11","6AA-FE13","ノートオーラ","","HR12-EM47","電気装置","２０２４年５月１８日","バッテリーが早期に劣化した。"
357,"2024年05月19日","青森県","ＨＰ","ニッサン","2021/11","6AA-FE13","ノートオーラ","","HR12-EM47","その他","２０２４年５月１８日","エアコンが完全に壊れ空調関連を全交換した。"
358,"2024年05月19日","長野県","ＨＰ","ニッサン","2020/09","LDF-VW6E26","ＮＶ３５０　キャラバン","81,500 Km","YD25","排ｶﾞｽ･騒音","２０２４年５月１８日","オイル交換時にＥＧＲアクチュエーターロッドが破損していることが判った。"
359,"2024年05月18日","千葉県","ＨＰ","マツダ","","DBA-DJ3FS","デミオ","","P3","その他","２０２４年４月２８日","走行中、スピードメーターの液晶表示が異常な状態になった。"
360,"2024年05月18日","北海道","ＨＰ","スズキ","2012/11","DBA-MH34S","ワゴンＲ","37,400 Km","R06A","保安灯火","２０２２年１０月","ミラーが電動格納されず、異音が鳴り続ける。"
361,"2024年05月18日","新潟県","ＨＰ","ニッサン","2018/03","ZAA-ZE1","リーフ","143,191 Km","EM57","緩衝装置","２０２４年春","店舗等のちょっとした段差でガキッ、渋滞等の発進停止を繰り返す時にポキッと音がする。ディーラーで確認した結果、左右ロアアームのガタによるものと診断された。"
362,"2024年05月17日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","DBA-E12","ノート","","HR12","動力伝達","","ＣＳＣ（コンセントリックスレーブシリンダー）方式のレリーズベアリングの不良により、クラッチペダルを踏み込んだ後、ペダルが戻ってこなくなることがある。"
363,"2024年05月17日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2024/04","4AA-B38A","ＤＥＬＩＣＡ　ＭＩＮＩ","","BR06-SM21","動力伝達","","カーブを走行する前にパドルシフトを使って３速まで減速し、そのままカーブを走行したいのに、速度が上がると自動でＤレンジに戻る仕様になっているため、カーブに差し掛かったところで、Ｄレンジになってシフトが自動でアップするため、急加速をする。"
364,"2024年05月17日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","","8BJ-SEJ5J","ＪＯＧ１２５","","E33VE","かじ取り","納車すぐ","５０～６０ｋｍ／ｈで走行時にハンドルが振れる。販売店で前輪タイヤを交換し、少し症状が緩和されたが完全には解消しない。"
365,"2024年05月17日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ルノー","2020/06","7BA-BBM5P","メガーヌ　ＲＳ　トロフィー","20,000 Km","M5P","動力伝達","２０２４年４月２０日","高速道路のパーキングエリアから出発する際、駆動力が滑っているような違和感があり、走行したところ、突然動力が伝わらなくなって本線上で停止したため、レッカー搬送となった。"
366,"2024年05月17日","神奈川県","ＨＰ","ホンダ","2014/03","DBA-JF1","Ｎ　ＢＯＸ","150,000 Km","S07A","エンジン","２０２３年４月","高速道路を走行中に渋滞に遭い、車がのろのろ運転になった途端、いきなりエンジンが止まった。慌ててハザードランプを点け、その場でエンジンを再始動しようとしてスタータースイッチを押したが、すぐには始動せず、操作を数回繰り返してようやくエンジンがかかった。"
367,"2024年05月17日","東京都","ＨＰ","シトロエン","2020/12","3BA-A8HN05","Ｃ３　エアクロス","7,000 Km","HN05","車枠・車体","①２０２２年４月　②２０２３年１２月","①樹脂製Ａピラーの表面全域に剥げが発生した。②リアクオーターウインドのアクセントカラーが色落ちした。"
368,"2024年05月17日","東京都","ＨＰ","トヨタ","2023/09","3BA-VJA300W","ランドクルーザー","","V35A","動力伝達","２０２３年１２月","クルーズコントロールをセットすると、ロックアップが解除され、エンジン回転が高くなる。"
369,"2024年05月17日","東京都","ＨＰ","メルセデス・ベンツ","2015/07","RBA-212236C","Ｅ２５０ステーションワゴン","59,420 Km","274","エンジン","２０２４年２月１２日","アイドリングストップで停止していた状態から、アクセルを踏み込んだがエンジンが始動しなかった。その後、スタートスイッチで停止し再度始動を試みたがエンジンは始動しなかった。この操作を何度も行ったが、エンジンが始動しなかった。ディーラーで確認した結果、スターターモーターの故障と診断され、部品交換を行った。"
370,"2024年05月17日","宮城県","ＨＰ","ニッサン","2017/01","DAA-GFC27","セレナ","79,300 Km","MR20-SM24","燃料装置","２０２３年５月","エンジン始動時セルが回るが一向に始動しない。信号待ちのアイドリング時、地震かと思うほど、下からの突き上げのようなガタつきでエンストしそうになる。そのまま使用していたところ、１年後にエンジンチェックランプが点灯した。診断した結果インジェクターの不具合と判明した。"
371,"2024年05月16日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2022/10","-","ゴルフ","","","保安灯火","","バックカメラが作動中に突然ブラックアウトしたり、そもそも作動しないなどの症状がある。"
372,"2024年05月16日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2022/10","-","ゴルフ","","","その他","","インフォテイメントシステム搭載車で、当該アプリと車の連携不良が頻発している。また、当該アプリに登録したメールアドレスにスパムメールが山のように届くようになった。"
373,"2024年05月16日","栃木県","電話","トヨタ","2018/09","DAA-NKE165G","カローラ　フィルダー","","1NZ-1LM","走行装置","","後輪のホイールベアリングから「ウィーン」といった異音が出る。"
374,"2024年05月16日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2023/01","6AA-GR3","フィット","","LEB-H5","車枠・車体","","サンバイザの軸の構造がルーフや窓枠の位置関係と適切に設計されていないため、横から日光が差し込む場合に適切に回転できず使えない。"
375,"2024年05月16日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2023/01","6AA-GR3","フィット","","LEB-H5","車枠・車体","","後輪フェンダー後方に、通称「ホイールガード要件」に伴う突起がありみっともない。"
376,"2024年05月16日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2023/01","6AA-GR3","フィット","","LEB-H5","保安灯火","","ドアミラーの開閉が正常に作動する時としない時がある。"
377,"2024年05月16日","不明","電話","スズキ","2012/04","DBA-MH23S","ワゴンＲ","82,700 Km","K6A","その他","","リコール届出（国３１６２）について措置済みの車で、エアコンのエバポレータに穴が空き、冷媒が漏れている。"
378,"2024年05月16日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2019/02","LDA-CV1W","デリカ","28,700 Km","4N14","乗車装置","","国５１４１（電動スライドドアの車外開閉用スイッチ）のリコール修理を済ませてある車で、車を使用中にスライドドアが勝手に開く。ディーラーでコンピューターの不良の疑いと診断されている。"
379,"2024年05月16日","東京都","ＨＰ","フィアット","2022/12","ZAA-FA1","５００ｅ","5,600 Km","46348460","電動機(モーター)","２０２３年３月","高速サービスエリア等の急速充電機で充電しようとするとエラーが出て充電ができない。"
380,"2024年05月16日","福井県","ＨＰ","ニッサン","2023/02","ZAA-B6AW","サクラ","7,000 Km","MM48","動力伝達","２０２４年４月１３日","ゆっくりバックして自宅駐車場に車が入りかけた瞬間、アクセル操作をしていないのに車が急激に加速して自宅外壁に衝突した。"
381,"2024年05月16日","埼玉県","ＨＰ","スバル","2017/01","DBA-GT2","インプレッサ","21,000 Km","FB16","保安灯火","２０２４年４月","右ヘッドライトが点かなくなった。"
382,"2024年05月16日","神奈川県","ＨＰ","ボルボ","2022/12","5AA-XB420TXCM","ボルボ　ＸＣ４０","200 Km","B420T5-3330","制動装置","２０２４年４月６日","駐車場に止めて、パーキングとサイドブレーキをいれて、車搭載のモニターで動画を観ていたところ、急にバックで発進し、盛土上の駐車場から下の道路に落下し、道路上の電柱に激突した。"
383,"2024年05月15日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2015/01","DBA-JF1","Ｎ　ＢＯＸ","62,700 Km","S07A","制動装置","２０２４年１月","エンジン始動時、ブレーキ系統の警告が複数出たため、ディーラーで確認をしたところ、ブレーキ液が無くなっていることが判り、フルードを入れている樹脂部品の交換修理となった。"
384,"2024年05月15日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2015/01","DBA-JF1","Ｎ　ＢＯＸ","62,700 Km","S07A","エンジン","昨年９月から","度々エンストが発生する。"
385,"2024年05月15日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2019/10","6BA-JF3","Ｎ－ＢＯＸ","23,900 Km","S07B","保安灯火","","左右後席のパワーウインドウが壊れ、窓ガラスが落ちた。"
386,"2024年05月15日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","いすゞ","2007/11","PKG-FRR90S2","フォワード","165,800 Km","4HK1","エンジン","１０年前と先月の２回","エンジン回転が突然勝手に上昇し、白煙も大量に噴き出してエンジンが壊れた。"
387,"2024年05月15日","千葉県","ＨＰ","ニッサン","2017/01","DAA-GFC27","セレナ","94,532 Km","MR20-SM24","制動装置","２０２４年４月","電動パーキングブレーキが点滅し、電動パーキング使えない状態になった。ディーラーでアクチュエータの交換を行った。"
388,"2024年05月15日","愛知県","ＨＰ","ニッサン","2018/02","DAA-HFC27","セレナ","33,800 Km","HR12-EM57","車枠・車体","２０２４年５月","高速道路走行時に車体下部で異音がしたので停車し、レッカーにて移動した。アンダーカバーが脱落しかけていて、ボルトが数本しか残っていなかった。"
389,"2024年05月15日","福岡県","ＨＰ","ＤＳ","2023/06","3LA-D415G06H","ＤＳ　４　Ｅ－ＴＥＮＳＥ","","5G06-ZA02","電気装置","当初より","ヘッドアップディスプレイのマップや警告等の映像表示が突然乱れる。手元のタッチディスプレイの映像とミックスされて表示される。"
390,"2024年05月15日","千葉県","ＨＰ","マツダ","2023/01","3CA-KH3R3P","ＣＸ－６０","","T3-MR","動力伝達","２０２３年１月","トランスミッションから金属が擦れる音が発生しており、フロア内まで振動と音が伝わるようになっている。"
391,"2024年05月15日","千葉県","ＨＰ","ニッサン","2016/02","DAA-HC26","セレナ","131,619 Km","MR20-SM23","電気装置","２０２４年４月２７日","発進時とブレーキ時に不規則に異音を確認した。その後、車体下からも音が鳴り、異臭が発生し、停車とともにエンストした。再度エンジンをかけ移動させた際には、アクセルからも振動が伝わるようになった。ロードサービスで見てもらったところ、オルタネーターベアリング焼き付けによるエンジン不調の可能性が高いと診断された。"
392,"2024年05月15日","東京都","ＨＰ","フォルクスワーゲン","2013/09","DBA-AUCJZ","ＶＷゴルフ　１．２／７７ｋＷ","31,500 Km","CJZ","保安灯火","２０２４年５月１５日","低速にて発進時に衝撃は与えていないのにドアミラーの鏡だけが剥離脱落して粉砕した。"
393,"2024年05月14日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2020/11","5BA-LA650S","タント","50,000 Km","KF","エンジン","","走行中に焼けたような臭いがすることに気が付き、販売店で確認したところ、高負荷がかかった時に排気ガスに焼けた臭いが混ざるもので、エンジン内部の修理が必要だと言われている。"
394,"2024年05月14日","香川県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2022/04","3BA-JB74W","ジムニー","","K15B","走行装置","","オフロードサービスタニグチ社で販売している「ファイナルＬＳＤ　リヤ用　オンロードモデル２ＷＡＹ」を装着したところ、１８０００ｋｍほどの使用で車両のハブベアリングが傷んでガタが発生するようになった。"
395,"2024年05月14日","神奈川県","ＨＰ","トヨタ","2023/11","6AA-ZVG16","カローラクロス","2,967 Km","2ZR-1VM-1WM","その他","２０２３年１２月から２０２４年５月現在","日本電機サービス製のＴＶ　ＣＯＮＴＲＯＬ　ＳＶ（ＴＸＳ－６３）を取付後、走行時にディスプレイにナビ画面が表示されなくなる現象が発生した。"
396,"2024年05月14日","神奈川県","ＨＰ","三菱","2019/05","3DA-CV1W","デリカ","35,000 Km","4N14","かじ取り","２０２０年頃","低速走行時にハンドルを回すと異音がし、違和感を感じる。"
397,"2024年05月14日","神奈川県","ＨＰ","三菱","2019/05","3DA-CV1W","デリカ","35,000 Km","4N14","その他","","純正ナビ（クラリオン製）の起動が著しく遅い。時々Ｂｌｕｅｔｏｏｔｈがつながらない。"
398,"2024年05月14日","福岡県","電話","トヨタ","2019/10","6AA-ZWE211W","カローラツーリング","68,000 Km","2ZR-1NM","制動装置","","走行中にブレーキコンピュータとエンジンコンピュータの異常の警告がでて、車両が走行不能になった。"
