番号,受付日,住所,申告方法,車名,通称名,初度登録年月,総走行距離,型式,原動機型式,不具合装置,発生時期,申告内容の要約
264,2021年04月05日,東京,ＨＰ,トヨタ,エスティマ,2006年05月,"184,260 Km",DBA-ACR50W,2AZ,かじ取り,２０１８年４月２０日,段差を走行中、ステアリング付近から異音が発生する。
265,2021年04月05日,東京,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｅ４００　４ＭＡＴＩＣ,2017年03月,"5,700 Km",RBA-213071,276,制動装置,２０２１年２月と４月,夜間に国道を走行中、対向車等が無いのにも関わらず５０ｋｍ／ｈから急ブレーキがかかった。
266,2021年04月05日,神奈川,電話,ＢＭＷ,ＢＭＷ　１１６ｉ,2011年12月,"33,000 Km",DBA-1A16,N13B16A,保安灯火,２０２０月１月頃（右）、２０２０年１１月,左右のヘッドライトが曇る。
267,2021年04月05日,千葉,ＨＰ,ニッサン,セレナ,2013年05月,"34,000 Km",DAA-HFC26,MR20-SM23,動力伝達,２０２１年０４月０２日,高速道路走行中にアクセルペダルを踏んでもエンジンの回転数は上がるが速度が上がらなくなり、最終的に走行不能となった。ディーラーで確認したところ、ＣＶＴのスチールベルトが損傷していた。
268,2021年04月05日,千葉,ＨＰ,ＢＭＷ,２１８ｄ　ＧｒａｎＴｏｕｒｅｒ,2017年06月,"14,200 Km",LDA-2E20,B47C20A,エンジン,２０２１年４月３日,高速道路を走行中にエンジン警告灯が点灯するとともに、アクセルペダルをいくら踏んでも一切加速しなくなった。
269,2021年04月05日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,三菱,ふそうファイター,2012年11月,"163,600 Km",QDG-FQ62F,6M60,動力伝達,不明,後退しようとしたところ、シフトレバーの手応えがなくなりギアが入らなくなった。ディーラーで確認したところシフトケーブルが切れていた。
270,2021年04月05日,茨城,ＨＰ,三菱,ふそうキャンター,2016年10月,"318,316 Km",TPG-FEB50,4P10,エンジン,２０２１年３月２９日,一般道を走行中、突然キャブバックの方からガチャガチャと音がしてエンジンストールし、再始動ができなくなった。
271,2021年04月05日,茨城,ＨＰ,スズキ,カプチーノ,1996年03月,"131,900 Km",E-EA21R,K6A,燃料装置,不明,キャニスタ又は２ウェイバルブの不具合により燃料タンクに負圧が生じ、また、フェールセーフの役割を持つ燃料キャップの圧力調整弁が廃止されたため、タンクが凹んだ。さらに変形により生じたしわに亀裂が生じ燃料がにじみ出ており危険な状態であった。
272,2021年04月05日,茨城,ＨＰ,三菱,ふそうキャンター,2016年10月,"255,677 Km",TPG-FEB50,4P10,動力伝達,２０２０年９月２１日,ＡＴ車であるのに発進時にエンストするようになった。低速時にはガラ音が出ることがある。
273,2021年04月05日,群馬,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2018年10月,不明,DBA-AGH30W,2AR,電気装置,不明,信号で停車したところエンストし、ハザードも点灯しなくなった。ディーラが調べたところバッテリー消失と診断された。
274,2021年04月05日,栃木,ＨＰ,三菱,ふそうスーパーグレート,2007年12月,"668,949 Km",BDG-FV50JJR,6M70,その他,２０２１年３月２５日,エアコンのプロペラの芯が熱で溶け、発火する直前だった。
275,2021年04月05日,愛知,ＨＰ,三菱,ふそうキャンター,2015年08月,"63,356 Km",TKG-FBA60,4P10,燃料装置,２０２１年４月３日,燃料ポンプに電源を供給するケーブルのコネクターが焼け焦げ、エンジンがかからなくなった。
276,2021年04月05日,愛知,ＨＰ,トヨタ,カローラスポーツ,2019年02月,"6,000 Km",6AA-ZWE211H,2ZR-1NM,動力伝達,２０２０年１１月４日,駐車場から発進時、左前（助手席側）から衝撃音がして、降りて確認したら車軸付近から部品が垂れ下がっていた。
277,2021年04月05日,愛知,ＨＰ,マツダ,ＣＸ－５,2015年03月,"58,000 Km",LDA-KE2FW,SH,電気装置,２０２１年４月３日,エンジンルームから異音がして、バッテリー異常の警告と安全な場所に停車せよとメッセージがパネルに表示された。ディーラーで確認したところ、オルタネーターからプーリーが脱落し、ベルトが外れていた。
278,2021年04月05日,大阪,ＨＰ,三菱,ふそうキャンター,2014年11月,"281,557 Km",TKG-FEB80,4P10,走行装置,２０２１年１月１６日～２０２１年４月２日,左後輪ハブボルト（インナーボルト）が抜け落ちた。
279,2021年04月05日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アルファード,2008年01月,不明,DBA-GGH20W,2GR,車枠・車体,不明,パールホワイト色塗装の車で、天井の塗装が剥がれた。
280,2021年04月05日,京都,ＨＰ,トヨタ,プリウスα,2012年04月,"39,900 Km",DAA-ZVW40W,2ZR-5JM,緩衝装置,２０２１年３月２８日,車検前の検査時、後輪右側緩衝装置ダンパーよりオイル漏れが発見された。
281,2021年04月05日,滋賀,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アクア,2016年12月,"38,000 Km",DAA-NHP10,1NZ-1LM,乗車装置,不明,左後部ドアの金属・ゴムが曲がっていた。
282,2021年04月05日,福岡,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,パレット,2008年03月,"134,400 Km",DBA-MK21S,K6A,エンジン,２０２１年４月１日,エンジン警告灯点灯していたが、エンジンオイルを入れるのを怠っていたところ、二人乗りで登坂時、坂道を上がりきれずエンジンが止まった。
283,2021年04月04日,茨城,ＨＰ,ニッサン,セレナ,2013年04月,"78,000 Km",DAA-HFC26,MR20-SM23,電気装置,２０２１年３月　中旬,エンジンをかけると結構大きな音がし、回転数が上がるとそれに伴い音も大きくなる。調査したところ、オルタネーター（発電機）が原因だろうと言われた。
284,2021年04月04日,栃木,ＨＰ,ニッサン,ノート,2015年12月,"6,500 Km",DBA-E12,HR12,動力伝達,２０２１年２月中古車購入時から,ＣＶＴ（無段変速機）の不良により、停止直前に大きなシフトショックが発生し、車が前方に押し出される。
285,2021年04月04日,愛知,ＨＰ,プジョー,２０８シエロ,2014年06月,"62,234 Km",ABA-A9HM01,HM01,車枠・車体,２０２０年１２月２１日,高速道路走行中、ルーフスポイラー上部が吹き飛んだ。
286,2021年04月04日,三重,ＨＰ,ホンダ,オデッセイ,2010年03月,"63,000 Km",DBA-RB3,K24A,保安灯火,２０２１年２月頃,ＬＥＤハイマウントストップランプが半分ほど不点灯になった。
287,2021年04月04日,島根,ＨＰ,ホンダ,Ｎ－ＢＯＸ＋,2014年07月,"65,000 Km",DBA-JF1,S07A,エンジン,２０２１年３月,走行中に車体が振動し、エンジン警告灯が点滅した。
288,2021年04月04日,岡山,ＨＰ,ヤマハ,Ｅ－Ｖｉｎｏ,2015年10月,不明,ZAD-SY11J,Y809E,電動機(モーター),２０２１年１月,専用充電器が１０回も使用しないうちに故障した。内部を確認したところ、コンデンサーの１つが破裂し、隣のＩＣチップが融けかけていた。
289,2021年04月04日,徳島,ＨＰ,フォルクスワーゲン,ゴルフ,2013年06月,"75,560 Km",DBA-AUCPT,CPT,動力伝達,２０２０年１１月頃から,前進走行時、１速から２速に変速する際に大きなショックが発生。またメーターパネルにも何度かエラーメッセージが表示された。２０２０年４月に発表したリコールと症状が同じである。
290,2021年04月03日,東京,ＨＰ,ホンダ,ステップワゴン　スパーダ,2015年08月,"56,170 Km",DBA-RP3,L15B,エンジン,２０２１年２月～,渋滞や信号待ち停車時にブレーキペダルを踏み、アイドリングストップ状態から走り出そうとする際、ブレーキを放してもセルが回らずエンストする。
291,2021年04月03日,東京,ＨＰ,トヨタ,ウイッシュ,2010年11月,"59,000 Km",DBA-ZGE20W,2ZR,エンジン,２０２１年４月２日,コンティニアスリバリアブルバルブリフト　コントローラの故障により、エンジン警告灯点灯、ＶＳＣランプ点灯、ＶＳＣＯＦＦランプ点滅　一時的にアクセル踏んでもスピードが出なくなった。
292,2021年04月03日,千葉,ＨＰ,トヨタ,マークＸ　ＧＲＭＮ,2015年08月,"13,743 Km",DBA-GRX133 改,2GR,車枠・車体,２０１７年,フロントバンパー・リアバンパーとボディーの接合部分がゆがんでいる。隙間が均一ではない。
293,2021年04月03日,愛知,ＨＰ,ニッサン,エクストレイルハイブリッド,2015年11月,"31,000 Km",DAA-HT32,MR20-RM31,動力伝達,２０２１年３月２８日,ＣＶＴの異常により、停止してから発進する時にエンジン回転数が上がり過ぎて速度も４０ｋｍ／ｈくらいしか出なくなった。
294,2021年04月03日,大阪,ＨＰ,メルセデス・ベンツ,Ｃ２００ステーションワゴン,2009年05月,"87,800 Km",DBA-204241,271,乗車装置,２０２１年３月１３日,平坦な道を走行中、突然に助手席のセーフティーヘッドレストが作動して開いた。そしてその数分後に部品が欠けて落ちた。
295,2021年04月03日,大分,ＨＰ,アウディ,ＴＴクーペ,2013年08月,"56,400 Km",ABA-8JCDA,CDA,保安灯火,２０２１年３月　購入後８年目,テールランプのバルブコネクタの接点が焼け、テールランプの片側が暗く、視認性が悪くなった。
296,2021年04月03日,鹿児島,ＨＰ,ホンダ,Ｎ－ＢＯＸ,2017年11月,"51,000 Km",DBA-JF3,S07B,保安灯火,２０２１年３月２４日,後部左側窓を開けようとしたところ異常な音がし　窓が少し開いたものの戻らなくなった。
297,2021年04月03日,沖縄,ＨＰ,ホンダ,Ｎ－ＷＧＮ,2015年08月,"42,700 Km",DBA-JH1,S07A,エンジン,２０２１年１月頃,エンジン始動時にセルモーターが正常動作しない。
298,2021年04月02日,長野,ＨＰ,スズキ,ワゴンＲスティングレー,2010年05月,"69,400 Km",DBA-MH23S,K6A,エンジン,不明,Ｄレンジで停止中に回転数が低下しエンジンチェックマークが出る。
299,2021年04月02日,東京,ＨＰ,メルセデス・ベンツ,Ｅ３５０ブルーテックＡＭＧ,2013年10月,"124,000 Km",LDA-212226C,642,排ｶﾞｽ･騒音,不明,ＮＯｘセンサーの故障により、走行中にエンジン警告灯が点灯した。ヤナセで診断機でＮＯｘセンサー故障と出る。
300,2021年04月02日,東京,ﾌﾘｰﾀﾞｲｱﾙ,メルセデス・ベンツ,Ｇ３５０ｄ,2017年12月,"22,500 Km",LDA-463348,642,保安灯火,不明,テールランプソケットが熱で溶損していたため、ランプの交換が出来ずユニット交換が必要になった。
301,2021年04月02日,東京,ﾌﾘｰﾀﾞｲｱﾙ,ランドローバー,ディスカバリー,2017年05月,"25,000 Km",LDA-LR3KA,306DT,排ｶﾞｽ･騒音,不明,ターボチャージャーの不良により、排気装置が詰まり、警告灯が点灯した。
302,2021年04月02日,神奈川,ＨＰ,ホンダ,フィット,2015年03月,"35,500 Km",DBA-GK5,L15B,エンジン,一年以内,赤信号待ちでアイドリングストップになり、青信号で車を動かそうとするとエンジンストップ・エンスト状態になった。
303,2021年04月02日,神奈川,ＨＰ,スバル,レガシィツーリングワゴン,2013年01月,"77,000 Km",DBA-BRG,FA20,制動装置,２０２１年１月頃,エンジン始動時、ブレーキペダルが硬くなる。
304,2021年04月02日,千葉,ＨＰ,トヨタ,ランドクルーザー,2012年04月,"53,463 Km",CBA-URJ202W,1UR,保安灯火,２０２１年３月２１日,駐車（エンジン停止）時に、勝手にハザードランプが点灯し、消灯出来なくなった。
305,2021年04月02日,千葉,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,プリウス,2013年06月,"72,800 Km",DAA-ZVW30,2ZR-3JM,電動機(モーター),不明,高速道路を走行するなどで、駆動バッテリーが過充電気味になると、硫化水素のような卵の腐乱臭が車室内に充満する。
306,2021年04月02日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,その他,ＬＥＤ１０ＥＸ,不明,不明,LED10EX-1,不明,装置その他,２０２１年２月１４日,ＢＭＷ　Ｆ７００ＧＳに株式会社ＳＰＲＥＡＤ社製ＬＥＤライトを装着し、林道を走行していたところ、突然発火した。
307,2021年04月02日,栃木,ＨＰ,スバル,インプレッサスポーツ,2013年03月,"60,000 Km",DBA-GP3,FB16,乗車装置,２０１７年、２０１９年、２０２０年、２０,ドアロックアクチュエーターの不良により、ドアロックが動作しない時がある。
308,2021年04月02日,栃木,ＨＰ,スバル,インプレッサスポーツ,2013年03月,"60,000 Km",DBA-GP3,FB16,かじ取り,２０２１年３月,コンビニ駐車場に停止後エンジン停止ドアロックを作動させ、買い物が終わりエンジンをかけようとした所、ハンドルロックを解除してくださいとメッセージが出た、ハンドルロックを解除しようとしたが解除出来なかった。
309,2021年04月02日,愛知,ＨＰ,ニッサン,ＤＡＹＺハイウェイスターｘ,2021年02月,不明,5AA-B44W,BR06-SM21,制動装置,２０２１年３月２７日、３月３１日,国道の左車線を５０ｋｍ／ｈから６０ｋｍ／ｈ走行中、前方後方に車両十分な車間距離があるのに衝突被害軽減ブレーキが作動した。
310,2021年04月02日,京都,来訪,ダイハツ,タント,2009年06月,不明,CBA-L375S,KF,エンジン,３月３０日,一般道を走行中、急に加速してエンジンの回転が戻らなくなった。ブレーキペダルを踏んだが止まらず、キーを回してエンジンを停止した。修理工場に入庫後、エンジンスタートをすると、エンジンが吹き上がり、その状態でスロットルを確認したところ閉まっていることを確認した。その後、再現しなくなった。
311,2021年04月02日,兵庫,電話,トヨタ,アルファード,2009年12月,"110,000 Km",DBA-ANH20W,2AZ,エンジン,一昨年ぐらいから,エンジンオイルの消費が激しく、２～３０００ｋｍ毎に１Ｌ減っている。
312,2021年04月02日,岡山,ＨＰ,フォルクスワーゲン,ゴルフ,2007年09月,"50,600 Km",GH-1KBLP,BLF,保安灯火,最近,右ヘッドライトが点灯しなくなり電球を交換しようと思ったら、ヘッドライト内の全ての配線の被覆がボロボロで銅線むき出しになって他の配線と接触していた。左も同じようになっていた。
313,2021年04月02日,長崎,ＨＰ,ダイハツ,ミライース,2012年05月,"153,217 Km",DBA-LA300S,KF,エンジン,車検直後,高速道路走行中にｅｃｏｉｄｌｅマークが警告点滅し、直後ＣＶＤ警告灯が点滅した。
314,2021年04月01日,新潟,ﾌﾘｰﾀﾞｲｱﾙ,ＢＲＰ,Ｃａｎ－Ａｍ　Ｒｙｋｅｒ　９００,2020年01月,"8,000 Km",2FG,ROTAX900ACE,保安灯火,不明,後部右方向指示器が２回折れた。
315,2021年04月01日,新潟,ﾌﾘｰﾀﾞｲｱﾙ,ＢＲＰ,Ｃａｎ－Ａｍ　Ｒｙｋｅｒ　９００,2020年01月,"8,000 Km",2FG,ROTAX900ACE,走行装置,不明,ホイールナットのリコールが出ている車両で、ナットが折損してホイールが外れた。メーカーで調べたところ、リコール措置で交換される対策品ではなかった。
316,2021年04月01日,東京,ＨＰ,トヨタ,プリウス,2016年04月,"16,500 Km",DAA-ZVW51,2ZR-1NM,車枠・車体,登録から約５年,助手席側Ｃピラーカバーのクリア塗装が剥げた。
317,2021年04月01日,東京,ＨＰ,トヨタ,プリウス,2016年04月,"16,500 Km",DAA-ZVW51,2ZR-1NM,保安灯火,登録から約４年頃,テールクリアレンズ内の数カ所が白く濁った。
318,2021年04月01日,茨城,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,ハスラー,2018年12月,不明,DAA-MR41S,R06A-WA04A,制動装置,不明,昼間、カーブを走行中に自動ブレーキが作動し、５０ｋｍ／ｈから１０ｋｍ／ｈに減速した。
319,2021年04月01日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,フォルクスワーゲン,ポロ,2010年09月,"84,800 Km",DBA-6RCBZ,CBZ,エンジン,不明,点検時、シリンダヘッドカバーの亀裂による油漏れが見つかった。
320,2021年04月01日,三重,ＨＰ,マツダ,デミオ,2015年04月,"80,000 Km",LDA-DJ5FS,S5,動力伝達,２０２１年３月２９日,走行中にミッションが３速にしか入らない。
321,2021年04月01日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,スズキ,スペーシア,2014年06月,"75,000 Km",DBA-MK32S,R06A,その他,不明,コンプレッサーの不良により、エアコンが効かない。
322,2021年04月01日,奈良,ＨＰ,ＢＭＷ,ＡｃｔｉｖｅＨｙｂｒｉｄ５,2012年08月,不明,DAA-FZ35,N55B30A-M230,動力伝達,２０２０年８月,公道を走行中、一旦停止後に再発進したところ、車体が激しく振動し、ギアがロックされたような状態で走行不能となり、急停止した。再始動後は、１０ｋｍ／ｈ以下でしか走行できなくなった。
1,2021年05月31日,北海道,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ハイエース,2003年04月,"101,000 Km",KG-LH178V,5L,エンジン,不明,タイミングベルトの警告灯が点灯した。
2,2021年05月31日,岩手,ﾌﾘｰﾀﾞｲｱﾙ,ホンダ,フィット,2016年09月,"41,000 Km",DAA-GP6,LEB-H1,動力伝達,不明,トランスミッションの油漏れでエンストした。
3,2021年05月31日,東京,ＨＰ,スバル,ＷＲＸ　ＳＴＩ,2019年06月,"25,000 Km",CBA-VAB,EJ20,かじ取り,購入当初から現在まで,駐車時の据え切り時にハンドルコラム付近からキューまたはブッ！と異音が出る。
4,2021年05月31日,東京,ＨＰ,ヤマハ,ＳＲ４００,2020年08月,不明,2BL-RH16J,H342E,エンジン,２０２０年６月から１１月,停止または低速走行時、１速でクラッチを握っているとエンジンが止まることがある。
5,2021年05月31日,東京,ＨＰ,トヨタ,ＲＡＶ４,2021年04月,不明,6AA-AXAH54,A25A-3NM-4NM,車枠・車体,２０２１年４月２０日,ルーフレールから雨漏りする。
6,2021年05月31日,東京,ＨＰ,ホンダ,ＶＥＺＥＬ,2015年03月,"49,600 Km",DAA-RU3,LEB-H1,制動装置,２０２０年４月,電子パーキングブレーキの動作時に「キュッ、キューッ」とカモメが鳴くような異音がするようになった。
7,2021年05月31日,東京,ＨＰ,ヤマハ,ＳＲ４００,2020年06月,不明,2BL-RH16J,H342E,エンジン,２０２０年６月から１１月,停止または低速走行時、１速でクラッチを握っているとエンジンが止まることがある。
8,2021年05月31日,神奈川,ﾌﾘｰﾀﾞｲｱﾙ,ＢＭＷ,ＭＩＮＩ,2015年04月,"23,000 Km",LDA-XD20F,N47C20A,エンジン,不明,整備後のディーラーでの試運転中に、エンジン内部が破損し、エンストした。
9,2021年05月31日,埼玉,ﾌﾘｰﾀﾞｲｱﾙ,ＵＤトラックス,クオン,2010年07月,"618,400 Km",ADG-CV2YL,MD92,乗車装置,不明,リモコンキーで施錠・解錠したのち、シリンダーに鍵を挿し、ドアを閉めて離れたところ、勝手に施錠されて閉め出されてしまった。
10,2021年05月31日,栃木,ＨＰ,カワサキ,ＺＲＸ１２００　ＤＡＥＧ,2010年10月,"48,519 Km",EBL-ZRT20D,ZRT20AE,エンジン,アイドリングで停車時,ＥＣＵ不具合により電動ファンが動かず、オーバーヒートの警告灯が点灯し冷却水がリザーブタンクから噴き出した。
11,2021年05月31日,栃木,ＨＰ,カワサキ,ＺＲＸ１２００　ＤＡＥＧ,2010年10月,"48,519 Km",EBL-ZRT20D,ZRT20AE,エンジン,アイドリングで停車時,ＥＣＵ不具合により電動ファンが動かず、オーバーヒートの警告灯が点灯し冷却水がリザーブタンクから噴き出した。
12,2021年05月31日,愛知,ＨＰ,スバル,ＸＶ,2013年08月,"19,000 Km",DBA-GP7,FB20,動力伝達,２０２１年５月２９日,ＣＶＴ（トランスミッション）の故障によりＰ、Ｒ、Ｎレンジで異音が発生する。
13,2021年05月31日,愛知,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,アクア,2012年06月,"160,000 Km",DAA-NHP10,1NZ-1LM,保安灯火,不明,バックランプに水が浸入し不点灯になった。
14,2021年05月31日,静岡,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,シエンタ,2013年09月,"55,000 Km",DBA-NCP81G,1NZ,制動装置,不明,駐車ブレーキを解除しても駐車ブレーキ・ＡＢＳ表示が消えない。
15,2021年05月31日,大阪,ＨＰ,ニッサン,セレナ,2013年01月,"79,044 Km",DAA-HC26,MR20-SM23,電気装置,半年前,オルタネーターの不良によりエンジンをかけるとエンジンルームから異音がする。
16,2021年05月31日,大阪,ﾌﾘｰﾀﾞｲｱﾙ,トヨタ,ポルテ,2016年11月,"13,000 Km",DBA-NSP141,2NR,その他,不明,プリクラッシュセーフティ歩行者用のデータを書き換えた後、カーナビの「地図ソフト認識出来ません」という警告が出た。
17,2021年05月31日,広島,ＨＰ,マツダ,アテンザ,2013年06月,"144,000 Km",LDA-GJ2FW,SH,エンジン,２０２１年５月,バイパスを走行中に速度が出なくなり、水温警告が数分後に一瞬表示された。路肩にとめて確認すると、樹脂製冷却水パイプが破裂していた。
18,2021年05月31日,広島,ＨＰ,スバル,ＸＶハイブリッド,2014年02月,"75,000 Km",DAA-GPE,FB20MA-1,制動装置,２０２１年２月頃,エンジン始動時にブレーキペダルが硬くなっており、強く踏み込まないとエンジンがかからない。
19,2021年05月31日,熊本,ﾌﾘｰﾀﾞｲｱﾙ,いすゞ,ビッグホーン,不明,"260,000 Km",KH-UBS73GW,4JX1,エンジン,不明,坂の途中で停車したため、ディーラーで確認してもらったところ、クランクシャフト内オイルリング等のすり減りと診断された。
20,2021年05月30日,北海道,ＨＰ,シボレー,トレイルブレイザー,2004年06月,"147,000 Km",GH-T360,4L,燃料装置,不明,給油ホースと燃料タンクの繋ぎに亀裂があって燃料が漏れているような染み跡がある。
21,2021年05月30日,宮城,ＨＰ,ニッサン,ＤＡＹＺ,2020年11月,"5,443 Km",4AA-B45W,BR06-SM21,制動装置,２０２１年５月１３日　１８時１０分頃,下り坂に面している駐車場からバックで車を出し、ブレーキペダルを踏んでシフトチェンジをしようとした際にブレーキが効かずに前進したため、エンストを起こし、坂をくだって山に激突した。
22,2021年05月30日,福島,ＨＰ,三菱,デリカＤ５,2015年05月,"90,000 Km",LDA-CV1W,4N14,排ｶﾞｽ･騒音,２０２０年１０月,エキゾーストマニホールドからの排気ガス漏れにより、車内が排ガス臭くなる。
23,2021年05月30日,東京,ＨＰ,スバル,レガシィ　アウトバック,2018年04月,"30,000 Km",DBA-BS9,FB25,緩衝装置,２０２１年４月１０日,左後ろのショックアブソーバーからオイルが漏れた。
24,2021年05月30日,千葉,ＨＰ,ニッサン,セレナ,2013年05月,"72,272 Km",DAA-HFC26,MR20-SM23,エンジン,２０１７年５月４日、２０２１年５月２４日,路肩に停車中にエンジンルームから発煙した。すぐにエンジンを停止し、エンジンルームを見ると、冷却水が沸騰して吹き出し蒸発して発煙していた。整備工場で確認したところ、ラジエーターファンモーターの故障と判った。
25,2021年05月30日,千葉,ＨＰ,ニッサン,セレナ,2013年05月,"67,357 Km",DAA-HFC26,MR20-SM23,電気装置,２０２０年１１月１４日,オルタネーターの不良により、エンジンルームから異音が発生した。
26,2021年05月30日,栃木,ＨＰ,ＢＭＷ,１１６ｉ,2015年02月,"39,200 Km",DBA-1A16,N13B16A,保安灯火,２０２０年６月及び２０２１年５月,ヘッドライト内部が結露した。
27,2021年05月30日,愛知,ＨＰ,マツダ,ＣＸ－５,2014年05月,"42,400 Km",LDA-KE2AW,SH,エンジン,２０２０年,エンジンのシリンダに亀裂が発生してオイル漏れ発生したため、駐車場にオイル汚れが着くようになった。
28,2021年05月30日,静岡,ＨＰ,ホンダ,ＮＣ７００Ｘ,2013年02月,"32,203 Km",EBL-RC63,RC61E,動力伝達,２０２１年５月,ＤＣＴ搭載車で走行中や停止中にギア表示が「－」となり自動変速しなくなった。エンジンを一度切って再始動したところ復旧した。販売店で確認したところシフターピンが破損していた。
29,2021年05月30日,岐阜,ＨＰ,ニッサン,セレナ,2013年05月,"50,000 Km",DAA-HFC26,MR20-SM23,車枠・車体,２０２０年８月１１日ごろ,他との接触もなく洗車回数も多くないのにピラー・ボンネット・ボディ側面の複数個所の塗装が剥がれてきた。
30,2021年05月30日,岐阜,ＨＰ,ニッサン,セレナ,2013年05月,"50,000 Km",DAA-HFC26,MR20-SM23,保安灯火,２０２１年５月１日ごろ,接触歴がないのにも関わらずハイマウントストップランプが中央で縦に割れた。
31,2021年05月30日,岐阜,ＨＰ,ニッサン,セレナ,2013年05月,"50,000 Km",DAA-HFC26,MR20-SM23,保安灯火,２０２１年５月１日ごろ,接触歴がないのにも関わらずハイマウントストップランプが中央で縦に割れた。
32,2021年05月30日,京都,ＨＰ,三菱,アウトランダーＰＨＥＶ,2019年09月,"9,584 Km",5LA-GG3W,4B12-S61-Y61,電気装置,２０２１年４月,電源コンダクター不良により、パネルにＥＶシステム点検と表示されエンジンがかからなくなった。
33,2021年05月30日,滋賀,ＨＰ,ニッサン,セレナ,2005年08月,"160,000 Km",CBA-C25,MR20,燃料装置,２０２１年２月,ガソリンタンク内の仕切り板が外れ、異音が出るようになった。
34,2021年05月30日,大分,ＨＰ,ニッサン,セレナ,2014年02月,"68,400 Km",DAA-HC26,MR20-SM23,電気装置,２０２１年５月,オルタネーターの不良により、走行中に突然エンジンルームからガラガラといった異音が発生した。
35,2021年05月29日,北海道,ＨＰ,ＢＭＷ,ミニクーパー,2014年09月,"55,000 Km",LDA-XD20A,N47C20A,エンジン,エンジン始動直後,エンジン始動直後に異音が発生したため点検したところ、バイブレーションダンパーのゴム部に割れがあり、ガタが出ていた。
36,2021年05月29日,神奈川,ＨＰ,メルセデス・ベンツ,Ｃ３５０ｅ,2018年01月,"11,565 Km",DLA-205047,274-EM0011,車枠・車体,２０２１年５月２３日,高速道路を走行中にパノラマルーフの一部（前部分）が剥がれて飛んだ。
37,2021年05月29日,愛知,ＨＰ,トヨタ,アクア,2012年07月,"46,200 Km",DAA-NHP10,1NZ-1LM,保安灯火,２０２０年,雨が降ると、右テールランプ内に水が溜まり、レンズが水滴で曇る。
38,2021年05月29日,兵庫,ＨＰ,スズキ,ソリオバンディット,2014年06月,"50,000 Km",DBA-MA15S,K12B,エンジン,２０２０年,屋上駐車場に登る際にたまに加速せずに減速してしまう。
39,2021年05月29日,兵庫,ＨＰ,スズキ,ソリオバンディット,2014年06月,"50,000 Km",DBA-MA15S,K12B,エンジン,２０１６年,走行中にエンジン回転数が不安定になりノッキングする。
40,2021年05月29日,広島,ＨＰ,フォルクスワーゲン,シロッコ,2011年10月,"84,700 Km",DBA-13CAV,CAV,エンジン,２０２１年５月,タイミングチェーンの不良により、冷間時エンジンを始動すると異音がし、しばらく様子を見ていると再始動不可になった。
41,2021年05月29日,愛媛,ＨＰ,スバル,レガシィＢ４,2015年07月,"130,000 Km",DBA-BN9,FB25,制動装置,２０２０年７月,エンジン停止後、しばらくしてエンジンをかけようとするとブレーキペダルが固く、エンジンが始動しづらい。エンジン始動後は、固さが元に戻る。
42,2021年05月29日,福岡,ＨＰ,ＢＭＷ,３２０ｉツーリング,2012年12月,"40,000 Km",ABA-VR20,N46B20B,エンジン,２０２０年８月,エンジンから白煙が上がり、緊急停車した。工場に持ち込むとタペットカバーガスケットよりオイル漏れ、バキュームポンプよりオイル漏れが確認された。
43,2021年05月29日,福岡,ＨＰ,ＢＭＷ,３２０ｉツーリング,2012年12月,"40,000 Km",ABA-VR20,N46B20B,緩衝装置,２０２０年８月,リアサスペンション不良により、走行中の段差でリアが跳ねて、ハンドルの制御を失いかけた。
44,2021年05月29日,大分,ＨＰ,ホンダ,フィット,2015年01月,"68,300 Km",DBA-GK3,L13B,エンジン,２０２１年４月,アイドリングストップ後にエンジンがかからない。
45,2021年05月29日,鹿児島,ＨＰ,ニッサン,セレナ,2015年02月,"54,200 Km",DAA-HFC26,MR20-SM23,動力伝達,２０２１年５月,ＣＶＴの油圧システム異常により、走行中に、突然アクセル操作が効かなくなり減速した。
46,2021年05月29日,鹿児島,ＨＰ,ニッサン,セレナ,2015年02月,"54,200 Km",DAA-HFC26,MR20-SM23,電気装置,２０２１年５月,オルタネーターの不良により、エンジンルーム内から異音が出るようになった。
47,2021年05月28日,埼玉,ＨＰ,ダイハツ,アトレーワゴン,2008年09月,"245,610 Km",ABA-S321G,KF,エンジン,走行距離１６００００ｋｍの購入時より,２０００ｋｍ走行するとタペットカバーパッキンからエンジンオイルが警告灯がつくほどに漏れる。タペットカバーパッキン交換し、オイル漏れを止めても３０００ｋｍ走行するとオイルゲージのＬｏｗレベルに届かないほどまで減る。
