番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
2251,"2022年07月25日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2018/06","CBA-VAB","ＷＲＸ　ＳＴＩ","10,000 Km","EJ20","保安灯火","","車庫保管で雨天未走行にて管理をしている車であるにもかかわらず、前照灯レンズの下部が曇った。"
2252,"2022年07月25日","埼玉県","ＨＰ","スバル","2018/09","EBD-S500J","サンバートラック","216,000 Km","KF","制動装置","２０２２年７月１３日","橋の下りスロープにてブレーキを掛けたら、スマートアシストが作動し、スマートアシスト機能が優先されているような状態になり、ブレーキをいくら踏んでも効かなくなった。ＡＢＳのガガガガという反応もあったが、そのブレーキの力が非常に弱い状態でブレーキペダルを踏みこんでもブレーキは強まらないまま、ブレーキペダルからの操作を受け付けず、全くスピードが落ちなかったために追突事故になった。"
2253,"2022年07月25日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2003/12","TA-MNH10W","アルファード","170,000 Km","1MZ","エンジン","","エンジンを始動し、ギアをニュートラルにしたところ、エンジンが大きくふけあがった。"
2254,"2022年07月25日","北海道","ＨＰ","トヨタ","2012/03","LDF-KDH206V","レジアスエース","111,055 Km","1KD","車枠・車体","２０２２年６月１５日","ボディ全体の塗装が剥がれた。"
2255,"2022年07月25日","茨城県","ＨＰ","ホンダ","2017/11","DBA-RC1","オデッセイ","1,449 Km","K24W","かじ取り","２０２２年７月２４日","メーターパネルに警告表示がされ、ハンドルが重くなり正常な操作ができなくなった。"
2256,"2022年07月25日","静岡県","ＨＰ","ニッサン","2006/02","TA-WFGY61","サファリ","92,800 Km","TB48","その他","２０２２年７月２３日","燃料の残量がタンクの半分を下回ると燃料計が動かなくなる不具合により、タンクに入っている実際の燃料残量と燃料計の指示値が異なり、それに気付かず燃料切れになり道路上でエンストした。"
2257,"2022年07月25日","山形県","ＨＰ","ホンダ","2019/02","DBA-JF3","Ｎ－ＢＯＸ","15,230 Km","S07B","保安灯火","２０２２年７月２３日","右側リヤスライドドアガラスを作動させると「ガタガタ」異音が出て、複数回動かしたら、ウインドウガラスが落ちた。ディーラーにて確認してもらったところ、レギュレータとドアガラスの交換が必要と診断された。"
2258,"2022年07月24日","愛知県","ＨＰ","アウディ","2014/01","DBA-4GCHVS","アウディＡ６アバント　２．８ｑ","58,700 Km","CHV","燃料装置","２０２２年３月","一般道を通常通り走行していたところ何の警告もなく突然エンジンが停止した。路肩に停車後、再始動を試みたが再始動できなかったため、レッカーでディーラーに持ち込んだ。ディーラーからは、燃料ゲージセンサー故障のエラーコードなので部品交換が必要と言われた。"
2259,"2022年07月24日","東京都","ＨＰ","トヨタ","2014/01","DBA-ZGE20W","ウィッシュ","80,793 Km","2ZR","動力伝達","２０２２年７月１６日","走行中、青信号でスタート後、５～６秒後にエンジンが突然停止した。ディーラーで確認の結果オルタネーターの不具合が原因と診断された。"
2260,"2022年07月24日","埼玉県","ＨＰ","トヨタ","2008/12","DAA-NHW20","プリウス","181,256 Km","1NZ-3CM","エンジン","２０２２年７月９日","一般道運転中に警告灯点灯などなく、５０ｋｍ／ｈ程度の速度で運転中に電源を喪失した。側道へ安全確保、停止後にボンネットから白い煙とこげた異臭がしたため、車から離脱した。数分後、ボンネットを開けたところ助手席側から異臭を感じた。ディーラーで、ハイブリッドのウォーターポンプが壊れていると診断された。"
2261,"2022年07月24日","島根県","ＨＰ","ホンダ","2021/03","6BA-JH3","Ｎ－ＷＧＮ　Ｃｕｓｔｏｍ","20,000 Km","S07B","制動装置","２０２２年７月２１日","直進道路を走行中障害物もないのに緊急停止ブレーキが作動し、６０ｋｍ／ｈから２０ｋｍ／ｈ位まで減速した。"
2262,"2022年07月24日","埼玉県","ＨＰ","ニッサン","2014/06","DAA-HFC26","セレナ","49,576 Km","MR20-SM23","動力伝達","２０２２年７月","加速時・走行時にノッキング、車体振動が発生する。ディーラーで確認したところ、ＣＶＴ異常で交換が必要と診断された。"
2263,"2022年07月24日","神奈川県","ＨＰ","フォルクスワーゲン","2015/04","DBA-AUCPT","ＶＷゴルフ　１．４／１０３ｋＷ","47,300 Km","CPT","保安灯火","２０２２年７月","フロントガラス上部（特に両サイド）が剥がれてきて、そこにゴミが溜まったり、気泡が入り込んでいて、見た目も気持ち悪くなっている。"
2264,"2022年07月23日","長野県","24時間電話","ニッサン","2011/06","DBA-FC26","セレナ","72,000 Km","MR20","保安灯火","２０２２年６月２９日","サイドミラーベース表面のグラスファイバーがむき出しになっていて清掃時に指に刺さり負傷した。"
2265,"2022年07月23日","大阪府","ＨＰ","アウディ","2011/05","ABA-8TCFSF","アウディ　ＲＳ５","48,200 Km","CFS","動力伝達","２０２２年６月１７日","市街地走行中、突然メーター内に警告音と色々な警告ランプが点灯し、ミッションが２速と４速しか入らない状態になった。ディーラーで確認したところ、ギアトレーンバルブ３に電気的故障入力があり、メカトロニクス内部不良で交換が必要と診断された。"
2266,"2022年07月23日","神奈川県","ＨＰ","ＢＭＷ","2012/03","LDA-ZW30S","ＢＭＷ　Ｘ５　ｘＤｒｉｖｅ　３５ｄ","115,000 Km","N57D30A","排ｶﾞｽ･騒音","","走行中にアドブルーシステムの故障警告が出て、残走行距離約７００ｋｍと表示された。"
2267,"2022年07月23日","福井県","ＨＰ","ホンダ","2017/03","DAA-GB8","ＦＲＥＥＤ","103,552 Km","LEB-H1","制動装置","２０２２年７月２３日","運転席足元のフロアマットにオイルが滴下していたため、整備工場で確認したところ、ブレーキペダルの先にあるブレーキマスターシリンダー（ペダルフィールシミュレーター）よりオイル漏れがあった。"
2268,"2022年07月23日","岐阜県","ＨＰ","ホンダ","2017/11","DBA-JH1","Ｎ－ＷＧＮ","82,000 Km","S07A","保安灯火","２０２２年７月","左右テールランプのクリアカバーの内側から線が入りだし、亀裂が広がった。"
2269,"2022年07月23日","愛知県","ＨＰ","ダイハツ","2009/02","CBA-L405S","ソニカ","131,600 Km","KF","動力伝達","２０２２年７月１４日","エンジン始動時に毎回、ＡＢＳとサイドブレーキのインジケータが点灯するようになり、そのままアイドリング状態で放置しておくとシフトインジケータのＰとＤのランプも交互に点灯するようになる。"
2270,"2022年07月23日","富山県","ＨＰ","メルセデス・ベンツ","2011/12","DBA-204347","Ｃ２５０　クーペ","82,000 Km","271","電気装置","２０２２年７月２２日","メーターパネルにストップランプ・ウインカーの警告灯が出たため、確認したところ、テールランプのコネクターが溶けて外れていた。"
2271,"2022年07月23日","熊本県","ＨＰ","アルファロメオ","2021/10","3DA-94922","ステルヴィオ","4,500 Km","55284529","動力伝達","購入当初から","アクセルＯＦＦもしくはブレーキングで減速中に３５ｋｍ／ｈ付近でギア切り替わったと思われるタイミングで加速してしまう。"
2272,"2022年07月23日","岡山県","ＨＰ","ニッサン","2015/12","DAA-HFC26","セレナ","89,000 Km","MR20-SM23","電気装置","２０２２年６月末頃","エンジンをかけた時やアクセルを踏み込んだ時エンジンからうなり音が発生した。整備工場で確認したところ、オルタネーターの不具合であるため、交換を要すると診断された。"
2273,"2022年07月22日","愛知県","ＨＰ","スバル","2021/04","4BA-VN5","レヴォーグ","6,843 Km","CB18","電気装置","２０２２年５月９日","バック中にバックソナーが作動しなくなった。メーターを確認したところ「ＲＡＢＯＦＦ」「Ｐソナーオフ」の表示が点灯していた。車両設定を開きＲＡＢ、ＰソナーをＯＮにしようと試みたができなかった。その後、３回ほどエンジンの再始動を試したところ復帰した。"
2274,"2022年07月22日","北海道","ＨＰ","シトロエン","2020/03","3DA-B787AH01","Ｃ４スペースツアラー","14,500 Km","AH01","排ｶﾞｽ･騒音","２０２２年４月","走行中、メーターパネルに「エンジン故障　要修理」「ＡｄＢｌｕｅ　警告ランプ点灯」「排気システム　故障」「排気システム故障エンジン停止まであと１０５０ｋｍ」の警告表示が出た。"
2275,"2022年07月22日","岐阜県","ＨＰ","ルノー","2021/07","7BA-DFM5P","アルピーヌＡ１１０","16,000 Km","M5P","燃料装置","２０２２年７月２０日","燃料ポンプのリコールを済ませた車で、走行中に前触れなくエンジンが停止し、警告表示が出た。"
2276,"2022年07月22日","宮崎県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2015/03","LDA-DJ5FS","デミオ","73,400 Km","S5","制動装置","","自分でブレーキパッドを変えようと思い、前輪を点検したところ、右前輪ブレーキローターが左前輪に比べて径の小さいものが装着されていた。"
2277,"2022年07月22日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2019/03","6AA-AZSH20","クラウン","19,000 Km","A25A-1KM","動力伝達","","点検整備に出したところ、右後輪ドライブシャフトのブーツが破れていることが判った。"
2278,"2022年07月22日","京都府","ＨＰ","マツダ","2013/09","LDA-KE2FW","ＣＸ－５","72,000 Km","SH","保安灯火","２０１９年、２０２１年、２０２２年７月２","左右のドアミラーが電動格納できなくなった。"
2279,"2022年07月22日","岩手県","ＨＰ","スズキ","2006/05","EBD-DA36T","キャリイ","75,000 Km","K6A","保安灯火","年に数回","リヤテールランプの球切れが年に数回起こる。自分で電球の交換を行っているが、数ヶ月するとまた切れている。"
2280,"2022年07月22日","岩手県","ＨＰ","スズキ","2006/05","EBD-DA36T","キャリイ","75,000 Km","K6A","動力伝達","","デフ内部から異音が発生する。３年くらい前に一度修理をしたが、再発した。"
2281,"2022年07月22日","茨城県","ＨＰ","ニッサン","2017/01","DAA-HE12","ノート","41,000 Km","HR12-EM57","その他","２０２１年の夏、２０２２年の夏","一般道を走行中、エアコンの効きが悪く、設定温度を下げるも熱風が送風された。ディーラーで修理を受け２０２１年は持ち直したが、２０２２年は完全に熱風の噴出のみとなった。"
2282,"2022年07月22日","愛知県","ＨＰ","ルノー","2021/09","7BA-DFM5P","アルピーヌＡ１１０","4,300 Km","M5P","燃料装置","２０２２年７月１８日","アイドリング中にエンジンが突然停止した。始動ボタンを押してもセルが回るだけで始動しない。ディスプレイには＇ｅｎｇｉｎｅ　ｆａｉｌｅｒ　ｈａｚａｒｄ＇が表示され、続いて＇ｉｇｎｉｔｉｏｎ　ｅｒｒｏｒ＇が表示された。"
2283,"2022年07月22日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2013/03","DBA-BRG","レガシィ","47,600 Km","FA20","制動装置","","ブレーキマスターバッグの負圧保持不良により、ブレーキペダルの踏みごたえが固くなり、踏みこめずに始動困難に陥る。"
2284,"2022年07月22日","奈良県","ＨＰ","メルセデス・ベンツ","2022/05","4AA-290661","メルセデスＡＭＧ　ＧＴ５３　４Ｍ＋","2,200 Km","256-EM0014","エンジン","２０２２年７月５日","出発時、低速走行の状態で、アイドリングが不安定になりエンジン回転があがらなくなりパワーが出ない状態になった。エンジンを掛け直したところ、その後一時的に回復したが高速の料金所や渋滞で低速走行になると、同じ症状が出て、結果的にアイドリングが不安定となりエンストし路肩に停車した。"
2285,"2022年07月22日","北海道","ＨＰ","スバル","2013/10","DBA-G13","インプレッサ","43,000 Km","FB16","エンジン","２０２２年７月","オイルコントロールバルブ３か所からオイル漏れがあった。"
2286,"2022年07月22日","北海道","ＨＰ","ホンダ","2022/04","8BL-SD10","ＣＲＦ１１００Ｌ　Ａｆｒｉｃａ　Ｔｗｉｎ","5,000 Km","SD08E","動力伝達","新車購入時から","下り坂で停止して地面に足を付く時にステップの前側に足が出るので高温のミッションケースに足が触れて火傷した。"
2287,"2022年07月21日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ニッサンＭＴ","2021/02","6AA-P15","キックスｅ－ＰＯＷＥＲ","","HR12-EM57","制動装置","購入して間もなくから","走行中、特に衝突の危険が無いのにも関わらず、衝突被害軽減ブレーキが作動することがある。"
2288,"2022年07月21日","愛知県","ＨＰ","ルノー","2020/04","ABA-DFM5P","アルピーヌ　Ａ１１０","11,500 Km","M5P","電気装置","２０２２年１月","走行中に充電系のエラー表示が点灯した。路側帯に退避したところ、エンジンと電気系の全てがオフになった。ディーラーで確認したところ、オルタネーターのプーリー部の不具合で発電していない状態と診断された。"
2289,"2022年07月21日","大阪府","ＨＰ","フォルクスワーゲン","2011/12","DBA-1TCAV","ＶＷゴルフ　トゥーラン１．４　１０３ｋＷ","59,300 Km","CAV","エンジン","２０２２年７月２０日","ウォーターポンプからのガタつき音鳴りが発生した。"
2290,"2022年07月21日","東京都","ＨＰ","トヨタ","2007/09","DBA-GSA33W","ヴァンガード","90,600 Km","2GR","かじ取り","２０２２年６月２１日","車体にかじとり装置を固定するブラケットに関わるリコール（国２９１４）について対象外の車で、走行中にハンドルが下に脱落し、舵取り不能になった。"
2291,"2022年07月21日","岐阜県","ＨＰ","ＢＭＷ","2012/09","DBA-1A16","ＢＭＷ１１６ｉ","115,200 Km","N13B16A","保安灯火","","雨天時、ヘッドライト内に水が溜まる。"
2292,"2022年07月21日","香川県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2015/02","DAA-HFC26","セレナ","110,000 Km","MR20-SM23","電気装置","２０２２年７月","オルタネーターの不良により、走行中に異音が出るようになり、その後モニターに異常表示が出て通常の走行が出来なくなった。"
2293,"2022年07月21日","東京都","ＨＰ","ルノー","2019/04","ABA-DFM5P","アルピーヌＡ１１０","19,700 Km","M5P","燃料装置","２０１９年１回、２０２１年１回、２０２２","燃料ポンプのリコール対象で修理を済ませた車において、燃料ポンプが故障して走行中に突然エンジンエラーメッセージと警告音がなり、エンジンが止まった。"
2294,"2022年07月21日","東京都","ＨＰ","ルノー","2019/04","ABA-DFM5P","アルピーヌＡ１１０","19,700 Km","M5P","電気装置","２０２０年１回","オルタネーターの不良により走行中、突然エンジンエラーメッセージと警告音がなり、エンジンが止まる。"
2295,"2022年07月21日","埼玉県","ＨＰ","トヨタ","2020/02","5BA-A200A","ライズ","","1KR","エンジン","２０２２年７月１８日","発進時にいつもより加速が遅く、アクセル全開にしても加速しなかった。ディーラーでＥＣＵの書き換えを依頼したところ、その後、通常に戻った。"
2296,"2022年07月21日","愛知県","ＨＰ","ボルボ","2015/12","LDA-MD4204T","ボルボ　Ｖ４０","51,800 Km","D4204T","車枠・車体","納車時から","車を駐車場に止めて、休憩のため運転席シートを倒し靴と靴下を脱いで思いっきり背伸びしたところ、左足の上辺りの高温の配管に足の甲が接触し火傷した。"
2297,"2022年07月20日","北海道","ＨＰ","ホンダ","2004/06","DBA-RR4","エリシオン","191,200 Km","J30A","動力伝達","２０２２年６月ごろ","走行していると突然エンジン回転数が上がり、アクセルペダルを踏んでいても速度が上がらず、どんどん速度が落ちていき、そのまま一度停止してしまうとＤやＲにギアを入れてアクセルペダルを踏んでも車が進まなくなる。"
2298,"2022年07月20日","宮城県","ＨＰ","スバル","2011/01","DBA-YA5","エクシーガ","92,800 Km","EJ20","動力伝達","２０１９年","高速道路走行中に警告灯点灯し、アクセルの反応が無くなり、空走状態から突然後方からの衝撃と共に車が押し出されるようになった。"
2299,"2022年07月20日","東京都","電話","トヨタ","2021/12","6AA-ZWR80W","ヴォクシー","","2ZR-5JM","制動装置","","ブレーキが効いたままになってしまい、発進時にエンジン回転を上げなければならず、燃費悪化、エンジン音大きい、ブレーキパッドが摩耗する。"
2300,"2022年07月20日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2021/03","6BA-JH4","Ｎ－ＷＧＮ","","S07B","車枠・車体","購入当初から","アクセルペダルを踏みこんだ際に車室内に振動が発生し、ルームミラーに映る景色がぼやけてしまうほどになる。"
2301,"2022年07月20日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","テスラ","","不明","モデルＸ","","","保安灯火","２０２２年７月１９日","ワイパーを動かそうとしたところ、助手席側ワーパーアームの軸が外れ、動かなくなったために運転席側のアームと接触して破損した。"
2302,"2022年07月20日","佐賀県","ＨＰ","ルノー","2021/06","7BA-DFM5P1","アルピーヌＡ１１０","18,000 Km","M5P","燃料装置","２０２２年６月３０日","交差点でアイドリングストップからエンジンがかからなくなった。ディーラーで、燃料ポンプの交換をして貰った。"
2303,"2022年07月20日","愛知県","ＨＰ","ニッサン","2016/04","DAA-HFC26","セレナ","66,000 Km","MR20-SM23","エンジン","２０２２年７月１７日から","エンジンかけてすぐにエンジンルームから唸り音がする。"
2304,"2022年07月20日","香川県","ＨＰ","ニッサン","2014/01","DAA-HC26","セレナ","159,000 Km","MR20-SM23","電気装置","２０２２年７月","オルタネータ付近から異音がする。"
2305,"2022年07月20日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2013/01","DAA-HC26","セレナ","60,000 Km","MR20-SM23","電気装置","１～２か月","オルタネーターの不良により、エンジンルームからガラガラと異音が出るようになった。"
2306,"2022年07月20日","広島県","ＨＰ","アバルト","2019/12","ABA-31214T","５９５","23,815 Km","312B4","エンジン","２０２１年６月２２日","エンジンスタート時にアイドリングが安定せず、エンジン警告灯が約１０秒点滅し、その後、アイドリングが安定しアラームが消える。"
2307,"2022年07月20日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2012/06","DBA-JF1","Ｎ－ＢＯＸ","106,500 Km","S07A","動力伝達","","前後に動く際にＣＶＴ内部から激しい異音が出る。"
2308,"2022年07月20日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2012/03","DBA-JF1","Ｎ－ＢＯＸ","134,300 Km","S07A","動力伝達","","前後に動く際にＣＶＴ内部から激しい異音が出る。"
2309,"2022年07月20日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2020/10","QDF-GDH206V","ハイエース","","1GD","電気装置","","冬季や雨天走行時にドライブスタートコントロール障害という警告が出たり、オートライトが作動した際に前進中であるのにバックカメラが作動したりする。"
2310,"2022年07月20日","熊本県","ＨＰ","ランボルギーニ","2016/05","ABA-ZFCSJB","ウラカン　ＬＰ５８０－２","30,500 Km","CSJ","その他","２０２２年７月","エアコンの表示パネルが表示しなくなり、温度等の確認をすることが出来なくなった。"
2311,"2022年07月20日","北海道","ＨＰ","トヨタ","2022/06","6AA-ZWR95W","ノア","","2ZR-1VM-1WM","制動装置","新車購入当初から","ブレーキの効きが悪く、ブレーキペダルを踏んでも車が流れて強く踏まないと止まりきらない。"
2312,"2022年07月20日","東京都","ＨＰ","ルノー","2019/08","ABA-DFM5P","アルピーヌ　Ａ１１０","","M5P","その他","２０２２年７月","エンジン始動後数分でメーターに表示されているトリップメーターが意図せずリセットされる。"
2313,"2022年07月19日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2016/08","DAA-HNT32","エクストレイル","100,000 Km","MR20-RM31","動力伝達","２０１８年９月１９日、２０２２年６月２５","ＣＶＴの不良により走行中に車が動かなくなった。２０１８年に一度ＣＶＴを交換したが、２０２２年に再び故障し、走行不能になった。"
2314,"2022年07月19日","兵庫県","ＨＰ","ホンダ","","2BK-KF30","ＰＣＸ","","KF30E","その他","２０２２年７月","朝始動したところメーターのパネルだけつかなかった。"
2315,"2022年07月19日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2013/07","DBA-GRS210","クラウン","100,000 Km","4GR","動力伝達","２０２２年７月３日","シフトレバーのメッキが剥がれ、鋭利な状態で突出していたため、指を負傷した。"
2316,"2022年07月19日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","","DAA-7PCGEA","トゥアレグハイブリッド","","CGE-EACA","エンジン","","交差点などで減速をしていくと、コースティング制御でエンジンが止まるが、その後、アクセルペダルを踏みこんでもエンジンが再始動せず、エンスト状態で停止してしまうことがある。ディーラーへ申告しＯＢＤ診断を受けるが何も記録が残っていない。"
2317,"2022年07月19日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","","DAA-7PCGEA","トゥアレグハイブリッド","","CGE-EACA","動力伝達","","ブレーキをかけて停車するときにゴンッと音がし、それ以降、アクセルペダルを踏んでもギアが固定されたような状態になり、加速しなくなる。この時、メーターパネルには何も警告が出ず、ディーラーへ申告しＯＢＤ診断を受けるが何も記録が残っていない。"
2318,"2022年07月19日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","2BJ-JK05","ＰＣＸ１２５","","JK05E","かじ取り","","新車購入１ヶ月程度でハンドル回りにさびが発生した。"
2319,"2022年07月19日","兵庫県","ＨＰ","ニッサン","2016/02","DAA-HC26","セレナ","77,000 Km","MR20-SM23","電気装置","２０２２年６月","エンジンから異音がし、ディーラーに持ちこんだところ、オルタネーター、ベルトが破損していると診断された。"
2320,"2022年07月19日","埼玉県","ＨＰ","トヨタ","2013/03","DAA-NHP10","アクア","135,300 Km","1NZ-1LM","保安灯火","２０２１年","リアテールレンズの剥離により水がたまる。"
2321,"2022年07月19日","静岡県","ＨＰ","ニッサン","2017/02","DAA-GFC27","セレナ","33,845 Km","MR20-SM24","燃料装置","２０２２年７月１８日","渋滞で低速走行中にエンジン警告が点灯して停止直前にエンストし、その直後に制動不良になった。ディーラーで確認したところ、４つのインジェクターの１つが不良になったと診断された。"
2322,"2022年07月18日","岡山県","ＨＰ","ルノー","2014/03","ABA-2RH5F","キャプチャー","34,890 Km","H5F","動力伝達","２０２２年７月１３日","ＣＨＥＣＫ　ＡＵＴＯ　ＧＥＡＲ　ＢＯＸのエラー表示が出て１、３、５速に入らず、２、４、６速での走行となったため、発進が遅く、車速が乗るまで高回転まで引っ張って変速するようになった。ディーラーで確認したところ、ＥＤＣ（ＤＣＴ）故障と診断された。"
2323,"2022年07月18日","熊本県","ＨＰ","マツダ","2016/08","DBA-BM5FP","アクセラ","15,478 Km","P5","保安灯火","２０２２年５月２５日","左右のテールランプ内に水が浸入し、テールランプに水滴や曇りが発生し、バックランプ灯火が見えない。"
2324,"2022年07月18日","千葉県","ＨＰ","ニッサン","2013/02","DAA-HFC26","セレナ","30,700 Km","MR20-SM23","車枠・車体","２０２２年６月","ボンネット及び屋根部分の塗装がぶつけたわけでもないのに、パリパリと剥がれてくる。"
2325,"2022年07月18日","宮城県","ＨＰ","ホンダ","2010/04","DBA-RK1","ステップワゴン","58,300 Km","R20A","エンジン","２０２２年６月","一般道を運転中に一時停止したところ急にエンジンが止まり車が交差点で動かなくなった。エンジンの回転数が急に落ちた。ディーラーで確認したところ、エンジンオイルが消費したことによるものと診断された。"
2326,"2022年07月18日","奈良県","ＨＰ","プジョー","2017/04","LDA-T9WAH01","３０８","49,191 Km","AH01","排ｶﾞｽ･騒音","２０２２年７月１日","走行中にＥｍｉｓｓｉｏｎｓ　ｃｏｎｔｒｏｌ　ｆａｕｌｔ　：Ｓｔａｒｔｉｎｇ　ｐｒｅｖｅｎｔｅｄ　ｉｎ　１１００ｋｍの表示が出た。車載式故障診断装置ＯＢＤにて診断の結果、アドブルーを送るポンプの圧力の低下によるもので交換が必要と診断された。"
2327,"2022年07月18日","栃木県","ＨＰ","ニッサン","2018/01","DBA-B21W","デイズ","40,000 Km","3B20","保安灯火","２０２２年７月１８日","左ドアミラー開閉不良に伴い、バッテリー上がりが発生し、エアコンを停止しなければエンジンがスタート出来なくなった。"
2328,"2022年07月18日","神奈川県","ＨＰ","ルノー","2019/09","ABA-DFM5P","アルピーヌ　Ａ１１０","14,000 Km","M5P","燃料装置","２０２２年５月２９日","高速道路から降りた直後にエンジン警告灯が点灯するとともにエンジンが停止し、路上で立ち往生した。燃料ポンプのリコール対策済みであったが、同じ症状が発生した。"
2329,"2022年07月18日","群馬県","ＨＰ","スズキ","2009/03","DBA-XB32S","スプラッシュ","134,000 Km","K12B","動力伝達","２０２２年６月","運転中発進時に変速ショックのような振動があり、その後エンジンが空回りするような音が出て時速４０ｋｍ／ｈ以上加速しなくなった。警告灯は出なかった。ディーラーで点検の結果、ＣＶＴ本体とコントローラーの交換が必要と診断された。"
2330,"2022年07月18日","東京都","ＨＰ","マツダ","2022/01","3DA-KF2P","ＣＸ－５","7,176 Km","SH","動力伝達","２０２２年６月２３日","ゆるい上り坂で加速せずに速度が下がったため、ギアを下げて無理やり加速した。高速道路を巡航中にノッキングを頻発した。ディーラーで確認を受けたところ、ＭＴ車のみフェイルセーフモードになることがあり、ＥＣＵプログラムの改修する必要があると診断された。"
2331,"2022年07月17日","福島県","ＨＰ","スバル","2007/08","TA-SG5","フォレスター","110,000 Km","EJ20","保安灯火","２０２２年７月","ヘッドライトユニット内に雨水が浸水し底部に溜まる。そこにあるバラスト（高電圧部品）に雨水が入る事で部品が破損した。"
2332,"2022年07月17日","千葉県","ＨＰ","ＭＩＮＩ","2011/07","DBA-ZA16","ＭＩＮＩ　Ｃｏｏｐｅｒ　クロスオーバー","53,058 Km","N16B16A","エンジン","２０２１年８、９月に４回　それ以前に１回","赤信号停止時や、走行中（減速・惰性走行時）にエンジンが停止する。"
2333,"2022年07月17日","埼玉県","ＨＰ","メルセデス・ベンツ","2020/09","ABA-190477","メルセデス　ＡＭＧ　ＧＴ　ロードスター","2,000 Km","178","動力伝達","２０２２年３月２８日、４月１１日、６月１","今までに１回高速道路走行中、２回一般道走行中にトランスミッション故障と赤文字で表示され、ギアが抜けて走行不能になった。"
2334,"2022年07月17日","大阪府","ＨＰ","フォルクスワーゲン","2016/09","DBA-AUCJZ","ＶＷゴルフヴァリアント　１．２／７７ｋＷ","79,483 Km","CJZ","保安灯火","２０２２年７月１７日","車に乗り込んで発車しようと右のドアミラーを見たらミラーパネルが剥がれてドアミラーの下部に引っかかっていた。"
2335,"2022年07月16日","静岡県","24時間電話","ホンダ","2018/02","DBA-JF3","Ｎ－ＢＯＸ","46,000 Km","S07B","エンジン","","セルの焼き付きでエンジンがかからなくなった。"
2336,"2022年07月16日","和歌山県","ＨＰ","ニッサン","2015/10","DAA-HFC26","セレナ","45,620 Km","MR20-SM23","電気装置","２０２２年６月ごろ","一般道路走行中に普段とは違う異音に気付いた。ディーラーで確認したところ、オルタネーターからの異音と診断され、交換になった。"
2337,"2022年07月16日","岩手県","ＨＰ","ニッサン","2017/03","DAA-GFNC27","セレナ","47,900 Km","MR20-SM24","エンジン","２０２２年７月１５日","エンジン始動時にガソリン臭がした、エンジン回転数が安定しない、ブレーキペダルの踏み込みが浅い、停車時にガタガタした挙動がある、異常メッセージが表示され警告灯が点灯した。"
2338,"2022年07月16日","埼玉県","ＨＰ","プジョー","2016/11","LDA-T9WBH01","３０８","51,925 Km","BH01","排ｶﾞｽ･騒音","２０２２年６月２６日","一般道を走行中、排ガス制御システムの故障ランプが点灯し、その後、エンジンの機能失陥警告灯も点灯するようになった。ディーラーでコンピュータ診断の結果、「アドブルー圧力一時低下」「アドブルーポンプ圧力低下」が履歴にあり、処置としてはアドブルータンク交換との見積もりになった。"
2339,"2022年07月16日","東京都","ＨＰ","ホンダ","2021/12","2BK-MD47","ＣＲＦ－２５０Ｌ","1,050 Km","MD47E","エンジン","２０２２年７月２日","走行中にエンジンが停止。シフトダウンやアップするとエンジンは復活していたのだが、ついには完全に停止した。ニュートラルでのエンジン始動はできるが、ギアを入れるとエンジンが停止。少し時間を置いてエンジンをかけてギアを入れてみるとギアが入った。このような症状がこの日は頻繁に起こった。"
2340,"2022年07月16日","栃木県","ＨＰ","トヨタ","2009/10","DBA-KGC10","パッソ","92,500 Km","1KR","制動装置","２０２２年７月１６日","ブレーキペダルを踏んでＡＢＳ作動後、ブレーキが効かなくなくなり車に衝突した。ＡＢＳランプ点灯、事故後ブレーキペダルを確認すると奥の方まで入ってしまう状態だった。"
2341,"2022年07月16日","岐阜県","ＨＰ","ニッサン","2016/03","DAA-HFC26","セレナ","64,850 Km","MR20-SM23","電気装置","２０２２年７月","走行中にアクセルと同調してウイーンという異音が発生した。整備工場で確認したところオルタネーターの故障交換が必要と診断された。"
2342,"2022年07月16日","埼玉県","ＨＰ","マツダ","2015/09","LDA-DJ5FS","デミオ","35,000 Km","S5","エンジン","２０２２年２月頃","ウォッシャーポンプからウォッシャー液が漏れた。"
