番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
447,"2022年11月05日","栃木県","ＨＰ","トヨタ","2007/06","TA-ZZW30","ＭＲ－Ｓ","74,000 Km","1ZZ","動力伝達","２０２２年９月","走行中シフトが入らなくなり、停止後エンジンも停止した。整備工場でシーケンシャルポンプの不具合と診断された。"
448,"2022年11月05日","東京都","ＨＰ","ＤＳ","2019/04","LDA-B7CAH02","ＤＳ４パフォーマンスライン","15,000 Km","AH02","排ｶﾞｽ･騒音","２０２２年８月","排気ガス浄化システムの不具合により、エラーメッセージで走行可能距離が１１００ｋｍと表示された。現在は警告表示が頻繁にパネルに出力される。スピード表示やセンサーのメッセージが見れない。"
449,"2022年11月05日","東京都","ＨＰ","ホンダ","2019/02","DAA-GP7","ＳＨＵＴＴＬＥハイブリッド","11,947 Km","LEB-H1","制動装置","２０２２年１０月２９日","エンジンを起動すると、各種アラームが出続ける。車は動作するがフットブレーキをかけるとガガガという音がして効かない。ディーラーに診て貰ったところ、ブレーキオペレータシステムから上がったエラーが残っていて本現象になったと診断された。"
450,"2022年11月05日","群馬県","ＨＰ","スズキ","2015/06","HBD-HA36V","アルトバン","48,000 Km","R06A","燃料装置","２０２２年７月","満タン給油後、車内がしばらくガソリン臭い。エンジンルームからは一切臭わず、特に後部座席から臭う。ディーラーで点検をしたが、漏れなどは発見されなかった。"
451,"2022年11月05日","群馬県","ＨＰ","プジョー","2007/03","ABA-A75FX","２０７","105,000 Km","5FX","電気装置","２０２１年２月","高速道路走行中、凹凸がある白線を踏んだところ突然加速しなくなりチェックランプ点灯。すぐにＳＡに避難してエンジンルームを見たらイグニッションコイルが抜けていた。"
452,"2022年11月05日","群馬県","ＨＰ","プジョー","2007/03","ABA-A75FX","２０７","105,000 Km","5FX","電気装置","２０２１年２月","エンジン不調と警告灯点灯の症状があり、点検したところ、電動ファンカプラが溶損していた。ヒューズは切れていなかった。"
453,"2022年11月05日","群馬県","ＨＰ","プジョー","2007/03","ABA-A75FX","２０７","105,000 Km","5FX","エンジン","２０２１年２月","ブーストがかからず、ふけ上りも悪く、エンジン警告灯が点灯していた。車両を点検したところ、カムシャフトの位置ズレによりバルブタイミングがズレている事が判明した。治具を使用してカムシャフトの位置を調整したものの１００ｋｍ走行後に症状が再発したため、タイミングチェーン伸びを疑って周辺の部品を交換した。"
454,"2022年11月05日","富山県","ＨＰ","スズキ","2020/01","HBD-DA17V","エブリイ","44,200 Km","R06A","動力伝達","停車時および低速時","マニュアルトランスミッション車で高いギアで巡行後極低速・もしくは停車して１～２速へ入れようとするとギアが入りにくい、もしくは入らない場合がある。"
455,"2022年11月05日","埼玉県","ＨＰ","トヨタ","2010/10","DBA-ANH20W","ヴェルファイア","93,600 Km","2AZ","車枠・車体","２０１５年","２０１５年にＡピラー、運転席側、三角窓の下の塗装の一部が剥がれていることに気づいた。２０２２年７月頃、バックドア、ガラス右下部分、縦２ｃｍ×横３ｃｍ程度、塗装が浮いており、パキッと折れそうな厚みがあった。雨等あり、１ヶ月程度で塗装が剥がれ落ち、下地のグレーの部分が剥き出しになっていた。"
456,"2022年11月05日","三重県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2020/03","6AA-RT5","ＣＲ－Ｖ　ＨＹＢＲＩＤ","19,600 Km","LFB-H4","乗車装置","２０２０年現在","パワーテールゲートが雨など、外部から水をかけると勝手に開く。運転席及び助手席のドアに水をかけると、ドアロックがＯＰＥＮになる。降車時、オートドアロック機能がエラーとなりロックされない。"
457,"2022年11月04日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","DBA-RP3","ステップワゴン","","L15B","エンジン","","停車時にエアコンが効かない症状が出るようになり、整備工場で点検を受けたところ、冷却ファンの故障と診断された。"
458,"2022年11月04日","静岡県","ＨＰ","フォルクスワーゲン","2015/01","DBA-AUCJZ","ＶＷゴルフヴァリアント　１．２／７７ｋＷ","46,000 Km","CJZ","エンジン","２０２２年１０月２３日","クーラントの警告灯が点いた。サーモスタット下あたりにクーラントが漏れて溜まっていた。"
459,"2022年11月04日","福岡県","ＨＰ","ホンダ","2017/09","DBA-JW5","Ｓ６６０","60,000 Km","S07A","エンジン","","走行後１５分程度駐車し、再度始動した際エンストを繰り返した。"
460,"2022年11月04日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2001/06","GF-HU14","ブルーバード","11,000 Km","SR20","走行装置","２０２２年１０月３１日","高速道路を走行中に左前輪がホイールごと脱落した。"
461,"2022年11月04日","宮城県","ＨＰ","ニッサン","2022/10","ZAA-B6AW","サクラ","400 Km","MM48","電気装置","","ＷＬＴＣモード１８０ｋｍであるところ、実走行では満タン充電で１３６ｋｍほどになる。"
462,"2022年11月04日","愛知県","ＨＰ","三菱","2013/12","TKG-FBA50","ふそうキャンター","152,700 Km","4P10","燃料装置","２０２２年１０月末","ある日突然エンジンがかからなくなった。整備工場で燃料ポンプと車体を繋ぐコネクター端子部が溶けた事による接触不良と診断された。"
463,"2022年11月04日","北海道","ＨＰ","ホンダ","2015/09","DBA-JF2","Ｎ－ＢＯＸ","63,000 Km","S07A","乗車装置","２０２２年１１月２日","右側パワースライド開けた際にキュルキュル音が鳴りスライドドアがいきなり閉まった。"
464,"2022年11月04日","佐賀県","ＨＰ","三菱","2015/12","QPG-FU64VZ","ふそうスーパーグレート","128,000 Km","6R10","エンジン","２０２２年１０月２６日ＡＭ２：３０","走行中、油圧低下ランプが点灯しブザーが鳴り響き高速道路上でエンジンが停止した。ディーラーで確認したところ、オイルエレメントに金属くずが付着しており、エンジン内部が破損していると診断された。"
465,"2022年11月04日","長崎県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2017/08","DBA-LA350S","ミライース","119,700 Km","KF","車枠・車体","","太陽が前面側になる方向で走行すると、ダッシュボードが前面ガラスに映り込み、前が見づらくなる。"
466,"2022年11月04日","大阪府","ＨＰ","スバル","2014/12","DBA-SJ5","フォレスター","81,800 Km","FB20","制動装置","２０２２年９月","マスターバックの不良によりエンジン始動時にブレーキペダルの踏みごたえが固くなり強く踏み込まないとエンジンが始動しない。エンジン停止後、一時間ほどでこの現象が発生する。"
467,"2022年11月04日","石川県","ＨＰ","フォルクスワーゲン","2015/09","DBA-16CBZ","ザ・ビートル","49,000 Km","CBZ","保安灯火","２０２２年１１月３日","朝見ると助手席側のパワーウインドウが５ｃｍほど開いていた。下がったままで作動しなかった。"
468,"2022年11月04日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2008/10","DBA-204241","Ｃ２００ステーションワゴン","83,600 Km","271","かじ取り","２０２２年１１月３日","コンビニで買い物をするため、エンジンを止め、用事を終えて再始動しようとしたところ、キースイッチが反応しなくなり、身動きできなくなった。ディーラーで確認したところ、ハンドルロック故障と診断された。"
469,"2022年11月03日","東京都","ＨＰ","ニッサン","2016/10","DAA-GFC27","セレナ","104,000 Km","MR20-SM24","制動装置","２０２２年７月","通常走行中にパーキングブレーキの警告灯が点滅し、パーキングブレーキをかけることが出来なくなった。ディーラーの診断でパーキングブレーキアクチュエーターの交換となった。"
470,"2022年11月03日","奈良県","ＨＰ","ボルボ","2022/01","5LA-XB3154XCP","ボルボ　ＸＣ４０","2,000 Km","B3154-HYFAD","制動装置","","エンジンブレーキモード（Ｂモード）に入れると途端にブレーキが重くなり、効きが悪くなる。特に長い下り坂等ではエンジンブレーキを使い、スピードが出てくると止まることが難しくなる。"
471,"2022年11月03日","島根県","ＨＰ","ホンダ","2019/04","2BK-KF30","ＰＣＸ１５０","8,000 Km","","エンジン","２０２２年９月２２日","自動車専用道路から降りて、一般道にて走行中、エンジンがガス欠のようにストップし、再始動出来なくなった。販売店で燃料ポンプおよびプラグの交換を行ったが翌日にも一般道で信号待ちの時にエンストした。"
472,"2022年11月03日","大阪府","ＨＰ","フォルクスワーゲン","2015/09","DBA-AUCJZ","ＶＷゴルフヴァリアント　１．２／７７ｋＷ","46,000 Km","CJZ","保安灯火","２０２２年１１月","朝に屋外駐車場でエンジンを始動し、車がわずかに動き始めたところ、ガラスが割れる音が聞こえた。車を停めて車外に出て周囲を確認すると、ドアミラーが２つに割れて地面に落ちていた。"
473,"2022年11月03日","東京都","ＨＰ","スズキ","2021/05","5BA-MA27S","ソリオ","2,000 Km","K12C","動力伝達","２０２２年１０月","自宅の駐車場から発進しようとした際に、ハンドルを右に切りながら軽くアクセルペダルを踏んだが前進せず、再度軽くアクセルペダルを踏んだが空ぶかしのような状態で前進せず、３度目にアクセルペダルを踏みこもうとした際、急に加速したため１０ｍ程走り柱に衝突した。ディーラーでＥＤＲに記録されたデータの結果を見せてもらったが、加速やステアリング等の情報がなかった。"
474,"2022年11月02日","神奈川県","電話","その他","2022/06","S1-1000","マーベリック　Ｓ１－１０００","","","電動機(モーター)","２０２２年","走行中に突然電源が切れて止まった。しばらくして復旧したが、また再発した。"
475,"2022年11月02日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","2019/02","2BJ-SED7J","アクシスＺ","10,430 Km","E33VE","その他","２０２２年１１月","走行中に突然スピードメーターが動かなくなった。"
476,"2022年11月02日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2014/12","LDA-CV1W","デリカＤ５","73,200 Km","4N14","エンジン","２０２２年１０月３０日","エンジン国５０９８のリコール措置時にエンジンのホースが劣化していたが、交換を案内されないまま再使用されたため、高速道路を走行中にホースが破損し、２０ｋｍ／ｈ位しか出なくなった。"
477,"2022年11月02日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2014/11","DBA-LA600S","タント","38,000 Km","KF","電気装置","","ウェルカムシート（福祉車両）仕様の車で、２～３週間毎にバッテリーがあがる。"
478,"2022年11月02日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2019/10","EBD-S510P","ハイゼットトラック","41,200 Km","KF","電気装置","２０２２年","助手席側ピラー内部を配策されている衝突防止センサーや室内灯、作業灯の電線が溶損した。"
479,"2022年11月01日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2015/11","DBA-ZRR80W","ヴォクシー","59,000 Km","3ZR","動力伝達","２０２２年１０月","走行中にＣＶＴから速度に合わせて異音が出るようになった。"
480,"2022年11月01日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2021/07","5BA-LA900S","タフト","","KF","制動装置","","電動パーキングブレーキのオート機能搭載車で、チェンジレバーをＲからＰにゆっくり操作すると自動で駐車ブレーキがかからない。"
481,"2022年11月01日","千葉県","電話","スズキ","2016/03","DAA-FF21S","イグニス","38,050 Km","K12C-WA05A","エンジン","１年ほど前","斜めに下り勾配の坂で発進したときにエンストし、ブレーキが効かなくなった。"
482,"2022年11月01日","神奈川県","ＨＰ","ニッサン","2016/01","CBA-Z34改","フェアレディＺ","110,000 Km","VQ37","制動装置","２０２２年１月１８日、２０２２年１０月１","２０２２年１月１８日　サーキットを走行中、時速１３０ｋｍ／ｈでブレーキペダルを踏んだとほぼ同時に少なくとも前輪２輪がロックしＡＢＳは作動せず、停止までロック状態のままとなったため、コースを外れロックから約２．５秒後に緩衝材に衝突した。２０２２年１０月１８日　広めの駐車場で６０ｋｍ／ｈ程度から強めにブレーキペダルを踏んだとほぼ同時にタイヤがロックした。"
483,"2022年11月01日","神奈川県","ＨＰ","メルセデス・ベンツ","2013/03","RBA-218959C","ＣＬＳ３５０シューティングブレーク","65,000 Km","276","燃料装置","２０２２年６月","走行後にガソリン臭が強く、駐車場に漏れた跡が残っていることに気が付き、確認したところ、サクションジェットポンプ上部亀裂による燃料漏れと判った。"
484,"2022年11月01日","茨城県","ＨＰ","ニッサン","2013/06","DAA-HFC26","セレナ","100,100 Km","MR20-SM23","電気装置","２０２２年１０月３１日","アイドリング及び走行中に異音がするため、整備工場でみてもらったところ、オルタネータからの異音と診断された。"
485,"2022年11月01日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2013/06","DAA-HFC26","セレナ","70,000 Km","MR20-SM23","動力伝達","２０１９年７～８月ごろ","ＣＶＴの不良により、スピードが出なくなった。"
486,"2022年11月01日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","日野","2007/02","BDG-FD7JLWA","プロフィア","512,510 Km","J07E","エンジン","２０２２年１０月","高速道路を走行中に白煙を噴いてエンジンが止まった。状態を確認したところ、ピストンが４気筒折損しており、ブロックを突き破って道路に破片が散乱していた。"
487,"2022年11月01日","福岡県","ＨＰ","トライアンフ","2021/06","2BL-DHJ1200","スラクストンＲＳ","5,000 Km","H","エンジン","納車直後から","ライディングモードがエンジンをかけ直すたびに変更されるので、運転時のコントロールが意図してないものとなり、エンストして転倒した。"
488,"2022年11月01日","岐阜県","ＨＰ","ニッサン","2020/03","DAA-HFC27","セレナ","","HR12-EM57","制動装置","２０２２年９月１１日","坂道を２０ｋｍ程度のスピードでワンペダルにて回生ブレーキを使って下って行った際に、カーブに差し掛かった時に急加速したため曲がり切れずに道路脇に転落し、車が全損した。"
489,"2022年11月01日","東京都","ＨＰ","マツダ","2018/03","6BA-KFEP","ＣＸ－５","24,912 Km","PE","エンジン","２０２２年９月４日","登り坂でのバック時に、エンストによりブレーキが効かなくなったため、右後ろから電柱に衝突した。検査の結果、ギアがドライブの状態で後退したためエンストが発生しており、ブレーキの効きが悪くなったものと診断された。"
490,"2022年10月31日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","NT32","エクストレイル","","","制動装置","","信号待ちからの発進時、前車がある程度離れていたはずにも関わらず、自動ブレーキが作動した。"
491,"2022年10月31日","千葉県","ＨＰ","マツダ","2016/02","LDA-DJ5FS","デミオ","6,600 Km","S5","エンジン","２０２２年　３月、５月、９月、１０月","１０～３０ｋｍ／ｈ程度から加速するためアクセルペダルを踏んだ時、突然急減速した。"
492,"2022年10月31日","奈良県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2017/01","DAA-GFC27","セレナ","39,100 Km","MR20-SM24","動力伝達","２０２２年５月から","走行中に動力が滑る挙動が出るようになり、その後、警告灯が点灯してギアが低速レンジに固定される症状が出た。ディーラーで故障診断を受けた結果、ＣＶＴのエラーが検出され、一式交換が必要とされた。"
493,"2022年10月31日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","プジョー","2017/06","LDA-T9BH01","３０８","19,224 Km","BH01","排ｶﾞｽ･騒音","先週","アドブルーポンプが故障し、タンク一式の交換が必要になった。"
494,"2022年10月31日","埼玉県","ＨＰ","プジョー","2018/09","LDA-T9WBH01","３０８","60,389 Km","BH01","排ｶﾞｽ･騒音","２０２２年９月","アドブルー液を補充後に走行中、再度アドブルーとエンジンチェックのランプが点滅し、エミッションコントロール・フォルトの警告が表示された。"
495,"2022年10月31日","福岡県","ＨＰ","メルセデス・ベンツ","2010/03","DBA-204247","Ｃ２５０ステーションワゴン","78,000 Km","271","エンジン","２０２２年８月頃","エンジン警告ランプが付き、そのまま国道を走行中にエンジンが停止した。ディーラーで確認したところ、テスターにてカムシャフトアジャスターのズレが出ていると検出され、カバーを外すとクランクシャフトスプロケットが原因とされた。"
496,"2022年10月31日","岩手県","ＨＰ","フォルクスワーゲン","2015/03","DBA-AUCJZ","ＶＷゴルフ　１．２／７７ｋＷ","57,000 Km","CJZ","走行装置","２０２２年１０月１５日頃","左フロントハブベアリングより異音が発生した。"
497,"2022年10月31日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2017/05","DBA-YAM","エクシーガ　クロスオーバー７","70,000 Km","FB25","保安灯火","総走行距離が７万ｋｍになったころから","事故などが無いのに、ヘッドライト内部に水が浸入した。"
498,"2022年10月31日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2016/01","LDA-DK5FW","ＣＸ－３","31,500 Km","S5","乗車装置","２０２２年１０月２２日発覚","後席シートベルトを引き出したところ、戻らなくなった。年数は６年経過しているが、後席に初めて人を乗せ、１回目の使用時に発生した。"
499,"2022年10月31日","鹿児島県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/06","DBA-JF3","Ｎ－ＢＯＸ","46,392 Km","S07B","保安灯火","２０２２年１０月","後席の窓ガラスを支えている樹脂部が破損し、窓ガラスが外れた。"
500,"2022年10月31日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2018/11","DBA-VM4","レヴォーグ","38,300 Km","FB16","制動装置","","前輪ブレーキパッドシムの腐蝕により、ブレーキパッドの異常摩耗が発生した。"
501,"2022年10月31日","静岡県","ＨＰ","トヨタ","2010/07","DBA-ANH20W","アルファード","103,800 Km","2AZ","車枠・車体","２０２０年","助手席側の三角窓の下部に塗装剥がれが発生した。その後、ルーフに２５ｃｍの塗装剥がれが発生した。"
502,"2022年10月31日","山口県","ＨＰ","ダイハツ","","EBD-S331V","ハイゼット","49,000 Km","KF","緩衝装置","２０２１年暮れ頃","走行中、突然ガタンという異音がして車が傾き始めたため、車を止め車外へ避難して車の下回りを確認したところ、フロントサスペンションのアームが年式の割に異常に錆び付いており同時に腐食したためそのアームが折損して車体が宙ぶらりんになっていた。"
503,"2022年10月30日","東京都","ＨＰ","テスラ","2022/09","ZAA-3L13T","Ｍｏｄｅｌ　３","","3D7","動力伝達","２０２２年１０月２７日１９：０６","自宅車庫から出る時にブレーキペダル踏まずにギアをＤからＲにきりかえたのにアクセルペダル軽く踏んだら前進した。モニター表示は「Ｒ」で、バックモニターもついていた。その状態でＤ－Ｒを二～三回入れ直してもバックせず、１回ブレーキペダルを踏みながらＲギアに入れ直したら無事バックできるようになった。"
504,"2022年10月30日","山口県","ＨＰ","マツダ","2015/04","LDA-KE2FW","ＣＸ－５","121,000 Km","SH","エンジン","２０２２年９月２５日","高速道路走行中エンジンオイル油圧警告灯が点灯した。オイルエレメントを切開したら炭化したオイルのスラッジが大量に出ていた。オイルパンを外しオイルポンプストレーナーを確認、炭化したオイルスラッジがふさいでいた。２番のインジェクター抑えが緩かったため抜いて確認すると、２番インジェクターガスケットから燃焼ガスがタペットカバー内に吹上大量の炭化スラッジが出てきた。ターボを確認したところ、吸気側タービンにオイルの吹いた跡を確認。冷却水の吹き戻し確認のため、ヘッドガスケットを確認すると、ヘッドの合わせからにじみが確認できた。排気バルブカムシャフトが気になり確認するとカム山が削れ溝ができていた。"
505,"2022年10月30日","大阪府","ＨＰ","スバル","2014/07","DBA-VM4","レヴォーグ","70,000 Km","FB16","保安灯火","２０２１年１１月頃","標準装備の助手席側ガラスのＵＶカットコーティングが剥がれてきている。"
506,"2022年10月30日","北海道","ＨＰ","アウディ","2021/08","3AA-GYDLA","アウディ　Ａ３　３０Ｔ","14,900 Km","DLA-4450","その他","２０２２年１０月２８日","エンジンを掛けた直後、地図の更新が終了したとメッセージが出た。その直後テレビ起動中の画面になり、往復１６０ｋｍ程度走って降りるときも起動中のままだった。２日後にエンジンを掛けてみたが、まだ継続中であった。"
507,"2022年10月30日","北海道","ＨＰ","スバル","2015/10","DBA-VMG","レヴォーグ","31,000 Km","FA20","エンジン","２０２２年１０月","点検時にオイルコントロールバルブのオイル漏れを発見した。コネクターを抜いてコネクター接点部をみると４個ともオイルでベタベタになっていた。"
508,"2022年10月30日","兵庫県","ＨＰ","その他","2021/09","57853","Ｓｅｇｗａｙ－Ｎｉｎｅｂｏｔ","230 Km","4544507092503","保安灯火","２０２２年９月６日","走行中に後部ウインカーの根本がひび割れ脱落した。３回同じ症状がでた。"
509,"2022年10月30日","千葉県","ＨＰ","トヨタ","2020/07","3BA-AGH35W","ヴェルファイア","","2AR","保安灯火","２０２２年１０月","左右のヘッドライト上部に液だれ跡を発見した。トヨタに持ち込み確認した結果結露とのことで交換修理となった。"
510,"2022年10月29日","愛媛県","ＨＰ","スズキ","2011/12","DBA-MH23S","ワゴンＲ","52,857 Km","K6A","その他","２０２２年１０月２８日","エアコンコンプレッサーのリコール対象として点検済車で、エバポレーターからガス漏れした。"
511,"2022年10月29日","静岡県","ＨＰ","トヨタ","2021/06","6AA-MXPH15","ヤリス","24,979 Km","M15A-1NM-1MM","動力伝達","２０２１年１０月","走行中にハイブリッドシステム故障が表示され、徐々に速度が落ち停車した。ディーラーでトランスミッションとインプットダンパーを交換した。"
512,"2022年10月29日","和歌山県","ＨＰ","ニッサン","2022/08","3DF-VN2E26","キャラバン","1,100 Km","4N16","排ｶﾞｽ･騒音","１０００ｋｍ超えた位","購入時から１０００ｋｍ程しか走行していないのにアドブルーの警告灯が残り３００ｋｍしか走れないと表示される。ディーラーでアドブルーを１Ｌ補充し、１０ｋｍ程走ったらまた残り３００ｋｍの警告灯が点いた。"
513,"2022年10月29日","福岡県","ＨＰ","スバル","2019/06","5BA-SK9","フォレスター","43,100 Km","FB25","エンジン","購入後すぐから初回車検終了後４ヶ月経った","アイドリングストップから復帰する時にエンストする。"
514,"2022年10月28日","東京都","ＨＰ","ホンダ","2017/03","DBA-RP3","ステップワゴン","25,000 Km","L15B","走行装置","２０２２年３月","段差などを乗り越える度に後輪の懸架装置からギシギシと異音がする。給油などの措置をして一時的に音が消えたが、また異音がし始めた。"
515,"2022年10月28日","大分県","電話","フォルクスワーゲン","2014/05","DBA-1TCTH","ゴルフトゥーラン","79,000 Km","CTH","動力伝達","","警告灯が点滅し、ギア抜けしたような感じで走行不能になった。"
516,"2022年10月28日","宮城県","ＨＰ","ＢＭＷ","2016/12","LDA-2C20","２１８ｄ","44,000 Km","B47C20A","動力伝達","２０２２年４月","停止後にＰレンジ入れると、パネルに車両動き出し注意の警告が点灯する。整備工場の診断でシフトロックソレノイド交換が必要と診断され、シフター一式を交換した。"
517,"2022年10月28日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2016/06","DBA-176042","Ａ１８０","31,959 Km","270","動力伝達","２週間前","走行中にアラートが出るとともにギアが入らなくなり、路上で立ち往生に至った。また、この際にパワーステアリング不良、ブレーキアシスト不良も発生した。ディーラーでブレーキシステムセパレートパーツの不良と診断され、交換を行った。"
518,"2022年10月28日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","シトロエン","2016/09","LDA-B7BH01","Ｃ４","20,000 Km","BH01","排ｶﾞｽ･騒音","１年半前","尿素ユニットが故障し、修理をしたが、１年半後に再発した。"
519,"2022年10月28日","静岡県","ＨＰ","スバル","2014/07","DBA-VM4","レヴォーグ","136,432 Km","FB16","制動装置","２０２２年１０月９日","自宅駐車場でエンジンを始動しようとしたところ、ブレーキペダルがほとんど踏み込めなく、セルモーターが回らずエンジンが始動できなくなってしまった。ディーラーでバキュームブースターの負圧漏れによるものと診断された。"
520,"2022年10月28日","茨城県","ＨＰ","クライスラー","2014/05","ABA-84609","イプシロン","61,500 Km","312A2","動力伝達","２０２２年９月１０月","一般道を走行中に突然警告音と警告マークが点灯しギアがＮになり走行不能になった。数分後に警告音とマークが消え通常走行可能になった。"
521,"2022年10月28日","茨城県","ＨＰ","メルセデス・ベンツ","2011/09","MBA-172457","ＳＬＫ３５０","84,700 Km","276","排ｶﾞｽ･騒音","２０２２年１０月","ＮＯｘセンサー不良により、エンジンチェックランプが点灯した。"
522,"2022年10月28日","三重県","ＨＰ","トヨタ","","6BA-MZRA90W","ノア","","","エンジン","走行距離１０キロくらいから","加速時にノッキングする。カラカラうるさい。"
523,"2022年10月28日","兵庫県","ＨＰ","スバル","2015/03","DBA-GP7","インプレッサ","160,000 Km","FB20","エンジン","２０２２年１０月１２日","オイルチェックランプ、アイドリングストップ点検表示、ヒールアシストチェックランプ点灯により、不具合箇所を検索していたところ、オイルコントロールバルブ接続のカプラー内にオイル漏れを発見した。"
524,"2022年10月28日","北海道","電話","トヨタ","2015/02","DAA-AVV50","カムリハイブリッド","258,200 Km","2AR-2JM","制動装置","２０２２年１０月２８日","キーＯＮの状態で停車していたところ、メーターにブレーキの不具合警告表示が点灯した。周囲の車両に影響の無いところへ移動しようとしたところ、ブレーキペダルを床まで踏んでもブレーキがかからず、低速であったことから、サイドブレーキを使用して停車した。"
525,"2022年10月28日","愛媛県","電話","ニッサン","2014/01","DBA-E12","ノート","","HR12","動力伝達","２０２２年１０月","ＣＶＴのサービスキャンペーン対象車で、コンピューターの書き換え実施後、高速道路走行中にＣＶＴの滑りが発生し加速できなくなった。"
526,"2022年10月28日","高知県","電話","トヨタ","2016/02","DAA-ZVW41","プリウスα","303,000 Km","2ZR-5JM","制動装置","２０２２年１０月","走行中にブレーキの警告灯が点灯し、警告音も鳴ってブレーキがほぼ効かなくなった。"
527,"2022年10月27日","神奈川県","ＨＰ","プジョー","2018/06","LDA-T9WBH01","３０８","50,000 Km","BH01","制動装置","２０１９年９月～２０２２年１０月現在まで","走行中などに警告音とともに「Ｄｉｓｔａｎｃｅ　ａｌｅｒｔ　ｆａｕｌｔ」と表示され、ブレーキ警告灯が点灯し、自動ブレーキが不作動となる。システムのアップデート、カメラモジュールの交換、レーダーセンサの調整を行ったが、不具合が解消していない。"
528,"2022年10月27日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2022/10","2BK-KF47","ＰＣＸ１６０","240 Km","KF47E","エンジン","２０２２年１０月１７日","エンジン部分のナットがゆるんで、内部が破損して走行不能になった。"
529,"2022年10月27日","千葉県","電話","スズキ","2020/03","DBA-ZC83S","スイフト","","K12C","エンジン","１週間前","緩やかな坂道で発進したあとＵターンしようとしたところ急にハンドルが効かなくなり、ハンドルロック時のカチカチという音もしたため、ブレーキをかけようとしたが効かず、フェンスに衝突した。"
530,"2022年10月27日","栃木県","電話","三菱","2014/06","TKG-FEB90","ふそうキャンター","290,000 Km","4P10","エンジン","","前兆がなくカリカリ音がして、走行中にエンジン停止した。"
531,"2022年10月27日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","シトロエン","2018/06","LDA-B787AH01","Ｃ４グランドピカソ","","AH01","その他","２０２０年８月、２０２２年８月","サンシェードを止める部品が折れ、周囲に部品が飛散するとともに勢いよくシェードが引き込まれた。ディーラーでガラス、シェードを交換する修理を行ったが、２年後に再発した。"
532,"2022年10月27日","福岡県","ＨＰ","ホンダ","2017/05","DAA-GB7","ＦＲＥＥＤ＋","35,000 Km","LEB-H1","制動装置","２０２２年１０月２６日","ブレーキペダル直下のマットに液体漏れがあり、確認したところ、ペダルフィールシミュレーターからのブレーキオイル漏れだった。"
533,"2022年10月27日","不明","電話","ニッサン","","DBA-B21A","デイズルークス","","","保安灯火","","電動格納ドアミラーが開閉しなくなった。"
534,"2022年10月27日","神奈川県","ＨＰ","プジョー","2018/06","LDA-T9WBH01","３０８","50,000 Km","BH01","かじ取り","２０２１年６月","走行中、停止中問わずハンドルを回すとギギギという異音（摺動音）とステアリングの微振動が発生する。ステアリングを回すための抵抗力がいつもより大きくなり、ハンドル操作が引っ掛かるように感じる。ディーラーによる点検の結果、ステアリングギアボックスの異常と判定された。"
535,"2022年10月27日","神奈川県","ＨＰ","プジョー","2018/06","LDA-T9WBH01","３０８","50,000 Km","BH01","車枠・車体","２０２２年５月","サンバイザーのバニティミラーのドアがロックされず、サンバイザー使用時にドアが垂れ下がって、運転中の前方視界を遮る。運転席側、助手席側の両方で発生している。"
536,"2022年10月27日","不明","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2022/08","5AA-B44A","ＲＯＯＸ","","BR06-SM21","制動装置","２０２２年１０月","走行中にブレーキが効かなくなった。販売店でブレーキのシステムを交換した。"
537,"2022年10月27日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","","3BA-NRE210H","カローラスポーツ","","8NR","車枠・車体","購入６か月後あたりから","エンジンを始動した時、ピーと電子音が鳴ることがある。"
