番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
490,"2025年09月03日","静岡県","ＨＰ","ホンダ","2017/03","DBA-JF1","Ｎ　ＢＯＸ","42,900 Km","S07A","保安灯火","２０２４年頃","ガラスコーティングが劣化した。"
491,"2025年09月03日","兵庫県","ＨＰ","スバル","2025/06","4BA-VN5","レヴォーグ","600 Km","CB18","かじ取り","２０２５年７月９日　納車後３日","高速道路走行中、正常に運転しているにもかかわらず、ドライバーモニタリングシステムが運転者異常と認識し、車を停車させる。"
492,"2025年09月03日","広島県","ＨＰ","三菱","2024/12","5LA-GN0W","アウトランダーＰＨＥＶ","8,350 Km","4B12-S91-YA1","制動装置","２０２５年８月","走行時にワンペダルモードの回生ブレーキシステムに不具合が生じて解除され、メーターパネルには「ペダルオペレーションモードシステムが使用できません。減速、停車する際はブレーキを踏んで下さい。」と表示がでた。"
493,"2025年09月03日","北海道","ＨＰ","ニッサン","2022/07","ZAA-B6AW","サクラ","4,000 Km","MM48","制動装置","","電源を入れた時、ブレーキシステム警告灯とブレーキ警告灯の両方が点灯し、ブレーキの踏みしろが無くなり、ブレーキペダルが重くなりブレーキのストロークも少なく操作困難になることがある。"
494,"2025年09月02日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2019/06","EBD-S510P","ハイゼット　トラック","23,200 Km","KF","動力伝達","","ＰＴＯポンプをミッションに取り付けるリーマボルトのリーマ加工部が長すぎるため、ミッション側のネジ山を痛めてしまう上、この影響でガスケットの面圧が出ないためにオイル漏れする。"
495,"2025年09月02日","栃木県","ＨＰ","マツダ","2018/03","3DA-KF2P","ＣＸ－５","44,600 Km","SH","エンジン","２０２５年６月","信号停止のためブレーキペダルを踏み、停車寸前でエンジンが停止した。再始動のためセルを回すと、セルモーターでエンジンがすごい音と振動で動いたが、エンジンが始動しなかった。"
496,"2025年09月02日","福岡県","ＨＰ","モト・グッツィ","2025/05","ZGUKZ","Ｖ７","2,500 Km","AW","かじ取り","２０２５年８月２３日","高速道路を８０～９０ｋｍ／ｈで走行中、急にハンドルが生き物のように暴れ出して制御できず、転倒した。"
497,"2025年09月02日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2021/02","6BA-LA650S","タント","","KF","乗車装置","２０２４年１月","舗装路の継ぎ目やひび割れ轍のある一般道などを走行中、後席スライドドアからガタガタと異音が出る。"
498,"2025年09月02日","愛知県","ＨＰ","ホンダ","2017/09","DBA-RC1","オデッセイ","65,000 Km","K24W","エンジン","２０２５年８月","８ヶ月前に交換したエンジンオイルが１Ｌ以上減っておりエンジンオイル交換時にオイルレベルゲージにオイルが付かなかったため、確認したところ、ヘッドカバーガスケット部からのオイル漏れでエンジンケース側面、アンダーカバーに多数のオイル垂れ痕跡があった。エンジンヘッドカバーガスケットの新品交換を行った際にはガスケットだけでなく車両メーカーの指示で白いシール材が数か所塗られていた。"
499,"2025年09月01日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ルノー","2024/05","7DA-KFKK9K","カングー","","K9K","その他","","メーターの中にスパナマークが表示され、表示を見るとサイドレーダーを点検せよと出る。止まると消え、走るとまた出る。この現象が繰り返し発生する。"
500,"2025年09月01日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2024/03","6AA-ZVG16","カローラクロス","","2ZR-1VM-1WM","エンジン","２０２５年８月２８日","エンジン始動時、アクセルペダルを操作していないのにエンジンを空ぶかしするような音がした。しばらくして症状が消えたため、走行を開始したところ、５分後くらいに同じように空ぶかしするような音がした。"
501,"2025年09月01日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2019/06","5BA-B43W","ＤＡＹＺ","24,000 Km","BR06","電気装置","２０２５年６月","走行中に身の危険を感じるくらいの大きなガラガラ音が発生した。整備工場で診断した結果、補機ベルトの破損、オルタネーターの故障、クランクプーリーの異常な錆びが確認され、交換が必要と診断された。"
502,"2025年09月01日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2024/08","5BA-LA350S","ミラ　イース","","KF","エンジン","２０２５年６月","坂道で一旦止まって発進時、５ｋｍ／ｈくらいのまま加速できなくなる。"
503,"2025年09月01日","長野県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2024/08","5BA-LA350S","ミラ　イース","","KF","エンジン","","車を少しだけ移動させるなどでエンジンを始動後にすぐに停め、また再始動をしようとすると、点火プラグがカブリ症状を起こし、始動できなくなる。"
504,"2025年09月01日","大分県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2014/06","DAA-GP5","フィット","178,000 Km","LEB-H1","動力伝達","２０２５年８月１８日","走行中にエンジンがふけ上がる症状が出て、トランスミッション高温異常という表示が出た。焦げた臭いも出ていた。ディーラーへ搬送して確認を受けたところ、ハイドロスタティッククラッチアクチュエーター（ＨＣＡ）の奇数段側リザーバータンクの液量が空になっていたと説明があった。"
505,"2025年09月01日","愛知県","ＨＰ","アウディ","2025/06","3AA-FUS","アウディ　Ｓ５","900 Km","DWV-4451-ECR","保安灯火","２０２５年７月５日","バック（Ｒ）に切り替え時、モニターに表示される左半分が真っ黒で何も映らない。調べたところ、左ドアミラー下部に取り付けられているセンサー異常と判明した。"
506,"2025年09月01日","愛知県","ＨＰ","アウディ","2025/06","3AA-FUS","アウディ　Ｓ５","900 Km","DWV-4451-ECR","その他","２０２５年８月９日","運転時、縁石や障害物のない平坦な道を右折したところ、前輪下部から突き上げるような衝撃および衝撃音と共にインパネに「警告　後方確認」と表示された。"
507,"2025年09月01日","愛知県","ＨＰ","アウディ","2025/06","3AA-FUS","アウディ　Ｓ５","900 Km","DWV-4451-ECR","その他","２０２５年７月５日","モニターに「ＥＴＣ車載器故障　販売店へ連絡」のメッセージが表示された。ディーラー、メーカー間で確認したところ接続コード不良と判明した。"
508,"2025年09月01日","愛知県","ＨＰ","アウディ","2025/06","3AA-FUS","アウディ　Ｓ５","900 Km","DWV-4451-ECR","その他","２０２５年８月１３日","モニターに「リアターンアシスト不良　販売店へ連絡」のメッセージが表示された。"
509,"2025年09月01日","愛知県","ＨＰ","アウディ","2025/06","3AA-FUS","アウディ　Ｓ５","900 Km","DWV-4451-ECR","乗車装置","２０２５年７月５日","助手席にキーが置かれた状態でインロックが発生した。前後４枚のドアは施錠されたまま解錠できず、唯一後方トランクのみ開けることができたため、後方座席を前に倒して潜り込み、助手席のキーを入手して解錠した。メーカーよりキーバッテリー電圧低下による一時的な誤作動と診断され、キーバッテリー交換、車両との再コーディング（照合組み合わせ）を実施した。"
510,"2025年09月01日","富山県","ＨＰ","ホンダ","2020/11","6BA-JH3","Ｎ－ＷＧＮ","23,400 Km","S07B","その他","２０２５年７月","駐車場に止めていた車に乗り込んだらホンダセンシングセンサーカメラが落下してケーブルにぶら下がっていた。"
511,"2025年09月01日","東京都","ＨＰ","カワサキ","","2BJ-BR125H","Ｚ１２５　ＰＲＯ","7,300 Km","AX125AE","燃料装置","２０２５年８月３１日","フューエルポンプの故障により、休憩でエンジン停止後、再始動不能になった。"
512,"2025年09月01日","長野県","ＨＰ","ホンダ","2020/02","6BA-JH3","Ｎ－ＷＧＮ","17,500 Km","S07B","その他","２０２５年８月２４日","フロント中央のカメラが外れた。応急処置で強力な両面テープで対応してもらったが、すぐに外れてしまった。"
513,"2025年09月01日","青森県","ＨＰ","三菱","2017/02","QKG-FV60VJR","ふそうスーパーグレート","750,000 Km","6R10","燃料装置","２０２５年８月５日","荷物積込時、エンジンを停めたところ、その次にエンジンが始動しなかった。ディーラーで確認した結果、燃料高圧ポンプの不具合で交換が必要と診断された。"
514,"2025年09月01日","埼玉県","ＨＰ","スバル","2021/03","4BA-VN5","レヴォーグ","45,000 Km","CB18","エンジン","２０２５年８月","高速道路ＳＡにて出発しようとエンジンを始動したところ、エンジン警告灯が点灯した。その場で何度かエンジン停止からの始動を行ったが警告灯表示が消えなかったためレッカー移動となった。なお警告灯点灯中は通常よりアイドリング回転数が高かった。ディーラーの調査の結果、サーモコントロールバルブ異常が原因であることが分かった。"
515,"2025年08月31日","東京都","24時間電話","スバル","2003/07","TA-BL5","レガシィ","130,000 Km","EJ20","エンジン","","ディーラーでオイル交換を行い、その５００ｋｍ後、４速で走行中に車両前方から異音が発生し、３速で減速したところ、エンジンチェックランプが点灯し、失火してて停止、そのままエンジンがかからなくなった。ディーラーで確認したところ、エンジンブローと診断された。"
516,"2025年08月31日","愛知県","ＨＰ","スバル","2023/11","4BA-BT5","レガシィ","30,500 Km","CB18","乗車装置","２０２５年７月","シートベンチレーションをＯＮにしたところシート内部から大きな異音がした。"
517,"2025年08月31日","東京都","ＨＰ","ニッサン","2017/05","DAA-HE12","ノート","70,000 Km","HR12-EM57","その他","２０２５年８月","冷房で１８℃設定をしているのに、熱風が出てきた。ディーラーでダンパーモーター動作不良の判定でエアミックスモードアクチュエーターを交換した。"
518,"2025年08月31日","静岡県","ＨＰ","ホンダ","2015/08","DAA-GP7","ＳＨＵＴＴＬＥ","71,100 Km","LEB-H1","保安灯火","２０２５年１月","ドアガラスのＵＶコーティングが剥がれ、ドアガラスが白く濁った。"
519,"2025年08月31日","神奈川県","ＨＰ","ホンダ","2014/05","DAA-GP5","フィット","74,000 Km","LEB-H1","動力伝達","２０２５年８月１４日","高速道路走行中に「トランスミッションシステム検査」警告表示が点灯し、その直後に駆動力が失われた。ディーラーで診断した結果、ハイドロスタティッククラッチアクチュエーターや関連部品の不具合の可能性があると診断された。"
520,"2025年08月31日","大分県","ＨＰ","ニッサン","2018/06","DAA-GC27","セレナ","63,000 Km","MR20-SM24","燃料装置","２０２５年６月","エンジン警告灯が点灯するとともに、アイドリングストップエラーが表示される。停車時の車の縦揺れ振動が大きく、坂道時にパワー不足を感じる。"
521,"2025年08月30日","岡山県","ＨＰ","ニッサン","2019/09","ZAA-ZE1","リーフ","114,715 Km","EM57","緩衝装置","２０２５年８月２４日","バックしている時、左フロントのロアアームのボールジョイントが抜けたため、ドライブシャフトも抜け、走行不能になった。"
522,"2025年08月30日","東京都","ＨＰ","ニッサン","2023/08","ZAA-B6AW","サクラ","32,728 Km","MM48","電動機(モーター)","","フル充電で平均１４０ｋｍ走れていたのが、急にフル充電で平均７０ｋｍ－９０ｋｍ（街中走行）になってしまった。"
523,"2025年08月30日","宮城県","ＨＰ","ホンダ","2021/06","6BA-JH3","Ｎ－ＷＧＮ","4,700 Km","S07B","電気装置","２０２５年８月","駐車中にフロントセンサーカメラが脱落した。"
524,"2025年08月30日","北海道","ＨＰ","ニッサン","2015/10","DBA-NE12","ノート","44,847 Km","HR12","動力伝達","２０２４年１１月頃より","一般道路を走行中に、エンジン警告灯が点灯。変速時にノッキングと滑りを感じ、加速ができなくなる。ディーラーでＣＶＴの交換が必要と診断された。"
525,"2025年08月30日","茨城県","ＨＰ","ホンダ","2020/08","6BA-JH3","Ｎ―ＷＧＮ","8,900 Km","S07B","電気装置","２０２５年８月２７日","走行中、フロントセンサーカメラがフロントガラスから剥がれ落ちてぶら下がった状態になった。"
526,"2025年08月30日","兵庫県","ＨＰ","三菱","2022/03","2PG-FEB80","ふそうキャンター","60,300 Km","4P10","動力伝達","２０２５年８月","高速道路を走行し、渋滞で一度停車後、発進しようとした際にニュートラルから１速にギアが入らなくなった。エンジンを再始動をしても解消せず、その後、赤色でチェックランプが点灯し走行不能になった。ディーラーで検査した結果、オートマチックトランスミッションにクラックが入っており、本体の交換が必要と診断された。"
527,"2025年08月30日","大阪府","ＨＰ","ニッサン","2016/11","DAA-HE12","ノート","55,000 Km","HR12-EM57","その他","２０２５年夏","外気温３０度以上の環境で３０分走行後、突然冷房機能が停止し熱風が出てくる症状が１５分程度のサイクルで起こる。高速走行時でも発現した。併せて内気循環が外気取り入れへ勝手に切り替わる。"
528,"2025年08月30日","茨城県","ＨＰ","三菱","2015/01","LDA-CV1W","デリカ","111,000 Km","4N14","エンジン","６万ｋｍ時点","ターボチャージャーからの排気ガス漏れのため、車内に臭いが充満する。"
529,"2025年08月29日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2014/01","DAA-NHP10","アクア","80,000 Km","1NZ-1LM","保安灯火","","運転席側窓ガラスが白濁し、見づらくなった。"
530,"2025年08月29日","香川県","ﾌﾘｰﾀﾞｲｱﾙ","その他","","Coswheel-mirai","ＣＯＳＷＨＥＥＬ　ＭＩＲＡＩ","","","車枠・車体","ＣＯＳＷＨＥＥＬ　ＭＩＲＡＩ","テールランプユニット・ナンバープレートを取り付ける部分のフェンダーが割れ、ユニットが固定できなくなった。"
531,"2025年08月29日","石川県","ＨＰ","ＢＭＷ","2015/03","LDA-ZB20","ＭＩＮＩ　クーパーＳＤ　クロスオーバー","80,000 Km","N47C20A","エンジン","２０１９年８月、２０２１年８月３日、２０","走行中にエンジンから異音とバッテリー警告灯が点灯し、エンジンルームから発煙した。ディーラーでバイブレーションダンパーの断裂、破損が確認されて交換を行ったが、同じ故障が３回発生している。"
532,"2025年08月29日","大阪府","ＨＰ","トヨタ","1998/12","GF-JZS151","クラウン","96,500 Km","1JZ","その他","３ヶ月ほど前から","室内が高温になった時にスピードメータが表示されない。また積算表示もされない。"
533,"2025年08月29日","三重県","ＨＰ","ホンダ","2013/08","DBA-GE6","フィット","33,500 Km","L13A","保安灯火","２０２４年頃","運転席側のＵＶカットガラスがラメが入ったようにぎらついてきた。視界が悪くなるので見えにくい。"
534,"2025年08月29日","青森県","ＨＰ","三菱","2017/12","QKG-FV60VJR","ふそうスーパーグレート","790,000 Km","6R10","エンジン","２０２５年８月２５日１７時頃","一般道を走行中に突然油圧低下の警告およびブザーがなったので直ぐに停車してエンジンを停止した。ディーラーでレッカーし、車両を点検した結果、オイルポンプ手前のストレーナ（樹脂製）の破損でオイルを全く回せない状態であった。"
535,"2025年08月29日","愛知県","ＨＰ","ジープ","2018/02","ABA-BU24","レネゲード","57,781 Km","6","電気装置","２０２５年８月２５日","走行中、メーターパネルに「左ブレーキランプ異常」、「左後ウインカー異常」、「左後ポジションランプ異常」の警告表示が出た。左テールランプについて、各ランプが点灯しないことを目視にて確認した。ディーラーで確認した結果、左テールランプアッセンブリとケーブル類の接続部に焦げた跡があり、ショートしたことが原因と診断された。"
536,"2025年08月28日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2023/09","5AA-MA47S","ソリオ","","K12C-PB05A","走行装置","","新車装着のタイヤにおいて、２年待たずしてサイドウォールに亀裂が発生した。"
537,"2025年08月28日","東京都","ＨＰ","ニッサン","2022/11","5AA-GFC27","セレナ","49,161 Km","MR20-SM24","燃料装置","２０２５年８月１２日","エンジン警告灯が点灯し、アイドリングが不安定になった。整備工場でインジェクター交換が見積もられた。"
538,"2025年08月28日","東京都","ＨＰ","ニッサン","2023/02","ZAA-SNFE0","アリア","","AM67-AM67","その他","２０２５年８月","高速道路走行中にナビが勝手に再起動された。ナビ画面が真っ暗になり、その後自動的に再起動された。過去にも数回起きたことがある。"
539,"2025年08月28日","神奈川県","ＨＰ","スバル","2015/02","DBA-VAG","ＷＲＸ","83,746 Km","FA20","エンジン","２０２５年８月２０日","高速道路走行中に突然エンジンからガシャガシャと異音が発生し、その後速度が落ち続け、惰性で追い越し車線から左方路肩まで走行して停車した。"
540,"2025年08月28日","神奈川県","ＨＰ","スズキ","2018/02","DAA-MK53S","スペーシア","38,000 Km","R06A-WA05A","電気装置","２０２５年８月５日","エンジンを始動したところ、単眼カメラ（衝突軽減、車線逸脱、ハイビームアシスト、システム一時停止、マスターウォーニング）の警告灯が一斉に点灯した。整備工場へ相談し、スズキセーフティーサポートの単眼カメラを交換したところ、全てのエラーが復旧した。"
541,"2025年08月27日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2017/02","DBA-RP3","ステップワゴン","35,100 Km","L15B","保安灯火","２０２５年","イグニッションをオンにすると、ＡＣＣ、カメラなどの警告表示と、システム点検の表示が出てセンシング機能が使えなくなる。ディーラーで確認したところ、コントロールユニット故障で、カメラ交換が必要との見積もりが出た。"
542,"2025年08月27日","東京都","電話","ホンダ","2016/08","DAA-RC4","オデッセイ","","LFA-H4","保安灯火","２０２５年３月ごろ","助手席窓ガラスが、ＵＶカットガラスコート剥がれにより、白く曇った。"
543,"2025年08月27日","群馬県","ﾌﾘｰﾀﾞｲｱﾙ","レクサス","2016/02","DBA-AGZ10","ＮＸ２００ｔ","67,400 Km","8AR","乗車装置","２０２５年８月","車室内にキーを置いた状態でドアを閉めたところ、勝手に鍵がかかり、キーを閉じ込めてしまった。"
544,"2025年08月27日","茨城県","ＨＰ","スズキ","2020/03","3BA-JB64W","ジムニー","64,000 Km","R06A","保安灯火","２０２５年８月中旬","ウインドウォッシャー液を出す操作をしたが、左が弱く、右は液が出なかった。さらに液を出すと、ボンネットのすきまから液が出た。ボンネットを開けて配管を見ると、分岐のプラスチック部品が割れていた。"
545,"2025年08月27日","大分県","ＨＰ","日野","2013/01","SKG-KR290J1","レインボー","347,258 Km","4HK1","エンジン","２０２０年１２月７日","走行中にエンジンが急停止し再始動不能になった。車両を確認するとエンジンのカムシャフトアイドルギアの取付ボルトが折損してアイドルギアが脱落していた。"
546,"2025年08月27日","大分県","ＨＰ","日野","2014/01","SKG-KR290J1","レインボー","289,403 Km","4HK1","エンジン","２０２１年０１月１９日","走行中にエンジンが急停止し再始動不能になった。車両を確認するとエンジンのカムシャフトアイドルギアの取付ボルトが折損してアイドルギアが脱落していた。"
547,"2025年08月27日","大分県","ＨＰ","日野","2014/01","SKG-KR290J1","レインボー","350,568 Km","4HK1","エンジン","２０２１年０５月０３日","走行中にエンジンが急停止し再始動不能になった。車両を確認するとエンジンのカムシャフトアイドルギアの取付ボルトが折損してアイドルギアが脱落していた。"
548,"2025年08月27日","大分県","ＨＰ","日野","2014/01","SKG-KR290J1","レインボー","456,600 Km","4HK1","エンジン","２０２１年１２月１５日","走行中にエンジンが急停止し再始動不能になった。車両を確認するとエンジンのカムシャフトアイドルギアの取付ボルトが折損してアイドルギアが脱落していた。"
549,"2025年08月27日","大分県","ＨＰ","日野","2013/01","SKG-KR290J1","レインボー","561,380 Km","4HK1","エンジン","２０２５年０４月２４日","走行中にエンジンが急停止し再始動不能になった。車両を確認するとエンジンのカムシャフトアイドルギアの取付ボルトが折損してアイドルギアが脱落していた。"
550,"2025年08月27日","大分県","ＨＰ","日野","2015/01","SKG-KR290J1","レインボー","424,378 Km","4HK1","エンジン","２０２５年０４月２４日","走行中にエンジンが急停止し再始動不能になった。車両を確認するとエンジンのカムシャフトアイドルギアの取付ボルトが折損してアイドルギアが脱落していた。"
551,"2025年08月27日","大分県","ＨＰ","日野","2016/01","SKG-KR290J1","レインボー","378,722 Km","4HK1","エンジン","２０２５年０８月２２日","走行中にエンジンが急停止し再始動不能になった。車両を確認するとエンジンのカムシャフトアイドルギアの取付ボルトが折損してアイドルギアが脱落していた。"
552,"2025年08月27日","大分県","ＨＰ","日野","2014/01","SKG-KR290J1","レインボー","458,500 Km","4HK1","エンジン","２０２３年０７月２１日","走行中にエンジンが急停止し再始動不能になった。車両を確認するとエンジンのカムシャフトアイドルギアの取付ボルトが折損してアイドルギアが脱落していた。"
553,"2025年08月27日","東京都","ＨＰ","ダイハツ","2024/08","3BD-S700V","ハイゼット","23,000 Km","KF","乗車装置","２０２４年１１月","ドアを中途半端に開けると勝手に戻るので体にぶつかる。"
554,"2025年08月27日","神奈川県","ＨＰ","フィアット","2024/09","3BA-31212","５００","2,000 Km","169A4","動力伝達","２０２５年６月下旬","上り坂で前方歩行者に配慮して減速後、再加速しようとしたところ、アクセルペダルを踏んでも駆動が伝わらず、Ｎに入ったような感覚で空ぶかし状態となり、路上で一時停止した。エンジンをオフにし、数分後に再始動したところ、走行は可能になった。発生直後にエンジン警告灯が点灯していた。"
555,"2025年08月26日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ポルシェ","2025/05","ZAA-H2SA22","Ｍａｃａｎ　４","","EBZ-ECE","電動機(モーター)","２０２５年６月３０日","新車納車３日後、２０個くらいのエラーが一斉に表示され、走行不能になった。"
556,"2025年08月26日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2024/01","4LA-223182","メルセデスＡＭＧ　Ｓ６３　Ｅ　Ｐ","11,000 Km","177-EMA001","制動装置","","走行中にチェックランプが点灯すると共にブレーキが効かなくなる。同時にアクティブブレーキサポートも使用できないと表示される。"
557,"2025年08月26日","富山県","ＨＰ","ポルシェ","2019/12","3BA-992L30","９１１　Ｃａｒｒｅｒａ　Ｓ","16,000 Km","DKC","保安灯火","２０２４年８月頃","フロントガラスのコーキングが溶けて車体に付着し始めた。"
558,"2025年08月26日","茨城県","ＨＰ","ホンダ","2024/08","6AA-RV6","ＶＥＺＥＬ","7,132 Km","LEC-H5","乗車装置","２０２５年５月３１日","テールゲートの予約クローズ機能が不定期に反応せず閉まらない。"
559,"2025年08月26日","茨城県","ＨＰ","マツダ","2019/02","6BA-KG5P","ＣＸ－８","27,300 Km","PY","乗車装置","","運転席側２列目席のシートベルトを初めて使用したところ戻らなくなった。"
560,"2025年08月26日","大阪府","ＨＰ","スズキ","2025/02","4AA-MK54S","スペーシア","","R06A-WA05A","電気装置","２０２５年８月１３日","駐車場から出る際に、縁石で右後部座席のドアを擦った。そのとき警告が鳴らなかった。"
561,"2025年08月26日","東京都","ＨＰ","ルノー","2019/04","ABA-BBM5P","メガーヌ","47,000 Km","M5P","保安灯火","２０２５年８月２３日","エンジン始動後の確認時、左側デイライトの一部が通常とは異なり、オレンジ色に変色していた。"
562,"2025年08月26日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2024/10","6AA-GFC28","セレナ","","HR14-EM57","かじ取り","２０２５年７月","プロパイロット使用中、ステアリングを握っているのに手放し警告が表示され、その後、警告が大きくなってブレーキがかかる。この症状が出ている時にプロパイロットを解除しようとしても解除できない。"
563,"2025年08月25日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","レクサス","2015/11","DBA-AGZ15","ＮＸ２００ｔ","60,000 Km","8AR","燃料装置","２０２５年７月","一般道を走行中、アクセルペダルを踏んでも加速しなくなり、最終的に停止してしまった。ロードサービスを要請して確認を受けたところ、低圧燃料ポンプの故障記録が検出された。"
564,"2025年08月25日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","2023/06","5AA-XB420TXCM","ボルボ　ＸＣ４０","","B420T6-3330","エンジン","２０２５年８月","車を使用中に突然「エンジン機能低下」の警告表示が出て、加速不良のような症状になった。"
565,"2025年08月25日","神奈川県","ＨＰ","プジョー","2021/10","M3AB","ジャンゴ","42,046 Km","XS1P57QMJ-2H","エンジン","２０２５年７月","信号待ちでアクセルを戻して停止しようとしたところ、エンジンが停止し、数分の間、エンジンがかからなくなった。ＥＣＵ（スロットルボディ）の交換やＯ２センサー洗浄、プラグ交換などをしたが同じ症状が発生した。"
566,"2025年08月25日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2014/03","DAA-HFC26","セレナ","110,000 Km","MR20-SM23","動力伝達","中古車購入後２週間くらい","ＣＶＴの不具合により、前後にカタカタと揺れるような症状が出るようになった。"
567,"2025年08月25日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2013/08","CBF-CS4E26改","ＮＶ３５０　キャラバン","111,300 Km","QR25","その他","","エアコンのガスが漏れ、冷房が効かなくなった。整備工場でガス漏れ止め剤を注入したが、漏れが解消しない。"
568,"2025年08月25日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","ジープ","2020/09","3BA-BV13PM","レネゲード","38,100 Km","55282328","エンジン","半年前","高速道路を降り、一般道に合流したところで突然エンジンが止まった。ディーラーで修理を受けたが、約半年後、駐車作業でギアをＤからＲに入れた際にエンストした。"
569,"2025年08月25日","神奈川県","ＨＰ","ルノー","2018/06","ABA-KWH5F1","カングー","80,000 Km","H5F","燃料装置","","燃料キャップが突然破損してロックできなくなった。"
570,"2025年08月25日","千葉県","ＨＰ","ホンダ","2018/07","6LA-ZC5","ＣＬＡＲＩＴＹ","35,300 Km","LEB-H4","保安灯火","３年前　最近","夜、突然ファザードランプが点滅しだす。車検時には突然ファザードが点くことがなく、通常の点検で終わっている。"
571,"2025年08月25日","愛知県","ＨＰ","カワサキ","2021/11","2BJ-BR125H","Ｚ１２５　ＰＲＯ","7,000 Km","","燃料装置","２０２５年８月２４日","燃料ポンプの故障によりエンジンがかからなくなった。"
572,"2025年08月25日","大分県","ＨＰ","三菱","2025/05","4AA-B38A","ＤＥＬＩＣＡ　ＭＩＮＩ","2,100 Km","BR06-SM21","電動機(モーター)","新車購入時から","下り坂でブレーキペダルのみ踏んでいるのにモーターアシストが働く場合がある。また、信号などにおいてブレーキペダルを踏んだ状態で、リチウムバッテリーへの充電状態から急にモーターアシストに変わるため、ブレーキペダルを更に強く踏み込む事が多々ある。"
573,"2025年08月25日","岐阜県","ＨＰ","ホンダ","2016/01","DAA-GP5","フィット","112,553 Km","LEB-H1","保安灯火","２０２５年６月","右ドアガラスのＵＶカットコーティングがはがれ、視界が悪くなった。"
574,"2025年08月25日","新潟県","ＨＰ","ニッサン","2018/10","ZAA-ZE1","リーフ","127,000 Km","EM57","緩衝装置","２０２５年８月２４日","駐車場で後退しながら右に転舵した際、大きな音がして動けなくなった。降りてみると、右前タイヤが大きく傾いていて、サスペンションロアアームのボールジョイントが破断していた。"
575,"2025年08月25日","栃木県","ＨＰ","ニッサン","2017/08","DAA-HE12","ノートｅーＰｏｗｅｒ","110,000 Km","HR12-EM57","エンジン","２０２４年８月","エアコンをつけアイドリング中、勝手に内気循環から外気導入に切り替わり熱風がでる。その後ｅパワー警告灯が付き始動不能になる。"
576,"2025年08月25日","京都府","ＨＰ","カワサキ","","2BJ-BR125H","Ｚ１２５　ＰＲＯ","12,000 Km","AX125AE","燃料装置","２０２５年８月","ツーリングで５０ｋｍ走ってエンジンを切り５分後にエンジンかけようとしたが、かからなかった。キーオンにした時に燃料ポンプの音かせず、３０分ほど冷まし再びキーオンにすると燃料ポンプの音がして始動できた。後日、同じような現象が出るようになった。"
577,"2025年08月25日","福岡県","ＨＰ","ルノー","2020/06","ABA-KWH5F1","カングー","24,000 Km","H5F","エンジン","２０２５年８月２４日","走り始めてしばらくするとエンジン異音となり走行に力が足りない感覚になった。ディーラーで確認した結果、インテークパイプが割れていた。"
578,"2025年08月24日","佐賀県","ＨＰ","ホンダ","2015/09","DBA-JF2","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","72,600 Km","S07A","保安灯火","５年前","助手席側の窓が曇り始めた。最初は丸く１０センチ直径の円形に白くなりはじめ、だんだんその曇りが広がってきた。ディーラーで確認した結果、紫外線カットガラスの劣化と診断された。"
579,"2025年08月24日","岐阜県","ＨＰ","メルセデス・ベンツ","2024/01","3CA-167133","ＧＬＥ４５０ｄ　４ＭＡＴＩＣ","13,000 Km","656M-EM0023","エンジン","２０２４年３月","走行中に突然出力が低下し、時速５０ｋｍ／ｈ以下しか出せなくなる現象が複数回発生した。"
580,"2025年08月24日","茨城県","ＨＰ","スバル","2019/07","5BA-SK9","フォレスター","46,900 Km","FB25","エンジン","２０２５年７月","エンジン始動時、各種エラー表示があり、ディーラーにて診断をうける旨の指示が出た。ディーラーで確認した結果、サーモコントロールバルブの交換が必要と診断された。"
581,"2025年08月24日","愛知県","ＨＰ","ホンダ","2015/04","DAA-GM4","ＧＲＡＣＥ","50,853 Km","LEB-H1","保安灯火","２０２５年７月","助手席側、運転席側の窓ガラスが曇り、模様が浮き出てきた。ディーラーから南側の駐車場に放置しているとドアガラスのＵＶ膜が劣化を起こして模様等が発生するとの説明があった。"
