番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
120,"2023年04月15日","福岡県","ＦＡＸ","マツダ","2006/06","DBA-BK5P","アクセラ","116,600 Km","ZY","保安灯火","２０２３年３月","ブレーキランプのハロゲン球の熱により赤いプラスティックが溶損し、電球の白色が見えるため車検に通らなくなった。"
121,"2023年04月14日","鹿児島県","電話","いすゞ","2021/12","2PG-CYL77C","ギガ","215,313 Km","6UZ1","走行装置","","１０穴の鉄ホイール装着車で、購入して２年経たないが左右で一度ずつバーストした。"
122,"2023年04月14日","宮城県","ＨＰ","組立","2019/08","組立","ＡＴＶ群馬　軽カーゴトレーラー","","","制動装置","２０２３年４月１４日","駐車ブレーキを作動させても車両が手で動くことから制動力の低下を認識した。車輪を外して点検したところ、ブレーキディスク外側のパッド摺動面に錆が浮いていて、外側パッドが当たっていないことがわかった。"
123,"2023年04月14日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2015/03","DBA-VM4","レヴォーグ","86,800 Km","FB16","乗車装置","去年から","運転席ドア丁番のところにひびが入ってきて８ｃｍくらいに広がっている。"
124,"2023年04月14日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2015/03","DBA-VM4","レヴォーグ","86,800 Km","FB16","緩衝装置","去年から","左前輪サスペンションのガスが抜けてガタガタになった。"
125,"2023年04月14日","福岡県","ＨＰ","トヨタ","2018/03","SDG-XZB70","コースター","30,000 Km","N04C","車枠・車体","２０２３年４月７日","運転席側のダクトより浸水した。ドア内部が錆びて隙間からフロアまで浸水した。"
126,"2023年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2008/06","DBA-204054","Ｃ３００","54,000 Km","272M30","動力伝達","２０２３年４月","走行中、ミッションが滑るようになった。整備工場で確認したところ、ラジエーターに組み込まれているＡＴオイルクーラーにおいて冷却水がＡＴ油路側に漏れたことでＡＴが壊れていると診断された。"
127,"2023年04月14日","山形県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2022/11","3BA-C1DKR","ＶＷ　Ｔ－ＣＲＯＳＳ　１．０／８５ｋＷ","","DKR","制動装置","２０２２年１２月１６日から","前方センサーが不要な検知をするため、ＡＣＣ及びレーンアシスト無効の表示が出たり、自動ブレーキが作動する。"
128,"2023年04月14日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2014/03","DBA-MH34S","ワゴンＲ","41,800 Km","R06A","その他","２０２３年３月末あたりから","エアコンが冷えないことに気が付いた。ガス補充をしても翌日にダメになる。"
129,"2023年04月14日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2023/01","6AA-ZWR90W","ノア","980 Km","2ZR-1VM","制動装置","２０２３年３月２２日","一般道を３０～４０ｋｍ／ｈで走行中、交差点に向けて減速をしていく場面で突然自動ブレーキが作動した。"
130,"2023年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3DA-KH3P","ＣＸ－６０　ＸＤエクスクルーシブ","12,000 Km","T3","電気装置","購入当初","メーターに通信機器エラーの表示が出た。ディーラーで通信モジュールの交換を行い解消した。"
131,"2023年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3DA-KH3P","ＣＸ－６０　ＸＤエクスクルーシブ","12,000 Km","T3","車枠・車体","購入当初から","電動リヤゲートを開けようとして、途中でやめることにして開閉スイッチをおして停止させたところ、そのまま動かなくなり開閉出来なくなった。"
132,"2023年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3DA-KH3P","ＣＸ－６０　ＸＤエクスクルーシブ","12,000 Km","T3","動力伝達","購入当初から","エンジン始動時やアイドリングストップからの復帰時にミッションあたりからガシャンと大きな音と振動が出る。走り出しの徐行時、クラッチからザーッという異音が出る。"
133,"2023年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3DA-KH3P","ＣＸ－６０　ＸＤエクスクルーシブ","12,000 Km","T3","エンジン","購入当初から","エンジンが異常振動する。ディーラーでマウント関係を交換すると診断されている。"
134,"2023年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3DA-KH3P","ＣＸ－６０　ＸＤエクスクルーシブ","12,000 Km","T3","保安灯火","購入当初から","ドアミラーの向きが、突然バック用の下向き方向に変わることが有る。"
135,"2023年04月14日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2007/09","DBA-BK5P","アクセラ","136,400 Km","ZY","保安灯火","３年以上前","ブレーキランプの赤色カバー部が溶損し、白い光が漏れてしまう状態になった。"
136,"2023年04月14日","長崎県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2021/06","5AA-B44W","ＤＡＹＺ","","BR06-SM21","その他","","前方カメラの不良により、システム故障の表示が出るようになった。"
137,"2023年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3DA-KH3P","ＣＸ－６０　ＸＤエクスクルーシブ","12,000 Km","T3","動力伝達","","走り出しの徐行時、クラッチからザーッという異音が出る。"
138,"2023年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3DA-KH3P","ＣＸ－６０　ＸＤエクスクルーシブ","12,000 Km","T3","緩衝装置","","車がゆすられるたび、サスペンションから異音が出る。"
139,"2023年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3DA-KH3P","ＣＸ－６０　ＸＤエクスクルーシブ","12,000 Km","T3","制動装置","","駐車場において、１ｋｍ／ｈ程度の極低速で動かしている時、周囲に問題がないのに緊急ブレーキが作動する。"
140,"2023年04月14日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2023/01","3DA-KH3P","ＣＸ－６０　ＸＤエクスクルーシブ","12,000 Km","T3","その他","","シースルービューが不必要なところでも作動し、コンソール画面にカメラの映像が出る。"
141,"2023年04月13日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","いすゞ","2010/06","PDG-NKR85YN","エルフ","233,000 Km","4JJ1","エンジン","２０２３年","エンジンから異音がしている。エンジンオイルダイリューションも発生しており、オーバーラン症状も出ている。ディーラーでメタルが叩いている音との診断でエンジン交換が必要と言われている。当該車両は過去にサービスキャンペーンでエンジン交換を２回行っており、前回交換から約７万ｋｍ程度しか使用していないにもかかわらずエンジンが壊れたことになる。"
142,"2023年04月13日","東京都","ＨＰ","メルセデス・ベンツ","2015/08","LDA-212201C","Ｅ２２０ＢｌｕｅＴＥＣステーションワゴン","69,700 Km","651","燃料装置","２０１７年１１月、２０２１年１０月、２０","走行中、インジェクター不良により当該シリンダーが失火、出力低下によりスピード維持が困難になる。"
143,"2023年04月13日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2012/06","DAA-NHP10","アクア","42,000 Km","1NZ-1LM","保安灯火","２０２３年","テールランプのサービスキャンペーンについて対象範囲外の車で、ランプ内に水が浸入した。"
144,"2023年04月13日","大阪府","ＨＰ","トヨタ","2022/08","6AA-MXPK11","アクア","1,900 Km","M15A-1NM","電動機(モーター)","２０２３年３月９日","幹線道路上を走行中にエラーが表示され、突然エンジンが停止したため、モーター走行により脇道に緊急待避した。ディーラーで、ハイブリッドバッテリーの破損が確認され、バッテリーの全交換が行われた。"
145,"2023年04月13日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2019/10","4AA-B38W","ｅＫ","","BR06-SM21","保安灯火","","ドアミラーモーターの不良により、開閉途中で止まったり、開かなくなる。"
146,"2023年04月13日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2016/09","HBD-DR17V","ＮＶ１００クリッパー","","R06A","エンジン","２０２３年２月２３日","停車時にエンジンがうなり、前に出ようとするため、交差点の出会いがしらで停止したかったのに車が動いてしまい、接触事故に至った。"
147,"2023年04月13日","三重県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2012/06","DBA-JF1","Ｎ－ＢＯＸ","","S07A","エンジン","","エンジンをかけてすぐに停車した際に、点火プラグが湿ってしまい、始動困難になる。"
148,"2023年04月13日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2019/06","5BA-B46W","ＤＡＹＺ","60,000 Km","BR06","エンジン","","エンジンをかけるとガラガラと音がする。エンストしたこともある。エンジンオイルメンテナンスに不備はないはずなのにタイミングチェーンが伸びていると診断された。"
149,"2023年04月13日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2019/06","5BA-B46W","ＤＡＹＺ","60,000 Km","BR06","その他","購入初年の冬から","冬季の走行中、頻繁にカメラ制御不良の警告を発し衝突被害軽減ブレーキ等が作動しなくなる。"
150,"2023年04月12日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2015/03","LDA-WY20","Ｘ３","106,700 Km","N47D20C","車枠・車体","","場面を問わず、リアテールゲートが勝手に開いてしまう事が有る。"
151,"2023年04月12日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2022/09","5AA-MX91S","ワゴンＲ　スマイル","","R06D-WA04C","エンジン","","冬タイヤで１４ｋｍ／Ｌくらいの燃費で走行していたが、夏タイヤに交換したところ、１２．９ｋｍ／Ｌくらいまで悪化している。"
152,"2023年04月12日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2022/09","5AA-MX91S","ワゴンＲ　スマイル","","R06D-WA04C","車枠・車体","","高速走行中の風切り音が大きい。"
153,"2023年04月12日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2022/09","5AA-MX91S","ワゴンＲ　スマイル","","R06D-WA04C","その他","","暖房の効きが悪く、２４℃設定でも冷たい風が出る。"
154,"2023年04月12日","東京都","ＨＰ","スカニア","2018/06","不明","アストロメガ","564,000 Km","DC13","走行装置","２０２２年１１月７日","空気圧センサーの留めワイヤーとアルミ製ホイールの電蝕により、アルミ製ホイールに穴があき、そこから空気が漏れた。"
155,"2023年04月12日","愛知県","ＨＰ","ダイハツ","2018/03","DBA-LA700S","ウェイク","47,000 Km","KF","車枠・車体","２０２３年２月","クランクプーリー部に雨水が浸入したことでプーリーが錆び、ファンベルト異常摩耗及び鳴きが発生した。"
156,"2023年04月12日","京都府","ＨＰ","スズキ","2014/01","DBA-MR31S","ハスラー","119,000 Km","R06A","動力伝達","２０２３年４月１０日","高速道路走行中に突然エンジンブレーキがかかり急減速した。その後、アクセルペダルをベタ踏みしても最大で２０ｋｍ／ｈ程度しか出なくなった。見るとトランスミッションエラーが表示されていた。"
157,"2023年04月11日","不明","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2022/10","6AA-RV6","ＶＥＺＥＬ","","LEC-H5","電気装置","","電動テールゲートを開閉後、車の電気が流れ続けるため駐車中にバッテリーを消費し続け、長時間駐車しておくとバッテリーが上がる。"
158,"2023年04月11日","静岡県","電話","インディアンモーターサイクル","2021/03","RTS25","ＦＴＲ１２００ＳＲａｃｅ　Ｒｅｐｌｉｃａ","","N22","エンジン","２０２３年４月１日","外３４８３のクーラントジョイントに関わるリコール対象車で、当該リコールの案内が届いていないうちにクーラントが噴き出す症状が出て火傷を負った。"
159,"2023年04月11日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","プジョー","2018/12","LDA-T9AH01","３０８","43,900 Km","AH01","排ｶﾞｽ･騒音","","警告灯が点灯してアドブルータンク交換が必要と診断された。"
160,"2023年04月11日","東京都","ＨＰ","テスラ","2021/05","ZAA-3L13","モデル３　ＲＷＤ","","3D1","車枠・車体","２０２３年４月５日","Ｔｅｓｌａ社公式のルーフラックををユーザーマニュアル通りに組み立てたところ、ルーフラックが筐体の金属部分ではなく天板のガラス面に固定されていたため、走行時にガラス面が割れてルーフラックが積載物と一緒に落下した。"
161,"2023年04月11日","石川県","ＨＰ","スズキ","2017/02","DAA-MA36S","ソリオ","80,000 Km","K12C-WA05A","緩衝装置","２０２３年４月１０日","荒れた路面などで前輪部から異音がした。右前輪のコイルスプリングが折れていた。"
162,"2023年04月11日","愛知県","ＨＰ","フォルクスワーゲン","2011/09","DBA-1KCAV","ＶＷゴルフ　１．４／１１８ｋｗ","100,300 Km","CAV","動力伝達","２０２３年４月９日","ＤＳＧのリコール対象で、メカトロニクスのハウジングの確認を行い、交換を行わなかった車でＤＳＧが故障し、走行不能になった。"
163,"2023年04月11日","愛知県","ＦＡＸ","レクサス","2020/04","DAA-AYZ10","ＮＸ３００ｈ","24,800 Km","2AR-2JM","車枠・車体","２０２３年３月","後部荷物室下に猫が入り込み糞を多量にしていた。変な臭いはしていた。"
164,"2023年04月10日","岩手県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2017/07","DBA-GT7","ＸＶ","32,000 Km","FB20","その他","","エアコンコンプレッサーから大きな異音が出るようになった。"
165,"2023年04月10日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2023/02","6AA-RP8","ステップワゴン","","LFA-H4","乗車装置","２０２３年３月３０日","運転中、システム異常の警告灯が７つくらい点灯した。ディーラーでエアバッグの部品交換が行われた結果、警告表示が消えた。"
166,"2023年04月10日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2022/12","ZAA-E2EBJ","ＩＤ．４","","EBJ","保安灯火","","フロントガラスにおいて、運転者の目線あたりにゆがみが有り、ガラス越しの景色がゆがむ。"
167,"2023年04月10日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","スバル","2017/02","DBA-LA150F","ステラ","170,400 Km","KF","エンジン","不明","エアクリーナーの吸気取り込み口のダクトが、エアクリーナーボックスから外れていた。"
168,"2023年04月10日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2015/01","DAA-HFC26","セレナ","35,391 Km","MR20-SM23","動力伝達","２０２３年","ＣＶＴの不良により、変速不良、発進不良が発生した。"
169,"2023年04月10日","大分県","ＨＰ","ホンダ","2019/03","HBD-JJ1","Ｎ－ＶＡＮ","25,747 Km","S07B","エンジン","２０２３年４月１日","燃料ポンプの故障により走行中にエンジンが停止した。"
170,"2023年04月10日","大阪府","ＨＰ","ＢＭＷ","2018/02","DBA-XW20","ＢＭＷ　Ｘ４　ｘＤｒｉｖｅ　２８ｉ","50,000 Km","N20B20A","動力伝達","２０２２年７月３０日","高速道路を降り、一般道で信号待ちをしていたところ、突然発進できなくなった。シフトレバーが動かず、電源を何度も再起動するも走行不能となった。"
171,"2023年04月10日","千葉県","ＨＰ","メルセデス・ベンツ","2015/01","RBA-205042","Ｃ２００","55,909 Km","274","エンジン","２０２３年３月７日","走行中に突然ラジエーター冷却水の温度が上昇し、すぐ停車するようにアラームが表示されたため、路肩に停車した。ディーラーで電動クーラントポンプの故障と診断された。"
172,"2023年04月10日","広島県","来訪","トヨタ","2020/04","DBA-M900A","ルーミー","10,000 Km","1KR","電気装置","２０２０年末","運行中、停止時にアイドリングストップによりエンジンが停止した際、操作をしなくても５秒程度でエンジンが再始動する。冬期にアイドリングストップを使用するとバッテリーがあがる。その結果翌日充電をしないとエンジンが始動しない。"
173,"2023年04月08日","兵庫県","ＨＰ","マツダ","2016/06","LDA-DK5FW","ＣＸ－３","72,867 Km","S5","乗車装置","２０２３年３月１４日に発見","後席右側のシートバックを倒し、荷物を乗せて移動後、シートバックを戻したところシートベルトが戻らないことに気づいた。シートバック右肩にガイドがあり引っかかりを疑ったが手動で摺動させても引っかかり等なくスムーズで、手動で巻き取ったが改善無く伸びきったままとなった。"
174,"2023年04月07日","千葉県","ＨＰ","トヨタ","2022/10","3BA-NZE161G","カローラフィールダー","","1NZ","非装置","購入後、半年間で３回ほど経験。","クラッチペダルとブレーキペダルの間隔が不足しており、シフトチェンジでクラッチペダルを踏む際、ブレーキペダルを踏んでしまい、急ブレーキをかけてしまう。"
175,"2023年04月07日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","","JBH-CA4AA","レッツ","","A409","エンジン","","信号待ちでエンストする。"
176,"2023年04月07日","静岡県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2022/07","4AA-MR52S","ハスラー","2,500 Km","R06A-WA05A","エンジン","３月１７日","一般道の下り坂を走行中にエンジンが止まった。ディーラーからメーカーに確認が行われ、ＶＶＴの不良と診断された。"
177,"2023年04月07日","京都府","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2017/09","DBA-8E15","ＢＭＷ　３１８ｉ","","B38B15A","車枠・車体","５年２か月目くらいの時から","ドアのウェザーストリップ不良により、雨や洗車などで車室内に水が入ったり、窓ガラスを上下させると水や泥などがガラスに付着してドアミラーが見ずらい状態になった。"
178,"2023年04月07日","群馬県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/10","HBD-JJ1","Ｎ－ＶＡＮ","","S07B","保安灯火","２０２３年４月","走行中前照灯が突然消えた。自分で確認したところ、左右前照灯バルブのカプラーが溶損していた。"
179,"2023年04月07日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2018/07","-","アドレス１１０","16,000 Km","","エンジン","","国道を４０ｋｍ／ｈで走行中、突然エンジンが停止し、再始動出来なくなった。販売店で確認したところハーネス一式の交換と見積もられた。"
180,"2023年04月07日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","マツダ","2017/06","LDA-KF2P","ＣＸ－５","70,500 Km","SH","エンジン","２０２３年２月７日","送迎に車を使用し、目的地に到着後して運転者が交代後、そこから車を発進させるためにギアをＤにして駐車ブレーキを解除したところ、車が制御不能状態で坂道を下る状態になり、民家に衝突して運転者が負傷した。"
181,"2023年04月07日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2017/09","LDA-7G30","ＢＭＷ　７４０Ｌｄ　ｘＤｒｉｖｅ","44,000 Km","B57D30B","排ｶﾞｽ･騒音","１週間前","外３５７３のリコール対象車で、車両が発煙した。ディーラーで確認したところ、リコールと別の不具合と診断された。"
182,"2023年04月07日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2021/02","5AA-MK53S","スペーシア","48,000 Km","R06A-WA05A","エンジン","２０２３年３月２８日","幹線道路を走行中、突然エンストをして再始動不能になり、交差点の中央に停車した。４０～５０分後に始動操作をしたところ、エンジンはかかったが、再発すると危険だということで警察からも運転を中止するよう勧められ、レッカー搬送した。"
183,"2023年04月07日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2014/03","DAA-GP5","フィット","51,900 Km","LEB-H1","制動装置","２０２３年４月６日","駐車場でバックしようとした際に突然ブレーキが効かなくなり、ブレーキシステム異常、点検が必要と警告が出た。販売店でＥＳＰユニットの不具合と診断された。"
184,"2023年04月06日","香川県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2015/01","DBA-JF1","Ｎ－ＢＯＸ","25,000 Km","S07A","動力伝達","１か月前から","走り出すとコトコト・・と異音がするようになった。ディーラーで確認したところＣＶＴ不良であり交換が必要と診断された。"
185,"2023年04月06日","福井県","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","2017/02","EBL-VN04J","ＶＯＬＴ","7,000 Km","N605E","かじ取り","中古車購入直後から","走行中に少しでもハンドルから手を離すとハンドルが激しく振れる。"
186,"2023年04月06日","北海道","ＦＡＸ","三菱","2019/07","4AA-B38W","ｅＫ","24,250 Km","BR06-SM21","保安灯火","２０２３年３月２０日","電動格納ドアミラーが自動開閉しなくなった。"
187,"2023年04月06日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2011/06","EBD-DA63T","キャリイ","94,500 Km","K6A","動力伝達","２０２３年","ＭＴ車で一時停止時などでローギアに入らなくなる。クラッチの切れ不良に感覚は似ているが、ワイヤー調整等を行っても変わらない。"
188,"2023年04月06日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2016/06","DAA-HFC26","セレナ","70,000 Km","MR20-SM23","動力伝達","２０２３年３月","１時間くらい継続運転していて渋滞等にはまるなどし、再発進する際にアクセルペダルを踏んでも反応しない。"
189,"2023年04月06日","東京都","ＦＡＸ","スズキ","2018/12","DAA-MA36S","ソリオ","10,000 Km","K12C-WA05A","エンジン","２０２３年３月８日","下り坂をエンジンブレーキをかけながら下降後、上り坂にさしかかったので、アクセルペダルに軽く触れると突然暴走を始めた。フットブレーキを右足で必死に踏むも加速は収まらず、前方の信号で停車中の車に衝突しそうだったので右にハンドルを切り、中央分離帯の路肩に乗り上げポールと接触後左にハンドルを切り、前方のゼブラゾーン内に停止した。"
190,"2023年04月05日","福井県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2017/11","DAA-NKE165","カローラアクシオ","65,700 Km","1NZ-1LM","車枠・車体","","リヤタイヤハウスの内部形状不良により、後輪の前側に雪が溜まりやすく、積雪路を１時間ほど走行すると雪が詰まって取れなくなり、タイヤに干渉するようになる。"
191,"2023年04月04日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2014/04","DAA-AWS210","クラウン","24,500 Km","2AR-1KM","緩衝装置","","車検の点検を受けたところ、前後のショックアブソーバーからオイル漏れしていると判った。"
192,"2023年04月04日","愛媛県","ＨＰ","ダイハツ","2021/02","3BD-S321V","ハイゼット","27,600 Km","KF","乗車装置","２０２２年１１月下旬","運転席シートが、クレーム交換後たった２か月でヘタってしまい、表皮ズレ防止用のワイヤ－がお尻に食い込み、下車した後も痛みで座れない症状をもたらした。"
193,"2023年04月04日","千葉県","ＨＰ","トヨタ","2015/09","DAA-AVU65W","ハリアーハイブリッド","126,000 Km","2AR-2JM-2FM","保安灯火","","助手席サイドガラスの内側が白くザラザラになってしまい、左側の視界がかなり悪くなった。"
194,"2023年04月04日","新潟県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2017/07","ABA-16CZDW","ザ・ビートル","35,000 Km","CZD","保安灯火","","窓ガラスが春になると故障し、開閉出来なくなる。当該車両はサッシレスの窓となっていて、ドアを開く際に窓ガラスが少し下がる動作をするが、冬季に窓が凍結した際に、この動作で負担がかかり破損に繋がっていると推定される。"
195,"2023年04月04日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","2022/02","5AA-UB420TXCMA","ＸＣ６０　Ｂ６ＡＷＤ","","B420T-3330","電気装置","中古車購入３か月目から","バッテリー上がりが頻発する。販売店で漏電が疑われている。"
196,"2023年04月04日","岩手県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサンMI(生産国：スペイン)","2015/07","ZAB-VME0","ｅ－ＮＶ２００","89,900 Km","EM57","緩衝装置","","一般道走行中、リヤリーフスプリングが破断した。"
197,"2023年04月04日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2021/03","5LA-GL3W","エクリプスクロスＰＨＥＶ","","4B12-S61-Y61","車枠・車体","２０２２年１１月","左後輪のスプラッシュシールドのビスが外れ、シールドが落ちてタイヤと干渉する状態になった。一度ディーラーで修理したが、１ヵ月後に再発した。"
198,"2023年04月04日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","いすゞ","2016/01","QKG-CXZ77AT","ギガ","280,000 Km","6UZ1","動力伝達","２０２３年３月","１６段ＭＴ車で、ギアの入りが悪く、ギアを下げてエンジンブレーキをかけにくい。異音が出ており、だんだん大きくなっている。"
199,"2023年04月04日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2012/11","LDF-VW2E26","ＮＶ３５０キャラバン","288,700 Km","YD25","動力伝達","","国３８７０のリコールによりオイルシールの修理を済ませた車で、オイルシール不良が発生し、デフオイルが漏れた。"
200,"2023年04月03日","岐阜県","ＨＰ","ボルボ","2017/10","LDA-MD4204T","Ｖ４０","38,000 Km","D4204T","エンジン","２０２３年２月２２日","走行中にエンジンが停止し路上にて停止した。シフトをＰにして再始動する様にメーターに指示が出て、指示に従うと再始動したため路肩に移動し停車。ディーラーでの故障記録を読み出したところエンジン内、コモンレール及びインジェクタにダイアグコードが残されていたとの説明があった。"
201,"2023年04月03日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2014/02","RBA-212036C","Ｅ２５０","38,100 Km","274","エンジン","半月前","コールドクランキング時、エンジンからガラガラと異音が出る。エンジンの始動性が悪い。エンジンコーションランプ点灯。エマージェンシーモードと思われる影響でアイドルストップ等が動作しない。"
202,"2023年04月03日","不明","電話","ニッサン","2014/06","DBA-ZV37","スカイライン","63,400 Km","274930","エンジン","２０２３年１月下旬","リコール番号３８８７の届出範囲内に入っている車両で、リコール内容と同じウォーターポンプ内のレバー破損の症状が出ているが、ディーラーからはリコール対象外と言われた。"
203,"2023年04月03日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","","LDA-205204","Ｃ２２０ｄステーションワゴン","","651","燃料装置","２０２３年４月","車検時にエンジンルーム内で燃料漏れが発見された。"
204,"2023年04月03日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2021/02","5AA-MH95S","ワゴンＲ","","R06D-WA04C","電動機(モーター)","中古車購入直後から","アクセルペダルをほとんど踏んでいないのに、スロープを一気に登れてしまったり、クリープが強すぎて、３０００ｃｃクラスの車のような強さで進み、ブレーキで抑えられない。"
205,"2023年04月03日","不明","電話","アウディ","","-","－","","","電動機(モーター)","","マイルドハイブリッドシステム搭載車において高速道路走行中にモーター故障により走行不能になる"
206,"2023年04月03日","千葉県","ＨＰ","スバル","2020/08","DBA-GK7","インプレッサ　Ｇ４","53,677 Km","FB20","エンジン","２０２３年３月２９日水曜日","１９時半くらいに千葉市内の一般道を走行中にエンジンが停止し制御不能となり路肩に停止し、その後、エンジンの再起動ができなくなった。その後、レッカー車を呼び、運搬した。"
207,"2023年04月02日","滋賀県","ＨＰ","ニッサン","2014/09","DAA-HFC26","セレナ","42,200 Km","MR20-SM23","車枠・車体","２０１９年あたりから現在まで","車体の複数個所で異常な塗装剥がれが発生した。"
208,"2023年04月01日","神奈川県","ＨＰ","マツダ","2015/04","LDA-DJ5AS","デミオ","125,330 Km","S5","電気装置","２０２３年１月２０日ＡＭ５：３０頃","車庫から車を出した際に「ボキッ」という大きな音がしてパネルに「発電能力を失いました」のメッセージ表示された。ボンネットを空けるとオルタネーターの軸が折れ、ベルトが落下していた。"
209,"2023年04月01日","神奈川県","ＨＰ","ニッサン","2020/03","5BA-RV37","スカイライン","10,500 Km","VR30","エンジン","２０２３年３月２３日","車検で入庫時にウォーターポンプの水漏れが発見された。"
210,"2023年04月01日","埼玉県","ＨＰ","マツダ","2012/03","LDA-KE2AW","ＣＸ－５","142,400 Km","SH","エンジン","","排気側カムシャフトが異常摩耗し、カム山が「真円」になり、一部のバルブが動いていない状態になった。"
211,"2023年04月01日","埼玉県","ＨＰ","マツダ","2012/03","LDA-KE2AW","ＣＸ－５","142,400 Km","SH","エンジン","２０２２年１０月に発生","ヘッドガスケット抜けにより冷却水漏れが発生した。"
212,"2023年03月31日","静岡県","ＨＰ","ＵＤトラックス","2020/05","2PG-FEB9Y","カゼット","57,200 Km","4P10","制動装置","２０２３年３月２３日","電気式ブレーキパットの摩耗インジケーターに関わるサービスキャンペーンの実施後、ブレーキパットインジケーターチェックランプが点灯した。"
213,"2023年03月31日","静岡県","ＨＰ","ＵＤトラックス","2020/12","2PG-FEB9Y","カゼット","54,900 Km","4P10","制動装置","２０２３年３月２８日","電気式ブレーキパット摩耗インジケーターのサービスキャンペーンで交換作業を実施したが翌日通常走行中にインジケーターチェックランプが点灯した。"
214,"2023年03月31日","北海道","ＨＰ","ニッサン","2013/12","DBA-NZ12","キューブ","56,700 Km","HR15","エンジン","２０２３年３月２５日","出勤時エンジンスターターにより暖機運転をし、出勤しようとしたときエンジンが停止し、その後反応しなくなった。"
