番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
534,"2007年10月14日","兵庫県","ＨＰ","プジョー","2006/03","GH-D2V","４０７","25,000 Km","XFV","動力伝達","２００７年５月と８月","アクセルを踏みエンジン回転数が３０００回転以上を示しているのに前進しない。"
535,"2007年10月14日","兵庫県","ＨＰ","プジョー","2006/03","GH-D2V","４０７","25,000 Km","XFV","動力伝達","２００６年３月（購入当初）から最近にかけ","シフトレバーがＤからＲに入らない時がある。"
536,"2007年10月14日","兵庫県","ＨＰ","プジョー","2006/03","GH-D2V","４０７","25,000 Km","XFV","エンジン","２００６年３月（購入当初）から","エンジンを切る時にイグニッションキーが抜けにくいことがある。"
537,"2007年10月14日","兵庫県","ＨＰ","プジョー","2006/03","GH-D2V","４０７","25,000 Km","XFV","保安灯火","２００６年３月（購入当初）から","方向指示器レバーを戻しても中立位置で留まらないため、反対側のウィンカーが点滅してしまう。"
538,"2007年10月14日","千葉県","ＨＰ","トヨタ","2001/06","ACR30W","エスティマ","81,500 Km","2AZ","エンジン","２００５年６月１回目、　２００７年１０月","加速後、アクセルを離すとエンジンが止まる。"
539,"2007年10月14日","兵庫県","ＨＰ","プジョー","2006/03","GH-D2V","４０７","25,000 Km","XFV","動力伝達","２００７年８月ごろくらいから","キックダウンさせるため、アクセルを踏み込んでも反応しない。"
540,"2007年10月13日","東京都","ＨＰ","トヨタ","2003/05","TA-AZR60G","ヴォクシー","31,800 Km","1AZ","乗車装置","２００７年４月頃","パワースライドドアのワイヤーが切れて、自動開閉ができなくなった"
541,"2007年10月13日","茨城県","ＨＰ","ニッサン","2001/03","TA-TP12","プリメーラ","57,493 Km","QR20","動力伝達","２００７年８月","発進時や走行時にスピードが上がらなくなり、エンジン回転数だけが上がってしまう。"
542,"2007年10月12日","東京都","24時間電話","ホンダ","","","フュージョン","","","エンジン","２００７年１０月１２日","イグニッションキーをＯＮにしても、エンジンがかからなかった。"
543,"2007年10月12日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2007/02","DBA-H82W","ｅＫワゴン","","3G83","保安灯火","","テールランプレンズ内に水が浸入する。"
544,"2007年10月12日","大阪府","ＨＰ","ニッサン","2006/11","DBA-AK12","マーチ","9,961 Km","CR12","燃料装置","２００７年８月","燃料タンクと給油ホースとの継ぎ目から燃料漏れが発生した。"
545,"2007年10月12日","東京都","ＨＰ","ＢＭＷ","2003/02","GH-AV30","３３０","24,000 Km","306S","その他","２００６年の夏頃から","電動サンルーフのレールを固定している部品が破損した。"
546,"2007年10月12日","東京都","ＨＰ","ＢＭＷ","2003/02","GH-AV30","３３０","24,000 Km","306S","保安灯火","２００７年９月","ブレーキランプの配線不良によりコネクタ部分が溶損した。"
547,"2007年10月12日","愛知県","ＨＰ","トヨタ","2006/05","DBA-ACR50W","エスティマ","40,000 Km","2AZ","エンジン","２００７年７月頃から","エンジンオイルの消費が激しい。"
548,"2007年10月12日","大阪府","電話","ニッサン","","","ウイングロード","","","制動装置","","ブレーキペダル付近の金具に足が引っかかってブレーキペダルを充分踏み込めない。"
549,"2007年10月11日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2005/10","DBA-SCP90","ヴィッツ","10,000 Km","2SZ","エンジン","","駐車作業中に車両が急加速し、壁に接触した。"
550,"2007年10月11日","千葉県","ＨＰ","メルセデス・ベンツ","","VSAW638","Ｖ２３０","","","燃料装置","２００７年６月頃から","燃料投入口と燃料タンクを結ぶホースより燃料が漏れる。"
551,"2007年10月11日","岡山県","ＨＰ","メルセデス・ベンツ","2000/12","GF-203035","Ｃ１８０","42,000 Km","111M20","保安灯火","２００７年４月１日","走行中、窓が開かなくなり、ドアロックもリモコンで開かなくなった。"
552,"2007年10月11日","高知県","ＨＰ","ホンダ","","DBA-JB5","ライフ","","P07A","エンジン","２００７年１０月上旬","停車中にエンストした。"
553,"2007年10月11日","北海道","ＨＰ","三菱","2000/07","GH-V75W","パジェロ","88,965 Km","6G74","制動装置","２００７年９月頃から１０月現在","ＡＢＳが誤作動する。"
554,"2007年10月11日","京都府","電話","プジョー","2002/12","GF-T5","３０７ＸＳ","13,000 Km","RFN","エンジン","","停車中によくエンストする。"
555,"2007年10月10日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2005/06","BC-CF46A","アドレスＶ１２５","","F468","車枠・車体","","センタースタンドがキックレバーに引っかかり、完全に格納されないため、走行中に路面と干渉しやすくなる。"
556,"2007年10月10日","大阪府","ﾌﾘｰﾀﾞｲｱﾙ","プジョー","2006/12","GH-A8NFU","１００７","4,000 Km","-","エンジン","２００７年６月から","走行中にエンストした。"
557,"2007年10月10日","福島県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","GD-HA7","アクティ","60,000 Km","E07Z","燃料装置","２００７年１０月初め","燃料タンクの上下の合わせ部から燃料漏れが発生した。"
558,"2007年10月10日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","","GH-3BAMXF","パサート","50,000 Km","MXF","制動装置","２００７年１０月","ブレーキの倍力装置のバキュームホースが腐食・穴あきにより、制動力が低下した。"
559,"2007年10月10日","東京都","ＨＰ","フォルクスワーゲン","2007/07","GH-1FBWA","イオス","1,700 Km","BWA","エンジン","２００７年７月の購入直後","エンジン部品の取り付け違いにより、突然エンジンの出力が低下し、走行不能になった。"
560,"2007年10月10日","愛知県","ＨＰ","ダイハツ","2002/08","LA-L880K","コペン","40,000 Km","JB","エンジン","２００７年５月","エンジンの冷却配管の破損の為、冷却水が漏れて、オーバーヒートした。"
561,"2007年10月10日","愛知県","ＨＰ","トヨタ","2007/07","DBA-SCP90","ヴィッツ","1,500 Km","2SZ","動力伝達","２００７年９月の購入直後","変速機の不良により、車が後退しない。又、４０キロ以下からのより再加速時に振動が発生する。"
562,"2007年10月10日","千葉県","ＨＰ","スバル","2006/09","BL5D","レガシィ","9,600 Km","EJ20","動力伝達","２００６年７月","手動変速機を４速に入れるとミッション部分から異音が発生した。"
563,"2007年10月10日","福岡県","ＨＰ","ルノー","2001/04","GF-AF4J","セニック","45,000 Km","F4","保安灯火","２００７年１０月８日","助手席側後部座席のパワーウインドウ操作時に、異音がして窓ガラスが落下した。"
564,"2007年10月10日","福岡県","文書","スバル","2002/05","LE-TV1","サンバーディアス","20,000 Km","E07","保安灯火","","両サイドの方向指示器及び車幅灯レンズ内に水が侵入する。"
565,"2007年10月09日","埼玉県","電話","いすゞ","1998/03","GF-UBS26GW","ビッグホーン","40,000 Km","6VE1","エンジン","２００１年冬期及び２００７年８月","車から降りた際、勝手にエンジン回転が上昇した。低速で走行していたら突然エンストした。"
566,"2007年10月09日","静岡県","文書","ニッサン","2000/10","GH-TG10","ブルーバードシルフィ","35,510 Km","QR20","エンジン","２００７年","燃料ポンプ、ＥＧＲバルブの不良により、走行中にエンストした。"
567,"2007年10月09日","愛知県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2007/08","CBA-E51","エルグランド","10 Km","VQ35DE","動力伝達","２００７年８月","自動変速機の内部不良により、発進時に振動が発生する。"
568,"2007年10月09日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","","GH-KA9","レジェンド","","","保安灯火","","左側前後のパワーウインドウが作動しなくなった。集中ドアロックが効かなくなった。駐車時、勝手に前照灯が点灯した。"
569,"2007年10月09日","愛知県","24時間電話","クライスラー","","GH-PT2K20","ＰＴクルーザー","","K20","エンジン","２００５年９月頃から","始動装置関係の配線不良により、キーを回してもエンジンが始動しない。"
570,"2007年10月09日","千葉県","ＨＰ","ホンダ","2001/06","GD1","フィット","42,000 Km","L13A","保安灯火","２００７年１０月７日","ブレーキを踏んでもシフトレバーがＰレンジから動かない。また、ストップランプが点灯しない。"
571,"2007年10月09日","栃木県","ＨＰ","ニッサン","2000/05","HN-PV10","ティーノハイブリッド","226,109 Km","QG18-EM29","電動機(モーター)","２００７年７月","バッテリーの不良により、エンジンの始動が困難になった。始動後、ハイブリッド異常のアラームが点灯する。"
572,"2007年10月09日","東京都","ＨＰ","メルセデス・ベンツ","2002/10","GH-170465","ＳＬＫ３２０","15,000 Km","112","排ｶﾞｽ･騒音","","触媒の内側の溶接がはずれ、異音が発生する。"
573,"2007年10月09日","千葉県","ＨＰ","アルファロメオ","1989/12","E-162B30","アルファ７５ｍｉｌａｎｏ","106,000 Km","01911","燃料装置","２００４年１０月頃","燃料タンクと給油口の間のホースが劣化して燃料が漏れた。"
574,"2007年10月08日","静岡県","ＨＰ","プジョー","1999/06","T1S16","２０６Ｓ１６","70,000 Km","RFR","エンジン","２００７年０７月３０日","雨天走行中、エンジン吸気口に水が侵入したためエンジンが破損した。"
575,"2007年10月08日","福井県","ＨＰ","トヨタ","2003/03","UA-ACV30","カムリ","25,000 Km","2AZ-FE","エンジン","２００７年７月","エンジンを始動させようとしたらエンジンキーのプラスチック部分が粉々に割れた。"
576,"2007年10月08日","愛知県","ＨＰ","スバル","2004/12","BP5","レガシィ","63,000 Km","","制動装置","２００５年１月","ブレーキ異音、ジャダーが発生する。"
577,"2007年10月07日","東京都","ＨＰ","ＢＭＷ","2006/01","GH-UF16","１１６ｉ","20,710 Km","N45B16A","エンジン","２００７年１０月５日","一般道路を走行中にエンジン出力が低下し走行不能になった。"
578,"2007年10月07日","神奈川県","ＨＰ","ニッサン","2001/10","TDAARBZ P12","プリメーラワゴン","15,000 Km","QR20","乗車装置","２００７年８月７日","後部バックドアステーの故障により、開扉状態で保持できなくなった。"
579,"2007年10月07日","愛知県","ＨＰ","フォルクスワーゲン","2007/04","GH-9CAZJ","ニュービートル","2,233 Km","AZJ","かじ取り","２００７年４月購入当初から","走行時、車体が左側に振れて、直進を保持できない。"
580,"2007年10月07日","神奈川県","ＨＰ","クライスラー","2002/06","GH-PT2K20","ＰＴクルーザー","29,000 Km","T","動力伝達","２００７年８月頃","変速機の不良により、交差点右折時、アクセルを踏んでも速度が出なかった。"
581,"2007年10月07日","東京都","ＨＰ","ホンダ","2005/01","MF08","フォルツァ","10,000 Km","","その他","２００７年１０月７日","電子キーの不良により、ハンドルロックが解除できず、エンジンも始動しない。"
582,"2007年10月06日","福島県","ＨＰ","トヨタ","2001/03","ACA21W","ＲＡＶ４","86,000 Km","1AZ","エンジン","２００７年２月","走行中にエンストした。"
583,"2007年10月06日","神奈川県","ＨＰ","アルファロメオ","2004/12","GH-93720L","アルファＧＴ","30,300 Km","937A1","電気装置","２００７年１０月１日","走行中、車室内が一時的な停電状態になった。"
584,"2007年10月05日","山梨県","ＨＰ","いすゞ","","KR-NKR81EA","エルフ","23,000 Km","","走行装置","２００７年９月新車購入時から","タイヤがバーストした。"
585,"2007年10月05日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","","GH-RA16","ミニ　ワン","46,000 Km","-","かじ取り","２００７年１０月","パワーステアリングポンプの不良により、左折時にかじ取りが重くなった。"
586,"2007年10月05日","兵庫県","ＨＰ","メルセデス・ベンツ","1999/02","W638","Ｖクラス","32,000 Km","","燃料装置","２００７年９月ごろ","エンジン始動時に、フューエルフィルター周辺からガソリンが漏れる。"
587,"2007年10月05日","東京都","ＨＰ","トヨタ","2003/06","JGC10","プログレ","7,000 Km","1JZ-FSE","エンジン","２００７年６月","走行中エンストして、再始動できない。"
588,"2007年10月05日","北海道","ＨＰ","ホンダ","2000/04","GH-RA9","オデッセイ","120,000 Km","J30A","保安灯火","２００７年１０月２日","ウインドウレギュレーター破損のため、後部ドアの窓ガラスが閉まらなくなった。"
589,"2007年10月05日","東京都","ＨＰ","プジョー","2003/03","GH-3EHRFN","３０７ＳＷ","12,000 Km","RFN","保安灯火","２００７年７月","右折後、方向指示器が左折方向に勝手に作動する。"
590,"2007年10月05日","北海道","ＨＰ","スズキ","2007/03","DBA-YB11S","ＳＸ４","8,600 Km","M15A","燃料装置","２００７年３月の購入時から","止まる時やバック時にガソリンタンク内でガソリンがタンクにぶつかる音が聞こえる。"
591,"2007年10月05日","神奈川県","ＨＰ","ニッサン","2006/01","CBA-CPV35","スカイライン","14,000 Km","VQ35","動力伝達","２００６年３月","発進時、エンジン回転数を過回転数にならないように上げてから、ギアを１速に入れてクラッチペダルを放すと奥にペダルが入ったままになる。"
592,"2007年10月04日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2004/03","UA-MF21S","ＭＲワゴン","","K6A","保安灯火","","パワーウインドウの運転席オート機能が正常に動かない。"
593,"2007年10月04日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","","BA-SA26J","ビーノＸＣ５０","2,000 Km","A304E","走行装置","２００７年１０月３日","空気圧不足により、タイヤがホイールから外れた。"
594,"2007年10月04日","福井県","電話","ニッサン","1999/09","","ステージア","9,900 Km","","エンジン","","エンジンコンピューターとＡ／Ｔソレノイドバルブの異常により、時速４０～６０キロ時のエンジン回転数が安定しない。"
595,"2007年10月04日","東京都","ＨＰ","プジョー","2004/06","GH-A307CC","３０７ＣＣ","14,000 Km","-","保安灯火","２００７年８月","パワーウインドウが故障し、窓ガラスが動かなくなった。"
596,"2007年10月04日","東京都","ＨＰ","メルセデス・ベンツ","2002/11","GF-638230","Ｖ２３０","32,000 Km","111978","燃料装置","２００７年９月","燃料給油口と燃料タンクをつなぐ配管の接続部から燃料漏れをした。"
597,"2007年10月04日","東京都","来訪","ユソーキ","","YJV309B","－","","","車枠・車体","","リコール措置済み車両において同様の不具合（車枠の亀裂）が発生した。"
598,"2007年10月03日","岡山県","ＨＰ","ホンダ","","DBA-GD1","フィット","34,000 Km","L13A","保安灯火","","前照灯レンズの縁が白濁したり、水が浸入した。テールレンズ内に水が浸入した。ブレーキディスクの内側が異常磨耗した。"
599,"2007年10月03日","和歌山県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2003/12","GH-1JAZJ","ゴルフ","40,000 Km","AZJ","動力伝達","","変速を制御している基盤の不具合のため、ギアの変速タイミングが極端に早くなったり遅くなったりする。"
600,"2007年10月03日","北海道","電話","スズキ","","Ｎ／Ａ","ジムニー","48,000 Km","Ｎ／Ａ","排ｶﾞｽ･騒音","","排気マニホールドに亀裂が入った。"
601,"2007年10月03日","茨城県","ﾌﾘｰﾀﾞｲｱﾙ","三菱","2001/03","KK-FE53EEV","ふそうキャンター","487,000 Km","4M51","車枠・車体","２００７年９月２１日","駐車中の車両が発火し、炎上した。"
602,"2007年10月03日","千葉県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2004/12","GH-1TBLX","ゴルフトゥーラン","13,482 Km","BLX","電気装置","２００７年９月","ＩＧコイルの不良により、走行中、点火不良が発生した。"
603,"2007年10月03日","埼玉県","電話","プジョー","2003/07","GH-D9L4","４０６","15,000 Km","RFN","エンジン","２００７年８月６日","電気系統の不具合により、エンジンが始動出来なくなった。"
604,"2007年10月03日","福岡県","ＨＰ","ローバー","1998/07","Y-LJL","ディスカバリー","110,000 Km","L","制動装置","","ブレーキバキュームポンプの作動不良により、ブレーキアシストが効かなくなった。"
605,"2007年10月03日","茨城県","ＨＰ","ＢＭＷ","2003/06","GH-AV22","３２０ｉ","55,000 Km","M54","エンジン","２００６年８月頃、２００７年８月","渋滞時にエンストした。"
606,"2007年10月03日","福岡県","ＨＰ","ニッサン","2000/09","TA-MY34","セドリック","100,000 Km","VQ25DD","エンジン","","エンジン回転むらが大きい。燃料メーターの照明が点かなくなった。"
607,"2007年10月03日","北海道","電話","日野","","P-FS638BA","プロフィア","640,700 Km","","かじ取り","","交差点で旋回しようとしたところ、パワーステアリングが効かなくなった。"
608,"2007年10月02日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","","TA-FG10","ブルーバードシルフィ","8,000 Km","QG15DE","エンジン","","後退中ブレーキを踏んだところ、エンジンが勝手に吹け上がり、急発進した。"
609,"2007年10月02日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","フィアット","2004/08","GH-16912","パンダ","13,000 Km","","動力伝達","２００７年８月・９月","変速機がＤレンジで後退したり、走行中にＮレンジに変わったりする。"
610,"2007年10月02日","広島県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2001/01","GF-RZH101G","ハイエース","95,000 Km","","保安灯火","２００１年１月の購入時から","前面ガラスに多くの傷があるため、太陽光や対向車の光が乱反射し、視界不良になる。"
611,"2007年10月02日","愛知県","ＨＰ","ＫＴＭ","2007/06","","ＳＵＰＥＲＤＵＫＥＲ","1,700 Km","","かじ取り","","ステアリングダンパーの取り付け金具が強度不足により破損した。"
612,"2007年10月02日","宮城県","ＨＰ","三菱","2004/09","LA-H81W","ｅＫワゴン","18,000 Km","3G83","エンジン","２００７年９月（初回車検点検時）","ファンベルトが傷んでおり、交換が必要と言われた。"
613,"2007年10月02日","愛知県","ＨＰ","ダイハツ","2006/09","DBA-L150S","ムーヴ","9,800 Km","EF-DET","かじ取り","２００７年９月","パワーステアリングの油圧ホースがはずれて、操舵不能になった"
614,"2007年10月02日","神奈川県","ＨＰ","トヨタ","2003/11","UA-UCF31","セルシオ","85,000 Km","3UZ","動力伝達","２００３年１１月（購入当初から）","変速機の不良により、シフトダウンに時間がかかり、エンジンブレーキを効率よく使えない。"
615,"2007年10月02日","宮城県","ＨＰ","スズキ","1999/11","GF-MC21S","ワゴンＲ","65,000 Km","K6A","動力伝達","２００６年６月","センターデフの不具合により、ハンドルをいっぱいに切って動くときに異音が発生する。"
616,"2007年10月01日","静岡県","電話","ヤマハ","","3KJ","ジョグ","7,000 Km","","エンジン","","樹脂製のインテークマニホールドに亀裂が入り、エンジン回転数も上昇した。"
617,"2007年10月01日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","いすゞ","2003/09","KL-CXZ51K4","ギガ","140,000 Km","6WF1","緩衝装置","","トラニオンとリーフスプリングにズレが生じ、ブッシュ関係が早期磨耗する。"
618,"2007年10月01日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","","UA-MF21S","ＭＲワゴン","49,800 Km","K6A","排ｶﾞｽ･騒音","２００７年９月","Ｏ２センサーの不良により、警告灯が点灯した。"
619,"2007年10月01日","神奈川県","電話","メルセデス・ベンツ","2004/06","","ビアノ","","","保安灯火","","助手席側の窓ガラスが外れた。"
620,"2007年10月01日","広島県","ＨＰ","ニッサン","2000/04","CF-HC35","ローレル","173,745 Km","RB20","エンジン","２００７年９月２８日（金）午後２時頃","後退中、車両が急加速した。"
621,"2007年10月01日","佐賀県","ＨＰ","三菱","1998/10","KC-FL638D","ふそうファイター","64,000 Km","","動力伝達","２００７年９月２１日","フロントのデファレンシャルギア部よりオイル漏れした。"
622,"2007年10月01日","神奈川県","ＨＰ","アウディ","2002/10","GF-8DAP5F","Ａ６　Ｑ４ＤＴＩＰＲ","27,020 Km","","燃料装置","２００７年９月１７日","燃料タンクの樹脂部分に亀裂が入り、燃料が漏れた。"
623,"2007年10月01日","神奈川県","ＨＰ","マツダ","","CREW","プレマシー","","","車枠・車体","２００７年９月","スライドドアと３列目シートの取付金具の溶接部にサビが発生した。"
624,"2007年09月30日","大阪府","ＨＰ","トヨタ","1998/01","E-JZS160","アリスト","105,000 Km","2JZ","緩衝装置","２００７年９月下旬","走行中に左前輪ロアアームが外れ、走行不能になった。"
625,"2007年09月30日","兵庫県","ＨＰ","トヨタ","2003/06","UA-ANE11W-HWXQH","ウィッシュ","64,000 Km","1AZ","乗車装置","２００６年末から","シートの高さ調整をしても乗っているうちに次第に下がってくる。"
626,"2007年09月30日","福岡県","ＨＰ","ニッサン","1997/05","AVE50","エルグランド","78,000 Km","QD32","燃料装置","２００４年および２００７年９月２７日","燃料噴射ポンプの不良により、アイドリングが不安定になりエンストする。"
627,"2007年09月30日","兵庫県","ＨＰ","ニッサン","1995/01","RPS13","１８０ＳＸ","","SR20DET","燃料装置","２００７年９月","フューエルタンクネックホースが劣化により、燃料漏れが発生した。"
628,"2007年09月30日","埼玉県","ＨＰ","スズキ","1999/04","MC21S","ワゴンＲ","79,000 Km","K6A","かじ取り","","ハンドルを切ると異音がする。"
629,"2007年09月30日","千葉県","ＨＰ","メルセデス・ベンツ","1999/11","GF-168033","Ａ１６０","19,658 Km","166","動力伝達","２００７年９月３０日","変速機の不良により、走行中にアクセルを踏んでも加速しなくなった。"
630,"2007年09月30日","兵庫県","ＨＰ","トヨタ","2006/09","DBA-ZZT240","プレミオ","11,700 Km","1ZZ","エンジン","２００６年９月の購入直後","停止する寸前にエンジン回転が上昇する。"
631,"2007年09月29日","埼玉県","24時間電話","ホンダ","2000/06","LA-RA6","オデッセイ","52,600 Km","","エンジン","２００７年９月２８日","スロットルボディの不良により、停車時にエンストした。"
632,"2007年09月29日","福岡県","ＨＰ","トヨタ","1999/04","KC-KZH138V","ハイエース","92,000 Km","1KZ","保安灯火","２００４年５月","ヘッドライト内に水が浸入し光量不足になった。"
633,"2007年09月29日","宮崎県","ＨＰ","ボルボ","2004/08","V70","Ｖ７０","32,000 Km","","排ｶﾞｽ･騒音","２００７年９月２７日","触媒内部の部品が欠落し、異音が発生した。"
634,"2007年09月29日","神奈川県","ＨＰ","トヨタ","2007/02","DBA-NCP91","ヴィッツ","3,000 Km","1NZ","制動装置","２００７年２月の納車時より","始動直後の発進時等に後輪ブレーキから異音がする。"
635,"2007年09月28日","和歌山県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","","BB-CA1PA","レッツ２","7,000 Km","","車枠・車体","２００７年９月","フレームが腐食により折損した。"
636,"2007年09月28日","石川県","ＦＡＸ","ニッサン","2005/10","CBA-C25","セレナ","12,000 Km","MR20DE","車枠・車体","２００７年８月１２日","駐車直後、車両後方から出火していた。"
637,"2007年09月28日","静岡県","24時間電話","三菱","","KL-FS54JVZ","ふそうスーパーグレート","403,000 Km","6M70","緩衝装置","２００７年９月ごろ","右前のエアサスペンションからエア漏れしている。"
638,"2007年09月28日","東京都","ＨＰ","ヤマハ","2007/03","BD-SB06J","グランドアクシス１００","1,430 Km","B109E","走行装置","２００７年７月ごろ","リアホイールのロックナットの緩みにより、ホイールにガタが発生した。"
639,"2007年09月28日","神奈川県","ＨＰ","スマート","2005/05","","スマート　フォーフォー","20,000 Km","","エンジン","","走行中にアクセルを踏み込んでも加速しない。"
640,"2007年09月28日","埼玉県","ＨＰ","ホンダ","","RB1","オデッセイ","","","保安灯火","２００６年９月頃から","ヘッドライトに水が侵入し、ライトの球が切れる。"
641,"2007年09月28日","埼玉県","ＨＰ","ホンダ","","RN3","ストリーム","","","エンジン","２００７年７月","信号待ちから発進しようとしたらエンストした。"
642,"2007年09月28日","埼玉県","ＨＰ","ホンダ","","UA-RN5","ストリームアブソルート","20,000 Km","","動力伝達","２００５年４月","発進時及び停止間際にＣＶＴから異音がする。"
643,"2007年09月28日","広島県","ＦＡＸ","ホンダ","2006/12","DBA-GK1","モビリオスパイク","","","車枠・車体","","運転席側フロント部の車高が助手席側に比べ１ｃｍ程度低く、車体が傾いている。"
644,"2007年09月27日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","ボルボ","2003/07","LA-SB5244W","Ｖ７０","52,000 Km","B5244","エンジン","２００７年９月","燃料ポンプの不良により、走行中にエンストした。"
645,"2007年09月27日","岩手県","ＨＰ","マツダ","2000/05","LWEW","ＭＰＶ","5,300 Km","FS","エンジン","２００７年９月２０日","リヤヒーターへの冷却水配管の腐食により水漏れした。"
646,"2007年09月27日","愛知県","ＨＰ","ダイハツ","2001/03","GF-J111G","テリオスキッド","54,000 Km","EF","エンジン","２００７年４月頃","エンジンよりオイル漏れが発生した。"
647,"2007年09月27日","福岡県","ＨＰ","ＢＭＷ","2006/05","FA30","Ｘ５","29,000 Km","306S","エンジン","２００７年９月","エンジンチェックランプが点灯し、パワーステアリングに異常が出た。"
648,"2007年09月27日","島根県","ＨＰ","いすゞ","1996/07","U-NHS69EA","エルフ","55,000 Km","4JG2","制動装置","２００７年９月３日","バキュームパイプが錆びて折損したため、走行中、ブレーキが利かなくなった。"
649,"2007年09月27日","茨城県","ＨＰ","ホンダ","2000/06","LA-RA6","オデッセイ","84,000 Km","F23A","排ｶﾞｽ･騒音","２００７年９月２１日","キャタライザー内部が破損し、異音がするようになった。"
650,"2007年09月26日","沖縄県","ﾌﾘｰﾀﾞｲｱﾙ","スズキ","2004/05","UA-HE21S","アルトラパン","50,000 Km","K6A","電気装置","２００７年９月","前照灯のバルブソケットが焦げていた。"
651,"2007年09月26日","不明","電話","トヨタ","","","ハイエース","","","その他","","車両の中心から少し右寄りの部分が電柱に衝突した際、エアバッグが作動しなかった。"
652,"2007年09月26日","千葉県","電話","ニッサン","2004/03","NA","プレサージュ","","","かじ取り","２００６年１２月２５日、２００７年７月１","ステアリングギアボックスに不良があり、かじ取りが利かなくなった。"
653,"2007年09月26日","愛知県","ＨＰ","トヨタ","1995/06","E-UCF21","セルシオ","86,000 Km","1UZ","エンジン","２００７年９月２５日","高速道路を走行後に停止時、エンストした。"
654,"2007年09月26日","茨城県","ＨＰ","スズキ","2006/06","EBD-DA65T","キャリイ","2,200 Km","K6A","その他","２００７年９月","エアコンのコンプレッサーを駆動するベルトが欠落した為、エアコンが効かなくなった。"
655,"2007年09月26日","東京都","ＨＰ","ＢＭＷ","","-","Ｆ８００","","-","エンジン","２００７年春～秋","シフトダウン時エンストした。"
656,"2007年09月26日","福岡県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","1992/03","E-140032","３００ＳＥ","95,400 Km","1040","電気装置","２００７年９月","洗車作業中に発電機付近から発火した。"
657,"2007年09月25日","群馬県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","1999/04","GF-NU30","プレサージュ","126,000 Km","KA24","緩衝装置","","融雪剤の影響で、走行中に右側のリーフスプリングが腐蝕し、外れた。"
658,"2007年09月25日","大分県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2007/02","CBA-NT30","エクストレイル","13,600 Km","QR20","エンジン","２００７年","坂道を後進して方向転換し、前進ギアにシフトチェンジしたところ、エンジンが停止した。"
659,"2007年09月25日","和歌山県","ＨＰ","ホンダ","2004/05","","フィット","125,000 Km","","走行装置","","運転席窓ガラスが上がらなくなった。左前ホイールベアリングが２度破損した。ドアミラー根本に錆びが発生した。"
660,"2007年09月25日","滋賀県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","","GF-GX100","マークⅡ","61,330 Km","1G","エンジン","２００７年８月","アクセルペダルを踏んでも加速しないことがある。"
661,"2007年09月25日","福岡県","ＨＰ","スズキ","2000/08","GF-MC21S","ワゴンＲ","48,000 Km","K6A","かじ取り","","パワーステアリングのかじ取りに偏りがあり、左に軽く、右は重い。"
662,"2007年09月25日","埼玉県","ＨＰ","ＢＭＷ","2007/03","-","Ｆ８００ＳＴ","7,000 Km","-","エンジン","２００７年６月以降","走行中にシフトチェンジでいきなりエンジンが止まる。"
663,"2007年09月25日","群馬県","ＨＰ","ホンダ","2005/06","CBA-JB7","ライフ","9,000 Km","P07A","かじ取り","２００６年６月","ハンドルの左右操作力に違いが発生、操作力が増大した。"
664,"2007年09月25日","徳島県","ＨＰ","ホンダ","2000/05","LA-RA6","オデッセイ","110,000 Km","F23A","エンジン","２００４年９月頃","ラジエーター上部のカバーと本体が破損し、冷却水が漏れた。"
665,"2007年09月25日","徳島県","ＨＰ","ホンダ","2000/05","LA-RA6","オデッセイ","140,000 Km","F23A","エンジン","２００５年８月２２日","ラジエーターファンモーターの不良により、オーバーヒートになりかけた。"
666,"2007年09月25日","大阪府","ＨＰ","メルセデス・ベンツ","1999/02","GF-638234","Ｖ２３０","","1117","燃料装置","２００７年　夏期","車の下からガソリンが漏れている。"
